occ,y4_hhid,indidy4,male,age,relation_head,head,father_educ,mother_educ,over_12,cur_married,household_num,clusterid,rural,y4_weights,region_code,region_name,district_code,district_name,satisfy_school_age,read_wri_kiswa,school_exp,start_school_age,cur_school,school_lyear,educ_attain,primary,secondary,university,cur_grade,cur_prim,cur_second,cur_univ,public,board,transportation,time_to_school,free_meal_school,miss_school_lasttwo,absent_reason,access_textbook,homework_hour_week_fir,problem_school_fir,problem_school,problem_school_sec,psle,pass_psle,school_fee,book_mat,uniform_fee,transport_fee,extra_tuition,others,meal_cost,eduction_expendit_12m,adult_literacy_prog,unpaid_employee_12m,non_farm_12m,house_farm_12m,rental_pay_inc,priv_gov_inc,other_inc,income_known_sour
1,7956-001,1,1,25,head,1,1,1,1,1,7956,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,7956-001,2,0,19,spouse,0,1,1,1,1,7956,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,7,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,7956-001,3,0,1,STEP SON / DAUGHTER,0,1,,0,,7956,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,7957-001,1,1,41,head,1,1,0,1,1,7957,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,11,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,7957-001,2,0,39,spouse,0,0,0,1,1,7957,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7957-001,3,1,4,SON/DAUGHTER,0,,,0,,7957,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
4,7957-001,4,1,3,SON/DAUGHTER,0,,,0,,7957,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,7957-001,5,1,0,SON/DAUGHTER,0,,,0,,7957,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,7958-001,1,0,62,head,1,1,0,1,0,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2,7958-001,2,0,75,OTHER RELATIVE(SPECIFY),0,0,0,1,0,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0
3,7958-001,3,1,49,SON/DAUGHTER,0,1,,1,0,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,7958-001,4,1,45,SON/DAUGHTER,0,1,,1,1,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,7958-001,5,0,27,OTHER NON-RELATIVES (SPECIFY),0,1,1,1,1,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,6,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6,7958-001,6,1,23,grandchild,0,,1,1,0,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,9,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7,7958-001,7,1,25,grandchild,0,,1,1,0,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,11,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8,7958-001,8,1,21,grandchild,0,,1,1,0,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,10,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9,7958-001,9,1,10,grandchild,0,,,0,,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,60,0,yes,SCHOOL CLOSED IN BREAK,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,6000,30000,0,50000,7500,0,93500,0,1,0,1,0,0,0,0
10,7958-001,10,1,7,grandchild,0,,,0,,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,0,1,6,1,,,,,,Others,0,0,0,0,0,0,30,0,yes,SCHOOL CLOSED IN BREAK,0,0,NO PROBLEMS (SATISFIED),0,,0,,20000,800,25000,0,0,3000,0,48800,0,0,0,1,0,0,0,0
11,7958-001,11,1,5,grandchild,0,,,0,,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
12,7958-001,12,1,2,grandchild,0,,,0,,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
13,7958-001,13,1,4,grandchild,0,,,0,,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
14,7958-001,14,1,2,grandchild,0,,,0,,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
15,7958-001,15,1,0,grandchild,0,,,0,,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
16,7958-001,16,0,13,OTHER RELATIVE(SPECIFY),0,1,,1,0,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,60,0,yes,SCHOOL CLOSED IN BREAK,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,12000,29000,0,50000,7500,0,98500,0,1,1,1,0,0,0,0
17,7958-001,17,0,29,OTHER NON-RELATIVES (SPECIFY),0,1,1,1,0,7958,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,5,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,7960-001,1,1,29,head,1,1,1,1,1,7960,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,7960-001,2,0,25,spouse,0,,1,1,1,7960,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7960-001,3,1,3,SON/DAUGHTER,0,,,0,,7960,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
4,7960-001,4,1,1,SON/DAUGHTER,0,,,0,,7960,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,7962-001,1,1,27,head,1,1,1,1,0,7962,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,8,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,7962-001,2,0,21,spouse,0,1,1,1,0,7962,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,8,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7962-001,3,1,0,SON/DAUGHTER,0,,,0,,7962,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,7963-001,1,1,21,head,1,1,1,1,0,7963,190306202006,0,6134.9878,mwanza,MWANZA,3,NYAMAGANA MANISPAA,yes,1,1,8,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,7973-001,1,0,43,head,1,0,0,1,0,7973,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
2,7973-001,2,1,15,SON/DAUGHTER,0,0,,1,0,7973,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
3,7973-001,3,1,13,SON/DAUGHTER,0,0,,1,0,7973,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
4,7973-001,4,0,9,SON/DAUGHTER,0,0,,0,,7973,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
1,7974-001,1,1,31,head,1,0,0,1,1,7974,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0
2,7974-001,2,0,21,spouse,0,1,1,1,1,7974,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,7974-001,3,1,3,SON/DAUGHTER,0,,,0,,7974,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
4,7974-001,4,0,2,SON/DAUGHTER,0,,,0,,7974,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,7974-001,5,1,0,SON/DAUGHTER,0,,,0,,7974,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,7975-001,1,1,31,head,1,1,0,1,1,7975,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,7975-001,2,0,23,spouse,0,0,0,1,1,7975,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,12,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,7975-001,3,0,2,SON/DAUGHTER,0,,,0,,7975,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
4,7975-001,4,1,0,SON/DAUGHTER,0,,,0,,7975,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,7976-001,1,1,40,head,1,0,0,1,0,7976,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,7976-001,2,0,29,spouse,0,0,0,1,0,7976,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,7976-001,3,1,16,SON/DAUGHTER,0,,1,1,0,7976,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,1,,,,,,,,,,,,,,,,,,,,,1,0,0,2500,5000,0,0,3500,4500,15500,0,1,0,1,0,0,0,0
4,7976-001,4,1,13,SON/DAUGHTER,0,,1,1,0,7976,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,10,1,,,,,,Primary,1,0,0,1,0,0,120,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,OVERCROWDED CLASSROOMS,0,,0,4500,24000,0,0,1300,0,29800,0,1,0,1,0,0,0,0
5,7976-001,5,1,7,SON/DAUGHTER,0,,,0,,7976,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
6,7976-001,6,1,5,SON/DAUGHTER,0,,,0,,7976,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
7,7976-001,7,0,3,SON/DAUGHTER,0,,,0,,7976,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
8,7976-001,8,0,0,SON/DAUGHTER,0,,,0,,7976,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,7977-001,1,1,63,head,1,0,0,1,1,7977,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,7977-001,2,0,56,spouse,0,,0,1,1,7977,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
3,7977-001,3,1,21,SON/DAUGHTER,0,,,1,0,7977,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,7977-001,4,1,18,SON/DAUGHTER,0,,,1,0,7977,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,11,1,,,,,,Primary,1,0,0,1,0,0,20,0,yes,CHILD HAD TO WORK,1,0,INADEQUATE BOOKS/TOOLS,1,INADEQUATE TEACHERS,0,,0,6250,24000,0,0,3000,0,33250,0,1,0,1,0,0,0,0
5,7977-001,5,0,15,SON/DAUGHTER,0,,,1,0,7977,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,9,1,,,,,,Primary,1,0,0,1,0,0,20,0,yes,ILNESS HH MEMBER,1,0,INADEQUATE BOOKS/TOOLS,1,INADEQUATE TEACHERS,0,,0,5500,16300,0,0,3000,0,24800,0,0,0,1,0,0,0,0
6,7977-001,6,0,5,grandchild,0,,0,0,,7977,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
7,7977-001,7,1,89,OTHER RELATIVE(SPECIFY),0,0,0,1,0,7977,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1,7978-001,1,1,28,head,1,1,0,1,1,7978,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,7978-001,2,0,23,spouse,0,0,0,1,1,7978,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
3,7978-001,3,0,45,OTHER RELATIVE(SPECIFY),0,0,0,1,0,7978,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
4,7978-001,4,0,9,SON/DAUGHTER,0,,,0,,7978,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,90,0,yes,ILLNESS CHILD,0,0,INADEQUATE BOOKS/TOOLS,1,OVERCROWDED CLASSROOMS,0,,0,3250,0,0,0,5000,0,8250,0,0,0,1,0,0,0,0
5,7978-001,5,1,7,SON/DAUGHTER,0,,,0,,7978,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
1,7979-001,1,1,60,head,1,0,0,1,1,7979,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,7979-001,2,0,55,spouse,0,0,0,1,1,7979,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
3,7979-001,3,1,21,SON/DAUGHTER,0,,,1,1,7979,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
4,7979-001,4,0,19,OTHER RELATIVE(SPECIFY),0,0,0,1,1,7979,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
5,7979-001,5,0,17,SON/DAUGHTER,0,,,1,0,7979,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
6,7979-001,6,0,16,grandchild,0,0,0,1,0,7979,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
7,7979-001,7,1,10,grandchild,0,,0,0,,7979,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
8,7979-001,8,0,9,grandchild,0,,0,0,,7979,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,1,9,1,,,,,,Primary,1,0,0,1,0,0,120,0,no,,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,700,5500,0,0,0,0,6200,0,0,0,0,0,0,0,0
9,7979-001,9,1,6,grandchild,0,,0,0,,7979,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
10,7979-001,10,0,2,grandchild,0,,0,0,,7979,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,7980-001,1,1,33,head,1,1,0,1,1,7980,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,7980-001,2,0,31,spouse,0,1,0,1,1,7980,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,7980-001,3,1,5,SON/DAUGHTER,0,,,0,,7980,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
4,7980-001,4,0,2,SON/DAUGHTER,0,,,0,,7980,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,7980-001,5,1,15,OTHER RELATIVE(SPECIFY),0,0,0,1,0,7980,190416104003,1,3219.3447,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,7992-001,1,1,31,head,1,1,1,1,1,7992,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,7992-001,2,0,31,spouse,0,1,1,1,1,7992,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,7992-001,3,0,0,SON/DAUGHTER,0,,,0,,7992,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,7993-001,1,1,33,head,1,1,1,1,1,7993,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,7993-001,2,0,30,spouse,0,1,0,1,1,7993,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,6,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,7993-001,3,0,13,SON/DAUGHTER,0,,,1,0,7993,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,5,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,9000,15500,0,0,5400,0,29900,0,0,0,0,0,0,0,0
4,7993-001,4,0,6,SON/DAUGHTER,0,,,0,,7993,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,5,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,0,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,3000,15500,0,0,5400,0,23900,0,0,0,0,0,0,0,0
5,7993-001,5,1,2,SON/DAUGHTER,0,,,0,,7993,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,7995-001,1,1,59,head,1,0,0,1,1,7995,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,100000,0,0,100000
2,7995-001,2,0,59,spouse,0,0,0,1,1,7995,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,1,0,1,100000,0,0,100000
3,7995-001,3,1,30,SON/DAUGHTER,0,,,1,0,7995,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,11,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,100000
4,7995-001,4,1,21,SON/DAUGHTER,0,,,1,0,7995,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,1,,,,,,Secondary,0,1,0,1,1,,,0,no,,1,14,NO PROBLEMS (SATISFIED),0,,1,1,350000,100000,0,130000,0,0,250000,830000,0,0,0,1,100000,0,0,100000
5,7995-001,5,0,18,SON/DAUGHTER,0,,,1,0,7995,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,9,1,,,,,,Secondary,0,1,0,1,1,,,0,yes,SCHOOL CLOSED IN BREAK,1,0,INADEQUATE BOOKS/TOOLS,1,,1,1,20000,11000,21000,6000,15000,10000,60000,143000,0,0,0,1,100000,0,0,100000
6,7995-001,6,1,15,SON/DAUGHTER,0,,,1,0,7995,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,7,1,,,,,,Secondary,0,1,0,1,0,0,15,0,yes,SCHOOL CLOSED IN BREAK,1,7,NO PROBLEMS (SATISFIED),0,,1,1,20000,8000,18000,0,10000,10000,0,66000,0,0,0,1,100000,0,0,100000
1,7996-001,1,0,73,head,1,,0,1,0,7996,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,0,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,140000,0,160000,300000
1,7997-001,1,0,29,head,1,1,1,1,0,7997,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2,7997-001,2,0,2,SON/DAUGHTER,0,1,,0,,7997,190425214004,0,3225.0979,mwanza,MWANZA,4,KWIMBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
