interview__key,sdd_hhid,sourceid,ag12b_08,ag12b_09,ag12b_10
78-20-87-66,0696-001-001,NGO,NO,,
78-20-87-66,0696-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
78-20-87-66,0696-001-001,LARGE SCALE FARMER,NO,,
78-20-87-66,0696-001-001,RADIO,NO,,
78-20-87-66,0696-001-001,PUBLICATION,NO,,
78-20-87-66,0696-001-001,NEIGHBOUR,NO,,
78-20-87-66,0696-001-001,OTHER (SPECIFY),YES,NO,
60-53-18-73,0696-002-001,GOVERNMENT EXTENSION,NO,,
60-53-18-73,0696-002-001,NGO,NO,,
60-53-18-73,0696-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
60-53-18-73,0696-002-001,LARGE SCALE FARMER,NO,,
60-53-18-73,0696-002-001,RADIO,NO,,
60-53-18-73,0696-002-001,PUBLICATION,NO,,
60-53-18-73,0696-002-001,NEIGHBOUR,NO,,
60-53-18-73,0696-002-001,OTHER (SPECIFY),NO,,
96-88-18-26,0696-004-001,GOVERNMENT EXTENSION,NO,,
96-88-18-26,0696-004-001,NGO,NO,,
96-88-18-26,0696-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
96-88-18-26,0696-004-001,LARGE SCALE FARMER,NO,,
96-88-18-26,0696-004-001,RADIO,NO,,
96-88-18-26,0696-004-001,PUBLICATION,NO,,
96-88-18-26,0696-004-001,NEIGHBOUR,NO,,
96-88-18-26,0696-004-001,OTHER (SPECIFY),NO,,
54-36-89-43,0697-001-001,GOVERNMENT EXTENSION,YES,NO,
54-36-89-43,0697-001-001,NGO,NO,,
54-36-89-43,0697-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
54-36-89-43,0697-001-001,LARGE SCALE FARMER,NO,,
54-36-89-43,0697-001-001,RADIO,NO,,
54-36-89-43,0697-001-001,PUBLICATION,NO,,
54-36-89-43,0697-001-001,NEIGHBOUR,NO,,
54-36-89-43,0697-001-001,OTHER (SPECIFY),NO,,
71-47-26-16,0698-001-001,GOVERNMENT EXTENSION,NO,,
71-47-26-16,0698-001-001,NGO,NO,,
71-47-26-16,0698-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
71-47-26-16,0698-001-001,LARGE SCALE FARMER,NO,,
71-47-26-16,0698-001-001,RADIO,NO,,
71-47-26-16,0698-001-001,PUBLICATION,NO,,
71-47-26-16,0698-001-001,NEIGHBOUR,NO,,
71-47-26-16,0698-001-001,OTHER (SPECIFY),NO,,
84-43-61-13,0698-003-002,GOVERNMENT EXTENSION,NO,,
84-43-61-13,0698-003-002,NGO,NO,,
84-43-61-13,0698-003-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
84-43-61-13,0698-003-002,LARGE SCALE FARMER,NO,,
84-43-61-13,0698-003-002,RADIO,NO,,
84-43-61-13,0698-003-002,PUBLICATION,NO,,
84-43-61-13,0698-003-002,NEIGHBOUR,NO,,
84-43-61-13,0698-003-002,OTHER (SPECIFY),NO,,
04-80-76-28,0698-009-001,GOVERNMENT EXTENSION,NO,,
04-80-76-28,0698-009-001,NGO,NO,,
04-80-76-28,0698-009-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
04-80-76-28,0698-009-001,LARGE SCALE FARMER,NO,,
04-80-76-28,0698-009-001,RADIO,NO,,
04-80-76-28,0698-009-001,PUBLICATION,NO,,
04-80-76-28,0698-009-001,NEIGHBOUR,NO,,
04-80-76-28,0698-009-001,OTHER (SPECIFY),NO,,
17-83-92-95,0699-001-001,GOVERNMENT EXTENSION,,,
17-83-92-95,0699-001-001,NGO,,,
17-83-92-95,0699-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
17-83-92-95,0699-001-001,LARGE SCALE FARMER,,,
17-83-92-95,0699-001-001,RADIO,,,
17-83-92-95,0699-001-001,PUBLICATION,,,
17-83-92-95,0699-001-001,NEIGHBOUR,,,
17-83-92-95,0699-001-001,OTHER (SPECIFY),,,
10-70-45-48,0700-001-001,GOVERNMENT EXTENSION,NO,,
10-70-45-48,0700-001-001,NGO,NO,,
10-70-45-48,0700-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
10-70-45-48,0700-001-001,LARGE SCALE FARMER,NO,,
10-70-45-48,0700-001-001,RADIO,NO,,
10-70-45-48,0700-001-001,PUBLICATION,NO,,
10-70-45-48,0700-001-001,NEIGHBOUR,NO,,
10-70-45-48,0700-001-001,OTHER (SPECIFY),NO,,
42-34-18-97,0701-003-001,GOVERNMENT EXTENSION,,,
42-34-18-97,0701-003-001,NGO,,,
42-34-18-97,0701-003-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
42-34-18-97,0701-003-001,LARGE SCALE FARMER,,,
42-34-18-97,0701-003-001,RADIO,,,
42-34-18-97,0701-003-001,PUBLICATION,,,
42-34-18-97,0701-003-001,NEIGHBOUR,,,
42-34-18-97,0701-003-001,OTHER (SPECIFY),,,
72-19-56-08,0702-001-001,GOVERNMENT EXTENSION,,,
72-19-56-08,0702-001-001,NGO,,,
72-19-56-08,0702-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
72-19-56-08,0702-001-001,LARGE SCALE FARMER,,,
72-19-56-08,0702-001-001,RADIO,,,
72-19-56-08,0702-001-001,PUBLICATION,,,
72-19-56-08,0702-001-001,NEIGHBOUR,,,
72-19-56-08,0702-001-001,OTHER (SPECIFY),,,
08-00-32-44,0703-001-001,GOVERNMENT EXTENSION,,,
08-00-32-44,0703-001-001,NGO,,,
08-00-32-44,0703-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
08-00-32-44,0703-001-001,LARGE SCALE FARMER,,,
08-00-32-44,0703-001-001,RADIO,,,
08-00-32-44,0703-001-001,PUBLICATION,,,
08-00-32-44,0703-001-001,NEIGHBOUR,,,
08-00-32-44,0703-001-001,OTHER (SPECIFY),,,
44-09-39-44,0705-002-001,GOVERNMENT EXTENSION,,,
44-09-39-44,0705-002-001,NGO,,,
44-09-39-44,0705-002-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
44-09-39-44,0705-002-001,LARGE SCALE FARMER,,,
44-09-39-44,0705-002-001,RADIO,,,
44-09-39-44,0705-002-001,PUBLICATION,,,
44-09-39-44,0705-002-001,NEIGHBOUR,,,
44-09-39-44,0705-002-001,OTHER (SPECIFY),,,
91-91-85-71,0706-002-001,GOVERNMENT EXTENSION,NO,,
91-91-85-71,0706-002-001,NGO,NO,,
91-91-85-71,0706-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
91-91-85-71,0706-002-001,LARGE SCALE FARMER,NO,,
91-91-85-71,0706-002-001,RADIO,NO,,
91-91-85-71,0706-002-001,PUBLICATION,NO,,
91-91-85-71,0706-002-001,NEIGHBOUR,NO,,
91-91-85-71,0706-002-001,OTHER (SPECIFY),NO,,
08-56-40-01,0707-001-001,GOVERNMENT EXTENSION,NO,,
08-56-40-01,0707-001-001,NGO,NO,,
08-56-40-01,0707-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
08-56-40-01,0707-001-001,LARGE SCALE FARMER,NO,,
08-56-40-01,0707-001-001,RADIO,NO,,
08-56-40-01,0707-001-001,PUBLICATION,NO,,
08-56-40-01,0707-001-001,NEIGHBOUR,YES,NO,
08-56-40-01,0707-001-001,OTHER (SPECIFY),NO,,
01-47-09-22,0707-001-003,GOVERNMENT EXTENSION,,,
01-47-09-22,0707-001-003,NGO,,,
01-47-09-22,0707-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
01-47-09-22,0707-001-003,LARGE SCALE FARMER,,,
01-47-09-22,0707-001-003,RADIO,,,
01-47-09-22,0707-001-003,PUBLICATION,,,
01-47-09-22,0707-001-003,NEIGHBOUR,,,
01-47-09-22,0707-001-003,OTHER (SPECIFY),,,
62-92-31-44,0707-002-001,GOVERNMENT EXTENSION,,,
62-92-31-44,0707-002-001,NGO,,,
62-92-31-44,0707-002-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
62-92-31-44,0707-002-001,LARGE SCALE FARMER,,,
62-92-31-44,0707-002-001,RADIO,,,
62-92-31-44,0707-002-001,PUBLICATION,,,
62-92-31-44,0707-002-001,NEIGHBOUR,,,
62-92-31-44,0707-002-001,OTHER (SPECIFY),,,
08-63-44-83,0708-002-001,GOVERNMENT EXTENSION,NO,,
08-63-44-83,0708-002-001,NGO,NO,,
08-63-44-83,0708-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
08-63-44-83,0708-002-001,LARGE SCALE FARMER,NO,,
08-63-44-83,0708-002-001,RADIO,NO,,
08-63-44-83,0708-002-001,PUBLICATION,NO,,
08-63-44-83,0708-002-001,NEIGHBOUR,YES,NO,
08-63-44-83,0708-002-001,OTHER (SPECIFY),NO,,
93-58-10-12,0709-001-001,GOVERNMENT EXTENSION,NO,,
93-58-10-12,0709-001-001,NGO,NO,,
93-58-10-12,0709-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
93-58-10-12,0709-001-001,LARGE SCALE FARMER,NO,,
93-58-10-12,0709-001-001,RADIO,NO,,
93-58-10-12,0709-001-001,PUBLICATION,NO,,
93-58-10-12,0709-001-001,NEIGHBOUR,NO,,
93-58-10-12,0709-001-001,OTHER (SPECIFY),NO,,
97-33-73-50,0709-001-002,GOVERNMENT EXTENSION,,,
97-33-73-50,0709-001-002,NGO,,,
97-33-73-50,0709-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
97-33-73-50,0709-001-002,LARGE SCALE FARMER,,,
97-33-73-50,0709-001-002,RADIO,,,
97-33-73-50,0709-001-002,PUBLICATION,,,
97-33-73-50,0709-001-002,NEIGHBOUR,,,
97-33-73-50,0709-001-002,OTHER (SPECIFY),,,
97-10-65-58,0710-001-001,GOVERNMENT EXTENSION,NO,,
97-10-65-58,0710-001-001,NGO,NO,,
97-10-65-58,0710-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
97-10-65-58,0710-001-001,LARGE SCALE FARMER,NO,,
97-10-65-58,0710-001-001,RADIO,YES,,
97-10-65-58,0710-001-001,PUBLICATION,NO,,
97-10-65-58,0710-001-001,NEIGHBOUR,YES,NO,
97-10-65-58,0710-001-001,OTHER (SPECIFY),NO,,
86-12-47-47,0710-003-001,GOVERNMENT EXTENSION,NO,,
86-12-47-47,0710-003-001,NGO,NO,,
86-12-47-47,0710-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
86-12-47-47,0710-003-001,LARGE SCALE FARMER,NO,,
86-12-47-47,0710-003-001,RADIO,YES,,
86-12-47-47,0710-003-001,PUBLICATION,NO,,
86-12-47-47,0710-003-001,NEIGHBOUR,NO,,
86-12-47-47,0710-003-001,OTHER (SPECIFY),NO,,
10-28-30-33,0710-003-003,GOVERNMENT EXTENSION,NO,,
10-28-30-33,0710-003-003,NGO,NO,,
10-28-30-33,0710-003-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
10-28-30-33,0710-003-003,LARGE SCALE FARMER,NO,,
10-28-30-33,0710-003-003,RADIO,NO,,
10-28-30-33,0710-003-003,PUBLICATION,NO,,
10-28-30-33,0710-003-003,NEIGHBOUR,NO,,
10-28-30-33,0710-003-003,OTHER (SPECIFY),NO,,
27-62-11-86,0710-004-001,GOVERNMENT EXTENSION,NO,,
27-62-11-86,0710-004-001,NGO,NO,,
27-62-11-86,0710-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
27-62-11-86,0710-004-001,LARGE SCALE FARMER,NO,,
27-62-11-86,0710-004-001,RADIO,NO,,
27-62-11-86,0710-004-001,PUBLICATION,NO,,
27-62-11-86,0710-004-001,NEIGHBOUR,YES,NO,
27-62-11-86,0710-004-001,OTHER (SPECIFY),NO,,
95-04-11-03,0711-001-003,GOVERNMENT EXTENSION,NO,,
95-04-11-03,0711-001-003,NGO,NO,,
95-04-11-03,0711-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
95-04-11-03,0711-001-003,LARGE SCALE FARMER,NO,,
95-04-11-03,0711-001-003,RADIO,NO,,
95-04-11-03,0711-001-003,PUBLICATION,NO,,
95-04-11-03,0711-001-003,NEIGHBOUR,YES,NO,
95-04-11-03,0711-001-003,OTHER (SPECIFY),NO,,
23-44-89-46,0714-001-002,GOVERNMENT EXTENSION,,,
23-44-89-46,0714-001-002,NGO,,,
23-44-89-46,0714-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
23-44-89-46,0714-001-002,LARGE SCALE FARMER,,,
23-44-89-46,0714-001-002,RADIO,,,
23-44-89-46,0714-001-002,PUBLICATION,,,
23-44-89-46,0714-001-002,NEIGHBOUR,,,
23-44-89-46,0714-001-002,OTHER (SPECIFY),,,
23-15-28-86,0715-001-001,GOVERNMENT EXTENSION,,,
23-15-28-86,0715-001-001,NGO,,,
23-15-28-86,0715-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
23-15-28-86,0715-001-001,LARGE SCALE FARMER,,,
23-15-28-86,0715-001-001,RADIO,,,
23-15-28-86,0715-001-001,PUBLICATION,,,
23-15-28-86,0715-001-001,NEIGHBOUR,,,
23-15-28-86,0715-001-001,OTHER (SPECIFY),,,
55-95-90-52,0715-004-001,GOVERNMENT EXTENSION,NO,,
55-95-90-52,0715-004-001,NGO,NO,,
55-95-90-52,0715-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
55-95-90-52,0715-004-001,LARGE SCALE FARMER,NO,,
55-95-90-52,0715-004-001,RADIO,YES,,
55-95-90-52,0715-004-001,PUBLICATION,NO,,
55-95-90-52,0715-004-001,NEIGHBOUR,NO,,
55-95-90-52,0715-004-001,OTHER (SPECIFY),NO,,
42-21-63-58,0717-001-001,GOVERNMENT EXTENSION,NO,,
42-21-63-58,0717-001-001,NGO,NO,,
42-21-63-58,0717-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
42-21-63-58,0717-001-001,LARGE SCALE FARMER,NO,,
42-21-63-58,0717-001-001,RADIO,NO,,
42-21-63-58,0717-001-001,PUBLICATION,NO,,
42-21-63-58,0717-001-001,NEIGHBOUR,NO,,
42-21-63-58,0717-001-001,OTHER (SPECIFY),NO,,
83-10-26-19,0718-001-001,GOVERNMENT EXTENSION,NO,,
83-10-26-19,0718-001-001,NGO,NO,,
83-10-26-19,0718-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
83-10-26-19,0718-001-001,LARGE SCALE FARMER,NO,,
83-10-26-19,0718-001-001,RADIO,NO,,
83-10-26-19,0718-001-001,PUBLICATION,NO,,
83-10-26-19,0718-001-001,NEIGHBOUR,YES,NO,
83-10-26-19,0718-001-001,OTHER (SPECIFY),NO,,
96-65-59-07,0718-003-001,GOVERNMENT EXTENSION,,,
96-65-59-07,0718-003-001,NGO,,,
96-65-59-07,0718-003-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
96-65-59-07,0718-003-001,LARGE SCALE FARMER,,,
96-65-59-07,0718-003-001,RADIO,,,
96-65-59-07,0718-003-001,PUBLICATION,,,
96-65-59-07,0718-003-001,NEIGHBOUR,,,
96-65-59-07,0718-003-001,OTHER (SPECIFY),,,
93-92-62-88,0718-010-001,GOVERNMENT EXTENSION,NO,,
93-92-62-88,0718-010-001,NGO,NO,,
93-92-62-88,0718-010-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
93-92-62-88,0718-010-001,LARGE SCALE FARMER,NO,,
93-92-62-88,0718-010-001,RADIO,NO,,
93-92-62-88,0718-010-001,PUBLICATION,NO,,
93-92-62-88,0718-010-001,NEIGHBOUR,YES,NO,
93-92-62-88,0718-010-001,OTHER (SPECIFY),NO,,
88-78-07-94,0719-001-001,GOVERNMENT EXTENSION,NO,,
88-78-07-94,0719-001-001,NGO,NO,,
88-78-07-94,0719-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
88-78-07-94,0719-001-001,LARGE SCALE FARMER,NO,,
88-78-07-94,0719-001-001,RADIO,NO,,
88-78-07-94,0719-001-001,PUBLICATION,NO,,
88-78-07-94,0719-001-001,NEIGHBOUR,YES,NO,
88-78-07-94,0719-001-001,OTHER (SPECIFY),NO,,
02-98-67-18,0720-001-001,GOVERNMENT EXTENSION,NO,,
02-98-67-18,0720-001-001,NGO,NO,,
02-98-67-18,0720-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
02-98-67-18,0720-001-001,LARGE SCALE FARMER,NO,,
02-98-67-18,0720-001-001,RADIO,NO,,
02-98-67-18,0720-001-001,PUBLICATION,NO,,
02-98-67-18,0720-001-001,NEIGHBOUR,NO,,
02-98-67-18,0720-001-001,OTHER (SPECIFY),NO,,
01-38-32-24,0720-001-011,GOVERNMENT EXTENSION,NO,,
01-38-32-24,0720-001-011,NGO,NO,,
01-38-32-24,0720-001-011,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
01-38-32-24,0720-001-011,LARGE SCALE FARMER,NO,,
01-38-32-24,0720-001-011,RADIO,NO,,
01-38-32-24,0720-001-011,PUBLICATION,NO,,
01-38-32-24,0720-001-011,NEIGHBOUR,YES,NO,
01-38-32-24,0720-001-011,OTHER (SPECIFY),NO,,
35-71-36-18,0720-010-001,GOVERNMENT EXTENSION,NO,,
35-71-36-18,0720-010-001,NGO,NO,,
35-71-36-18,0720-010-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
35-71-36-18,0720-010-001,LARGE SCALE FARMER,NO,,
35-71-36-18,0720-010-001,RADIO,NO,,
35-71-36-18,0720-010-001,PUBLICATION,NO,,
35-71-36-18,0720-010-001,NEIGHBOUR,NO,,
35-71-36-18,0720-010-001,OTHER (SPECIFY),NO,,
89-74-22-66,0720-010-006,GOVERNMENT EXTENSION,NO,,
89-74-22-66,0720-010-006,NGO,NO,,
89-74-22-66,0720-010-006,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
89-74-22-66,0720-010-006,LARGE SCALE FARMER,NO,,
89-74-22-66,0720-010-006,RADIO,NO,,
89-74-22-66,0720-010-006,PUBLICATION,NO,,
89-74-22-66,0720-010-006,NEIGHBOUR,NO,,
89-74-22-66,0720-010-006,OTHER (SPECIFY),NO,,
64-88-68-03,0720-015-001,GOVERNMENT EXTENSION,NO,,
64-88-68-03,0720-015-001,NGO,NO,,
64-88-68-03,0720-015-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
64-88-68-03,0720-015-001,LARGE SCALE FARMER,NO,,
64-88-68-03,0720-015-001,RADIO,NO,,
64-88-68-03,0720-015-001,PUBLICATION,NO,,
64-88-68-03,0720-015-001,NEIGHBOUR,YES,NO,
64-88-68-03,0720-015-001,OTHER (SPECIFY),NO,,
78-89-11-25,0720-015-003,GOVERNMENT EXTENSION,,,
78-89-11-25,0720-015-003,NGO,,,
78-89-11-25,0720-015-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
78-89-11-25,0720-015-003,LARGE SCALE FARMER,,,
78-89-11-25,0720-015-003,RADIO,,,
78-89-11-25,0720-015-003,PUBLICATION,,,
78-89-11-25,0720-015-003,NEIGHBOUR,,,
78-89-11-25,0720-015-003,OTHER (SPECIFY),,,
36-91-51-52,0720-015-004,GOVERNMENT EXTENSION,NO,,
36-91-51-52,0720-015-004,NGO,NO,,
36-91-51-52,0720-015-004,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
36-91-51-52,0720-015-004,LARGE SCALE FARMER,NO,,
36-91-51-52,0720-015-004,RADIO,NO,,
36-91-51-52,0720-015-004,PUBLICATION,NO,,
36-91-51-52,0720-015-004,NEIGHBOUR,YES,NO,
36-91-51-52,0720-015-004,OTHER (SPECIFY),NO,,
29-58-22-46,0721-002-001,GOVERNMENT EXTENSION,NO,,
29-58-22-46,0721-002-001,NGO,NO,,
29-58-22-46,0721-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
29-58-22-46,0721-002-001,LARGE SCALE FARMER,NO,,
29-58-22-46,0721-002-001,RADIO,NO,,
29-58-22-46,0721-002-001,PUBLICATION,NO,,
29-58-22-46,0721-002-001,NEIGHBOUR,NO,,
29-58-22-46,0721-002-001,OTHER (SPECIFY),NO,,
19-95-64-63,0722-001-001,GOVERNMENT EXTENSION,NO,,
19-95-64-63,0722-001-001,NGO,NO,,
19-95-64-63,0722-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
19-95-64-63,0722-001-001,LARGE SCALE FARMER,NO,,
19-95-64-63,0722-001-001,RADIO,NO,,
19-95-64-63,0722-001-001,PUBLICATION,NO,,
19-95-64-63,0722-001-001,NEIGHBOUR,NO,,
19-95-64-63,0722-001-001,OTHER (SPECIFY),NO,,
00-12-69-11,0723-001-001,GOVERNMENT EXTENSION,NO,,
00-12-69-11,0723-001-001,NGO,NO,,
00-12-69-11,0723-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
00-12-69-11,0723-001-001,LARGE SCALE FARMER,NO,,
00-12-69-11,0723-001-001,RADIO,NO,,
00-12-69-11,0723-001-001,PUBLICATION,NO,,
00-12-69-11,0723-001-001,NEIGHBOUR,NO,,
00-12-69-11,0723-001-001,OTHER (SPECIFY),NO,,
73-62-20-14,0724-001-001,GOVERNMENT EXTENSION,YES,NO,
73-62-20-14,0724-001-001,NGO,NO,,
73-62-20-14,0724-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
73-62-20-14,0724-001-001,LARGE SCALE FARMER,NO,,
73-62-20-14,0724-001-001,RADIO,NO,,
73-62-20-14,0724-001-001,PUBLICATION,NO,,
73-62-20-14,0724-001-001,NEIGHBOUR,NO,,
73-62-20-14,0724-001-001,OTHER (SPECIFY),NO,,
47-46-81-24,0724-002-001,GOVERNMENT EXTENSION,,,
47-46-81-24,0724-002-001,NGO,,,
47-46-81-24,0724-002-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
47-46-81-24,0724-002-001,LARGE SCALE FARMER,,,
47-46-81-24,0724-002-001,RADIO,,,
47-46-81-24,0724-002-001,PUBLICATION,,,
47-46-81-24,0724-002-001,NEIGHBOUR,,,
47-46-81-24,0724-002-001,OTHER (SPECIFY),,,
23-09-64-22,0725-001-001,GOVERNMENT EXTENSION,NO,,
23-09-64-22,0725-001-001,NGO,NO,,
23-09-64-22,0725-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
23-09-64-22,0725-001-001,LARGE SCALE FARMER,NO,,
23-09-64-22,0725-001-001,RADIO,NO,,
23-09-64-22,0725-001-001,PUBLICATION,NO,,
23-09-64-22,0725-001-001,NEIGHBOUR,NO,,
23-09-64-22,0725-001-001,OTHER (SPECIFY),NO,,
47-68-48-21,0725-004-001,GOVERNMENT EXTENSION,,,
47-68-48-21,0725-004-001,NGO,,,
47-68-48-21,0725-004-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
47-68-48-21,0725-004-001,LARGE SCALE FARMER,,,
47-68-48-21,0725-004-001,RADIO,,,
47-68-48-21,0725-004-001,PUBLICATION,,,
47-68-48-21,0725-004-001,NEIGHBOUR,,,
47-68-48-21,0725-004-001,OTHER (SPECIFY),,,
83-43-91-36,0726-001-001,GOVERNMENT EXTENSION,NO,,
83-43-91-36,0726-001-001,NGO,NO,,
83-43-91-36,0726-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
83-43-91-36,0726-001-001,LARGE SCALE FARMER,NO,,
83-43-91-36,0726-001-001,RADIO,NO,,
83-43-91-36,0726-001-001,PUBLICATION,NO,,
83-43-91-36,0726-001-001,NEIGHBOUR,YES,NO,
83-43-91-36,0726-001-001,OTHER (SPECIFY),NO,,
52-19-00-24,0726-004-001,GOVERNMENT EXTENSION,NO,,
52-19-00-24,0726-004-001,NGO,NO,,
52-19-00-24,0726-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
52-19-00-24,0726-004-001,LARGE SCALE FARMER,NO,,
52-19-00-24,0726-004-001,RADIO,NO,,
52-19-00-24,0726-004-001,PUBLICATION,NO,,
52-19-00-24,0726-004-001,NEIGHBOUR,NO,,
52-19-00-24,0726-004-001,OTHER (SPECIFY),NO,,
72-19-77-76,0726-004-006,GOVERNMENT EXTENSION,,,
72-19-77-76,0726-004-006,NGO,,,
72-19-77-76,0726-004-006,COOPERATIVE/FARMER'S ASSOCIATION,,,
72-19-77-76,0726-004-006,LARGE SCALE FARMER,,,
72-19-77-76,0726-004-006,RADIO,,,
72-19-77-76,0726-004-006,PUBLICATION,,,
72-19-77-76,0726-004-006,NEIGHBOUR,,,
72-19-77-76,0726-004-006,OTHER (SPECIFY),,,
71-44-85-61,0727-001-001,GOVERNMENT EXTENSION,NO,,
71-44-85-61,0727-001-001,NGO,NO,,
71-44-85-61,0727-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
71-44-85-61,0727-001-001,LARGE SCALE FARMER,NO,,
71-44-85-61,0727-001-001,RADIO,YES,,
71-44-85-61,0727-001-001,PUBLICATION,NO,,
71-44-85-61,0727-001-001,NEIGHBOUR,NO,,
71-44-85-61,0727-001-001,OTHER (SPECIFY),NO,,
87-68-89-36,0729-001-002,GOVERNMENT EXTENSION,NO,,
87-68-89-36,0729-001-002,NGO,NO,,
87-68-89-36,0729-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
87-68-89-36,0729-001-002,LARGE SCALE FARMER,NO,,
87-68-89-36,0729-001-002,RADIO,NO,,
87-68-89-36,0729-001-002,PUBLICATION,NO,,
87-68-89-36,0729-001-002,NEIGHBOUR,YES,NO,
87-68-89-36,0729-001-002,OTHER (SPECIFY),NO,,
53-00-35-57,0729-003-001,GOVERNMENT EXTENSION,NO,,
53-00-35-57,0729-003-001,NGO,NO,,
53-00-35-57,0729-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
53-00-35-57,0729-003-001,LARGE SCALE FARMER,NO,,
53-00-35-57,0729-003-001,RADIO,YES,,
53-00-35-57,0729-003-001,PUBLICATION,NO,,
53-00-35-57,0729-003-001,NEIGHBOUR,NO,,
53-00-35-57,0729-003-001,OTHER (SPECIFY),NO,,
70-01-13-20,0729-004-001,GOVERNMENT EXTENSION,,,
70-01-13-20,0729-004-001,NGO,,,
70-01-13-20,0729-004-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
70-01-13-20,0729-004-001,LARGE SCALE FARMER,,,
70-01-13-20,0729-004-001,RADIO,,,
70-01-13-20,0729-004-001,PUBLICATION,,,
70-01-13-20,0729-004-001,NEIGHBOUR,,,
70-01-13-20,0729-004-001,OTHER (SPECIFY),,,
41-67-65-60,0731-001-001,GOVERNMENT EXTENSION,NO,,
41-67-65-60,0731-001-001,NGO,NO,,
41-67-65-60,0731-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
41-67-65-60,0731-001-001,LARGE SCALE FARMER,NO,,
41-67-65-60,0731-001-001,RADIO,NO,,
41-67-65-60,0731-001-001,PUBLICATION,NO,,
41-67-65-60,0731-001-001,NEIGHBOUR,NO,,
41-67-65-60,0731-001-001,OTHER (SPECIFY),NO,,
93-89-30-03,0731-001-003,GOVERNMENT EXTENSION,NO,,
93-89-30-03,0731-001-003,NGO,NO,,
93-89-30-03,0731-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
93-89-30-03,0731-001-003,LARGE SCALE FARMER,NO,,
93-89-30-03,0731-001-003,RADIO,NO,,
93-89-30-03,0731-001-003,PUBLICATION,NO,,
93-89-30-03,0731-001-003,NEIGHBOUR,NO,,
93-89-30-03,0731-001-003,OTHER (SPECIFY),NO,,
59-42-39-17,0732-001-001,GOVERNMENT EXTENSION,NO,,
59-42-39-17,0732-001-001,NGO,NO,,
59-42-39-17,0732-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
59-42-39-17,0732-001-001,LARGE SCALE FARMER,NO,,
59-42-39-17,0732-001-001,RADIO,NO,,
