interview__key,sdd_hhid,hh_n01a,enterprise_id,hh_n02_2,hh_n02_3a,hh_n02_3,hh_n03_1,hh_n03_2,hh_n03_3,hh_n03_4,hh_n03_5,hh_n03_6,hh_n04a,hh_n04b,hh_n04_1,hh_n04_2,hh_n04_3,hh_n05_1,hh_n05_2,hh_n06,hh_n07_1,hh_n07_2,hh_n08_1,hh_n08_2,hh_n08_3,hh_n09_1,hh_n09_2,hh_n10,hh_n11,hh_n12,hh_n13_1,hh_n13_2,hh_n14_1,hh_n14_2,hh_n15,hh_n16,hh_n17,hh_n18,hh_n19,hh_n20,hh_n21_1,hh_n21_2,hh_n21_3,hh_n21_4
07-29-77-96,0620-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-77-78-43,0621-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-17-39-29,0621-003-001,YES,1,BIASHARA YA MBOGAMBOGA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,3,0,LOAN FROM FAMILY/FRIENDS,OWN SAVINGS,,FINAL CONSUMERS,,5000,0,0,WEEK,105000,WEEK,49000,0,0,0,0,9,200000,NO,NO,NO,NO
07-54-46-36,0622-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-37-55-41,0623-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-42-88-19,0623-001-004,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-47-51-83,0624-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-63-30-10,0626-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-07-34-90,0626-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-79-04-32,0626-001-004,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-47-63-62,0627-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-59-89-77,0627-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92-54-51-07,0628-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-90-65-56,0628-003-001,YES,1,KUBEBA ABIRIA NA MIZIGO KWA BAISKELI,Transportation and storage,OTHER LAND TRANSPORT,2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,1,3,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,80000,0,0,MONTH,100000,MONTH,70000,0,0,0,0,12,70000,NO,NO,NO,NO
84-70-52-23,0628-003-003,YES,1,BIASHARA YA KUKU,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,6,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,5000,0,40000,MONTH,230000,MONTH,100000,0,0,0,0,12,100000,NO,NO,NO,NO
31-16-19-07,0628-005-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67-85-46-72,0629-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-42-46-81,0630-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-73-64-62,0631-001-001,YES,1,KUTENGENEZA POMBE YA KIENYEJI NA KUUZA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,2,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,24000,0,0,MONTH,70000,MONTH,30000,0,0,40000,0,2,30000,NO,NO,NO,NO
04-35-19-17,0631-008-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-80-06-17,0632-001-001,YES,1,BIASHARA YA GENGE,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,2,2,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,20000,0,60000,MONTH,40000,MONTH,8000,0,0,0,0,12,8000,NO,NO,NO,NO
23-99-80-91,0632-003-001,YES,1,BIASHARA YA DUKA LA BIDHAA ZA NYUMBANI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","WHOLESALE TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,2,,,,,2,,2,YES,,1,2,FIXED STALL/ KIOSK - STREET,1,3,SALE OF ASSETS OWNED,,,FINAL CONSUMERS,,100000,0,900000,MONTH,2000000,MONTH,450000,0,0,0,0,12,400000,NO,NO,YES,NO
23-99-80-91,0632-003-001,YES,2,BIASHARA YA BODABODA,Transportation and storage,OTHER PASSENGER LAND TRANSPORT,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,2,0,SALE OF ASSETS OWNED,,,FINAL CONSUMERS,,1800000,0,0,MONTH,600000,MONTH,270000,0,0,0,330000,12,270000,NO,YES,YES,NO
71-48-30-75,0632-004-001,YES,1,DUKA LA REJEREJA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE IN NON-SPECIALIZED STORES,1,3,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,1,3,PROCEEDS FROM NON-AG BUSINESS,OWN SAVINGS,,FINAL CONSUMERS,,150000,0,400000,WEEK,140000,WEEK,35000,0,0,400000,0,11,140000,NO,NO,YES,NO
71-48-30-75,0632-004-001,YES,2,BODABODA,Transportation and storage,OTHER LAND TRANSPORT,1,2,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,0,6,OWN SAVINGS,,,FINAL CONSUMERS,,2000000,0,0,WEEK,96000,WEEK,40000,0,0,180000,0,6,200000,NO,NO,NO,NO
23-49-04-65,0633-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-75-74-97,0633-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-41-80-91,0633-011-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-41-43-15,0634-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-76-09-45,0634-007-001,YES,1,BIASHARA YA MAHINDI YA KUCHOMA NA KUCHEMSHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-92-52-64,0636-001-001,YES,1,BIASHARA YA MBOGAMBOGA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,2,,,,,1,2,1,YES,,1,,NO FIXED LOCATION/MOBILE,2,2,OWN SAVINGS,,,FINAL CONSUMERS,,2000,0,0,WEEK,50000,WEEK,20000,0,0,0,0,10,80000,NO,NO,NO,NO
25-15-56-96,0637-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-69-90,0638-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-55-01-46,0639-007-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-58-62-92,0639-007-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-68-21-86,0640-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-65-77-41,0641-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-52-63-04,0642-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-97-87-20,0642-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-94-42-33,0642-001-004,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-16-28-77,0642-001-006,YES,1,UENDESHAJI PIKIPIKI,Transportation and storage,OTHER PASSENGER LAND TRANSPORT,1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,5,0,LOAN FROM MONEY LENDER,,,FINAL CONSUMERS,,3300000,0,0,WEEK,60000,WEEK,30000,0,0,0,80000,12,40000,NO,NO,YES,NO
96-16-28-77,0642-001-006,YES,2,USHONAJI NGUO,Manufacturing,MANUFACTURE OF WEARING APPAREL,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,3,6,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,155000,0,0,MONTH,12000,MONTH,12000,0,0,0,0,6,10000,NO,NO,NO,NO
04-94-12-79,0642-001-009,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-53-11-55,0643-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-96-87-35,0643-001-004,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-72-53-25,0644-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-29-04-76,0645-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-88-93-76,0645-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-16-13-84,0646-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-60-06-64,0646-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-40-27-79,0647-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-85-24-94,0648-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-84-09-10,0649-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-45-78-14,0651-001-001,YES,1,DEREVA PIKIPIKI,Transportation and storage,URBAN AND SUBURBAN PASSENGER LAND TRANSPORT,2,,,,,,2,,3,NO,NOT AVAILABLE DURING TIME IN EA,2,,NO FIXED LOCATION/MOBILE,1,0,NON-AGRICULTURAL CREDIT,,,FINAL CONSUMERS,,1500000,0,0,WEEK,20000,WEEK,15000,0,0,0,20000,8,50000,NO,NO,YES,NO
21-41-45-56,0652-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-47-82-69,0652-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-30-83-19,0653-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-93-81-17,0654-001-001,YES,1,KUUZA KUNI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",3,,,,,,3,,3,YES,,3,,CLIENT'S/EMPLOYER'S HOUSE,2,2,NO START-UP COST,,,FINAL CONSUMERS,,0,0,4000,MONTH,16000,MONTH,16000,0,0,0,0,12,20000,NO,NO,NO,NO
70-81-65-41,0654-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-25-55-05,0654-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-17-73-10,0655-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-08-66-74,0657-001-001,YES,1,KUUZA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE IN NON-SPECIALIZED STORES,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,0,6,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,500,0,6500,WEEK,66000,WEEK,4000,0,0,0,0,6,16000,NO,NO,NO,NO
80-11-06-01,0658-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-98-49-23,0658-001-002,YES,1,KUNUNUA SAMAKI NA KUUZA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","WHOLESALE TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,6,GIFT FROM FAMILY/FRIENDS,,,SMALL BUSINESS,,25000,0,0,MONTH,1200000,MONTH,300000,0,0,0,0,6,300000,NO,NO,NO,NO
55-09-04-44,0658-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-56-07-13,0661-002-001,YES,1,KUBEBA ABIRIA( BODABODA),Transportation and storage,OTHER PASSENGER LAND TRANSPORT,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,2,0,OWN SAVINGS,,,FINAL CONSUMERS,,1300000,0,0,MONTH,450000,MONTH,400000,0,0,0,50000,12,300000,NO,YES,NO,YES
51-15-35-70,0662-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-98-23-75,0662-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-37-19-93,0662-002-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-94-37-74,0663-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66-20-63-52,0663-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69-75-97-36,0663-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-21-74-76,0664-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-72-44-58,0665-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-47-56-63,0666-001-001,YES,1,KUKUSANYA NA KUUZA NYASI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,20,0,NO START-UP COST,,,FINAL CONSUMERS,,0,0,0,MONTH,36000,MONTH,36000,0,0,0,0,1,40000,NO,NO,NO,NO
65-31-48-21,0666-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-55-31-90,0667-001-001,YES,1,DUKA LA NGUO,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,NO,NOT AVAILABLE DURING TIME IN EA,1,,PERMANENT BLDG. OTHER THAN HOME,8,7,LOAN FROM SACCOS,,,FINAL CONSUMERS,,910000,0,4000000,MONTH,3300000,MONTH,423000,0,0,0,73000,8,7,NO,YES,YES,NO
20-29-28-71,0668-001-001,YES,1,BIASHARA  YA GENGE,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,7,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,100000,0,50000,MONTH,100000,MONTH,20000,0,0,0,0,7,20000,NO,NO,NO,NO
20-29-28-71,0668-001-001,YES,2,BIASHARA YA MPESA,Financial and insurance activities,ACTIVITIES AUXILIARY TO FINANCIAL SERVICE AND INSURANCE ACTIVITIES,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,2,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,100000,0,0,MONTH,500000,MONTH,75000,0,0,0,0,12,75000,NO,YES,NO,NO
20-29-28-71,0668-001-001,YES,3,BIASHARA YA GROCERY,Accommodation and food service activities,BEVERAGE SERVING ACTIVITIES,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,6,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,100000,0,50000,MONTH,68000,MONTH,10000,0,0,0,0,6,10000,NO,NO,NO,NO
56-93-51-26,0668-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67-65-05-37,0668-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-81-55-22,0669-001-001,YES,1,KUSHONA NGUO,Manufacturing,MANUFACTURE OF TEXTILES,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,3,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,250000,0,0,MONTH,55000,MONTH,40000,0,0,15000,0,12,50000,NO,NO,NO,NO
01-21-40-66,0671-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-25-66-63,0671-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-38-25-42,0672-001-001,YES,1,BIASHARA  YA DUKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,2,,,,,1,2,2,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,5,SALE OF ASSETS OWNED,,,FINAL CONSUMERS,,0,0,0,MONTH,30000,MONTH,10000,0,0,0,0,5,10000,NO,NO,NO,NO
28-61-27-79,0674-001-001,YES,1,BIASHARA YA SAMAKI WAKAVU,Accommodation and food service activities,EVENT CATERING AND OTHER FOOD SERVICE ACTIVITIES,1,2,,,,,1,2,1,YES,,1,2,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,10,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,50000,0,0,WEEK,240000,WEEK,34000,0,0,600000,200000,10,136000,NO,NO,NO,NO
31-50-67-22,0675-001-001,YES,1,BODABODA,Transportation and storage,OTHER PASSENGER LAND TRANSPORT,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,8,0,LOAN FROM MONEY LENDER,,,FINAL CONSUMERS,,1000000,0,0,WEEK,85000,WEEK,50000,0,0,140000,0,12,200000,NO,YES,NO,NO
22-28-71-98,0675-001-004,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-42-77-74,0676-001-001,YES,1,BIASHARA YA DUKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE IN NON-SPECIALIZED STORES,1,2,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,6,0,OWN SAVINGS,,,FINAL CONSUMERS,,3000000,0,1000000,MONTH,700000,MONTH,250000,0,0,0,10000,12,230000,NO,YES,NO,NO
36-42-77-74,0676-001-001,YES,2,BIASHARA YA DUKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE IN NON-SPECIALIZED STORES,2,,,,,,2,,2,YES,,2,,PERMANENT BLDG. OTHER THAN HOME,5,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,650000,0,900000,WEEK,150000,WEEK,40000,0,0,0,0,12,150000,NO,YES,NO,NO
71-23-90-01,0677-001-001,YES,1,BIASHARA YA KUTENGENEZA NA KUUZA SIAGI YA KARANGA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,1,,1,YES,,1,,FIXED STALL/KIOSK - IN MARKET,3,4,GIFT FROM FAMILY/FRIENDS,NON-AGRICULTURAL CREDIT,,FINAL CONSUMERS,SMALL BUSINESS,1190000,400000,0,WEEK,450000,MONTH,150000,2,120000,175000,5000,8,150000,NO,NO,YES,NO
19-05-54-21,0678-001-001,YES,1,BIASHARA YA MBOGA ZA  MAJANI,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,1,,,,,,1,,1,YES,,1,,FIXED STALL/KIOSK - IN MARKET,21,6,OWN SAVINGS,,,FINAL CONSUMERS,,20000,0,4000,MONTH,130000,MONTH,80000,0,0,50000,0,12,85000,NO,NO,NO,NO
06-03-24-91,0678-001-002,YES,1,FUNDI KUSHONA NGUO,Manufacturing,MANUFACTURE OF TEXTILES,2,,,,,,2,,2,YES,,2,,STRUCTURE ATTACHED TO /OUTSIDE OWN OR BUS. PARTNER'S HOUSE,9,4,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,400000,60000,340000,MONTH,480000,MONTH,250000,0,0,200000,30000,12,300000,NO,YES,YES,NO
53-82-24-71,0679-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-36-87-78,0680-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-00-57-86,0681-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-66-73-80,0682-001-002,YES,1,DUKA LA NGUO,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,,,,,,1,,1,YES,,1,,FIXED STALL/ KIOSK - STREET,1,8,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,250000,0,3500000,MONTH,1800000,MONTH,600000,0,0,0,80000,12,550000,NO,YES,NO,NO
57-93-70-27,0683-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-79-28-80,0683-001-009,YES,1,KUUZA MAANDAZI,Accommodation and food service activities,FOOD AND BEVERAGE SERVICE ACTIVITIES,2,,,,,,2,,1,NO,NOT AVAILABLE DURING TIME IN EA,2,,OTHER TEMPORARY STRUCTURE,1,0,OWN SAVINGS,,,FINAL CONSUMERS,,8000,0,0,MONTH,0,MONTH,0,0,0,0,0,8,70000,NO,NO,NO,NO
81-82-35-91,0683-002-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-61-49-52,0684-001-002,YES,1,FUNDI  UJENZI,Construction,CONSTRUCTION OF BUILDINGS,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,8,9,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,20000,0,0,MONTH,95000,MONTH,80000,1,15000,0,0,5,100000,NO,NO,NO,NO
34-20-14-19,0684-001-004,YES,1,KUUZA NAFAKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",2,,,,,,2,,2,YES,,2,,PERMANENT BLDG. OTHER THAN HOME,0,6,OWN SAVINGS,,,FINAL CONSUMERS,SMALL BUSINESS,600000,0,1500000,MONTH,1200000,MONTH,200000,1,80000,910000,10000,6,200000,NO,YES,NO,NO
61-41-06-82,0684-005-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-07-47-27,0684-005-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-48-68-26,0685-001-001,YES,1,KUNUNUA NA KUUZA SAMAKI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,2,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,15000,0,0,MONTH,28000,MONTH,12000,0,0,0,0,5,15000,NO,NO,NO,NO
70-12-37-49,0686-001-001,YES,1,DUKA LA VYAKULA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,0,10,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,3200000,0,200000,MONTH,1590000,MONTH,350000,0,0,1200000,40000,10,300000,NO,NO,NO,NO
92-90-26-11,0687-001-001,YES,1,KUSHONA SWETA,Manufacturing,MANUFACTURE OF WEARING APPAREL,1,2,,,,,1,2,1,YES,,1,2,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,6,9,LOAN FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,SMALL BUSINESS,650000,250000,280000,MONTH,250000,MONTH,120000,0,0,130000,0,12,150000,NO,NO,NO,NO
60-98-45-79,0687-001-004,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-48-13-81,0687-006-001,YES,1,KUUZA DAGAA,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,0,5,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,5500,0,0,MONTH,102000,WEEK,60000,0,0,0,0,5,60000,NO,NO,NO,NO
04-78-48-50,0687-006-002,YES,1,KUUZA CHAKULA(MAMA NITILIE),Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,OTHER (SPECIFY),0,1,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,480000,0,0,WEEK,200000,WEEK,60000,1,32000,0,90000,1,90000,NO,NO,NO,NO
56-57-53-73,0688-001-001,YES,1,BODABODA,Transportation and storage,URBAN AND SUBURBAN PASSENGER LAND TRANSPORT,1,,,,,,1,,1,YES,,1,2,NO FIXED LOCATION/MOBILE,3,4,OWN SAVINGS,PROCEEDS FROM NON-AG BUSINESS,,FINAL CONSUMERS,,1800000,0,0,MONTH,450000,MONTH,410000,0,0,0,40000,12,450000,NO,NO,NO,NO
23-06-93-51,0689-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
