interview__key,sdd_hhid,sdd_indid,asset_id,hh_g201,asset_no,hh_g202,hh_g203,hh_g204,hh_g205,hh_g206_1,hh_g206_2,hh_g206_3,hh_g207,hh_g208a,hh_g208b,hh_g209_1,hh_g209_2,hh_g209_3,hh_g210a,hh_g210b,hh_g211,hh_g212,hh_g213,hh_g214_1,hh_g214_2,hh_g214_3
99-85-97-80,0242-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,150000,NO,,,,
99-85-97-80,0242-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
99-85-97-80,0242-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
99-85-97-80,0242-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
99-85-97-80,0242-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
05-26-99-01,0243-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
05-26-99-01,0243-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
05-26-99-01,0243-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
05-26-99-01,0243-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
05-26-99-01,0243-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
21-44-88-45,0244-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
21-44-88-45,0244-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
21-44-88-45,0244-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
21-44-88-45,0244-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
21-44-88-45,0244-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
21-44-88-45,0244-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
21-44-88-45,0244-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,REFUSE TO ANSWER,NO,,,,
21-44-88-45,0244-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
21-44-88-45,0244-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
21-44-88-45,0244-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
42-03-35-97,0247-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
42-03-35-97,0247-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
42-03-35-97,0247-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
42-03-35-97,0247-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
42-03-35-97,0247-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
42-03-35-97,0247-001-001,5,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
42-03-35-97,0247-001-001,5,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,5,,,0,0,360000,YES,NO,3,6,
42-03-35-97,0247-001-001,5,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
42-03-35-97,0247-001-001,5,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
42-03-35-97,0247-001-001,5,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
11-56-64-74,0254-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
11-56-64-74,0254-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
11-56-64-74,0254-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
11-56-64-74,0254-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
11-56-64-74,0254-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
11-56-64-74,0254-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
11-56-64-74,0254-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,500000,NO,,,,
11-56-64-74,0254-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
11-56-64-74,0254-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
11-56-64-74,0254-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
56-73-22-28,0257-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
56-73-22-28,0257-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
56-73-22-28,0257-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
56-73-22-28,0257-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
56-73-22-28,0257-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
35-64-91-26,0261-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
35-64-91-26,0261-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
35-64-91-26,0261-001-001,1,MICROFINANCE ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
35-64-91-26,0261-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
35-64-91-26,0261-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
89-92-90-61,0263-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
89-92-90-61,0263-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
89-92-90-61,0263-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
89-92-90-61,0263-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
89-92-90-61,0263-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
89-92-90-61,0263-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
89-92-90-61,0263-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,430000,NO,,,,
89-92-90-61,0263-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
89-92-90-61,0263-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
89-92-90-61,0263-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
56-07-21-94,0267-001-003,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
56-07-21-94,0267-001-003,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,20000,NO,,,,
56-07-21-94,0267-001-003,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
56-07-21-94,0267-001-003,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
56-07-21-94,0267-001-003,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
45-28-40-86,0267-001-006,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
45-28-40-86,0267-001-006,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,12000,NO,,,,
45-28-40-86,0267-001-006,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,10000,NO,,,,
45-28-40-86,0267-001-006,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
45-28-40-86,0267-001-006,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
45-28-40-86,0267-001-006,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
13-53-55-54,0270-002-001,3,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
13-53-55-54,0270-002-001,3,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,3,,,0,0,REFUSE TO ANSWER,NO,,,,
13-53-55-54,0270-002-001,3,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
13-53-55-54,0270-002-001,3,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
13-53-55-54,0270-002-001,3,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,25000,NO,,,,
57-34-89-32,0273-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
23-05-27-92,0279-006-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
23-05-27-92,0279-006-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
23-05-27-92,0279-006-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
23-05-27-92,0279-006-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
23-05-27-92,0279-006-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,30000,NO,,,,
53-31-80-18,0280-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
74-35-04-61,0285-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
84-51-41-53,0288-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,YES,YES,,,
82-39-62-03,0291-001-005,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,YES,YES,,,
61-96-62-14,0298-006-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,0,NO,,,,
61-96-62-14,0298-006-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,4,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,4,,,0,0,0,YES,YES,,,
61-96-62-14,0298-006-001,4,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,4,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,4,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,4,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
01-12-50-30,0298-006-004,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
01-12-50-30,0298-006-004,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
01-12-50-30,0298-006-004,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
01-12-50-30,0298-006-004,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
01-12-50-30,0298-006-004,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
81-68-55-28,0298-006-006,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
81-68-55-28,0298-006-006,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,2,0,0,NO,,,,
81-68-55-28,0298-006-006,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,2,0,0,NO,,,,
81-68-55-28,0298-006-006,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
81-68-55-28,0298-006-006,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
81-68-55-28,0298-006-006,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
21-51-87-14,0301-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
21-51-87-14,0301-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,20000,NO,,,,
21-51-87-14,0301-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
21-51-87-14,0301-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
21-51-87-14,0301-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
30-98-65-42,0302-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
30-98-65-42,0302-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,25000,NO,,,,
30-98-65-42,0302-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
30-98-65-42,0302-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
30-98-65-42,0302-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,10000,YES,NO,2,3,
80-51-24-60,0307-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
55-61-56-57,0311-002-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,200000,NO,,,,
55-61-56-57,0311-002-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
55-61-56-57,0311-002-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
55-61-56-57,0311-002-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
55-61-56-57,0311-002-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
22-19-05-49,0313-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
22-19-05-49,0313-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
22-19-05-49,0313-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
22-19-05-49,0313-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
22-19-05-49,0313-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
61-15-16-96,0314-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
61-15-16-96,0314-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
61-15-16-96,0314-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
61-15-16-96,0314-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
61-15-16-96,0314-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
66-32-50-84,0314-001-005,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,0,NO,,,,
66-32-50-84,0314-001-005,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
66-32-50-84,0314-001-005,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
66-32-50-84,0314-001-005,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
66-32-50-84,0314-001-005,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
70-01-42-10,0319-002-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,4,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,4,,,0,0,0,NO,,,,
70-01-42-10,0319-002-001,4,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,4,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,4,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,4,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
62-23-66-59,0332-004-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
62-23-66-59,0332-004-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,10000,NO,,,,
62-23-66-59,0332-004-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
62-23-66-59,0332-004-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
62-23-66-59,0332-004-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
90-12-94-91,0335-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
90-12-94-91,0335-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
90-12-94-91,0335-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
90-12-94-91,0335-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
90-12-94-91,0335-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
58-48-25-77,0339-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
