interview__key,sdd_hhid,lvstckid,lf03_01,lf03_02_1,lf03_02_2,lf03_02_3,lf03_02_4,lf03_03,lf03_04,lf03_05_1,lf03_05_2,lf03_05_3,lf03_05_4,lf03_06,lf03_07,lf03_08,lf03_09,lf03_10,lf03_11,lf03_12,lf03_13,lf03_14
73-60-06-64,0646-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
73-60-06-64,0646-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
73-60-06-64,0646-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
73-60-06-64,0646-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
73-60-06-64,0646-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
73-60-06-64,0646-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
57-40-27-79,0647-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
57-40-27-79,0647-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
57-40-27-79,0647-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
57-40-27-79,0647-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
57-40-27-79,0647-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
57-40-27-79,0647-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
32-85-24-94,0648-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
32-85-24-94,0648-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,NO,,NO,,6500
32-85-24-94,0648-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
32-85-24-94,0648-001-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
32-85-24-94,0648-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
32-85-24-94,0648-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
20-84-09-10,0649-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
20-84-09-10,0649-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
20-84-09-10,0649-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
20-84-09-10,0649-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
20-84-09-10,0649-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
20-84-09-10,0649-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
75-45-78-14,0651-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
75-45-78-14,0651-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
75-45-78-14,0651-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
75-45-78-14,0651-001-001,POULTRY,YES,SMALL POX (NDUI),,,,NO,,,,,,NO,,,,,,NO,,0
75-45-78-14,0651-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
75-45-78-14,0651-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
21-41-45-56,0652-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
21-41-45-56,0652-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
21-41-45-56,0652-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
21-41-45-56,0652-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
21-41-45-56,0652-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
21-41-45-56,0652-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
38-47-82-69,0652-003-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
38-47-82-69,0652-003-001,SMALL RUMINANTS,YES,HELMINTHIOSIS,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,2000
38-47-82-69,0652-003-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
38-47-82-69,0652-003-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
38-47-82-69,0652-003-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
38-47-82-69,0652-003-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
35-30-83-19,0653-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
35-30-83-19,0653-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
35-30-83-19,0653-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
35-30-83-19,0653-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
35-30-83-19,0653-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
35-30-83-19,0653-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
42-93-81-17,0654-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
42-93-81-17,0654-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
42-93-81-17,0654-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
42-93-81-17,0654-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
42-93-81-17,0654-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
42-93-81-17,0654-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
70-81-65-41,0654-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
70-81-65-41,0654-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
70-81-65-41,0654-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
70-81-65-41,0654-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
70-81-65-41,0654-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
70-81-65-41,0654-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
18-25-55-05,0654-004-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
18-25-55-05,0654-004-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
18-25-55-05,0654-004-001,PIGS,,,,,,,,,,,,,,,,,,,,
18-25-55-05,0654-004-001,POULTRY,,,,,,,,,,,,,,,,,,,,
18-25-55-05,0654-004-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
18-25-55-05,0654-004-001,DOGS,,,,,,,,,,,,,,,,,,,,
43-17-73-10,0655-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
43-17-73-10,0655-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,"YES, SOME",THE HOUSEHOLD,NO,,NO,,NO,,6000
43-17-73-10,0655-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
43-17-73-10,0655-001-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
43-17-73-10,0655-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
43-17-73-10,0655-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
45-08-66-74,0657-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
45-08-66-74,0657-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
45-08-66-74,0657-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
45-08-66-74,0657-001-001,POULTRY,NO,,,,,,,,,,,,,,,,,,,
45-08-66-74,0657-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
45-08-66-74,0657-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
80-11-06-01,0658-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
80-11-06-01,0658-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
80-11-06-01,0658-001-001,PIGS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
80-11-06-01,0658-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
80-11-06-01,0658-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
80-11-06-01,0658-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
26-98-49-23,0658-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
26-98-49-23,0658-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
26-98-49-23,0658-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
26-98-49-23,0658-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
26-98-49-23,0658-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
26-98-49-23,0658-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
55-09-04-44,0658-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
55-09-04-44,0658-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
55-09-04-44,0658-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
55-09-04-44,0658-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
55-09-04-44,0658-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
55-09-04-44,0658-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
08-56-07-13,0661-002-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
08-56-07-13,0661-002-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
08-56-07-13,0661-002-001,PIGS,,,,,,,,,,,,,,,,,,,,
08-56-07-13,0661-002-001,POULTRY,,,,,,,,,,,,,,,,,,,,
08-56-07-13,0661-002-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
08-56-07-13,0661-002-001,DOGS,,,,,,,,,,,,,,,,,,,,
51-15-35-70,0662-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
51-15-35-70,0662-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
51-15-35-70,0662-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
51-15-35-70,0662-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
51-15-35-70,0662-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
51-15-35-70,0662-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
28-98-23-75,0662-002-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
28-98-23-75,0662-002-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
28-98-23-75,0662-002-001,PIGS,,,,,,,,,,,,,,,,,,,,
28-98-23-75,0662-002-001,POULTRY,,,,,,,,,,,,,,,,,,,,
28-98-23-75,0662-002-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
28-98-23-75,0662-002-001,DOGS,,,,,,,,,,,,,,,,,,,,
10-37-19-93,0662-002-002,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
10-37-19-93,0662-002-002,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
10-37-19-93,0662-002-002,PIGS,NO,,,,,,,,,,,,,,,,,,,
10-37-19-93,0662-002-002,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
10-37-19-93,0662-002-002,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
10-37-19-93,0662-002-002,DOGS,NO,,,,,,,,,,,,,,,,,,,
74-94-37-74,0663-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
74-94-37-74,0663-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
74-94-37-74,0663-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
74-94-37-74,0663-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
74-94-37-74,0663-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
74-94-37-74,0663-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
66-20-63-52,0663-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
66-20-63-52,0663-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
66-20-63-52,0663-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
66-20-63-52,0663-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
66-20-63-52,0663-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
66-20-63-52,0663-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
69-75-97-36,0663-003-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
69-75-97-36,0663-003-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
69-75-97-36,0663-003-001,PIGS,,,,,,,,,,,,,,,,,,,,
69-75-97-36,0663-003-001,POULTRY,,,,,,,,,,,,,,,,,,,,
69-75-97-36,0663-003-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
69-75-97-36,0663-003-001,DOGS,,,,,,,,,,,,,,,,,,,,
05-21-74-76,0664-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
05-21-74-76,0664-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
05-21-74-76,0664-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
05-21-74-76,0664-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
05-21-74-76,0664-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
05-21-74-76,0664-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
59-72-44-58,0665-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
59-72-44-58,0665-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
59-72-44-58,0665-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
59-72-44-58,0665-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
59-72-44-58,0665-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
59-72-44-58,0665-001-001,DOGS,YES,NOT SICK,,,,NO,,,,,,,,,,,,,,
99-47-56-63,0666-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
99-47-56-63,0666-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
99-47-56-63,0666-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
99-47-56-63,0666-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
99-47-56-63,0666-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
99-47-56-63,0666-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
65-31-48-21,0666-003-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
65-31-48-21,0666-003-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
65-31-48-21,0666-003-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
65-31-48-21,0666-003-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
65-31-48-21,0666-003-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
65-31-48-21,0666-003-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
96-55-31-90,0667-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
96-55-31-90,0667-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
96-55-31-90,0667-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
96-55-31-90,0667-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
96-55-31-90,0667-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
96-55-31-90,0667-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
20-29-28-71,0668-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
20-29-28-71,0668-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
20-29-28-71,0668-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
20-29-28-71,0668-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
20-29-28-71,0668-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
20-29-28-71,0668-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
56-93-51-26,0668-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
56-93-51-26,0668-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
56-93-51-26,0668-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
56-93-51-26,0668-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
56-93-51-26,0668-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
56-93-51-26,0668-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
67-65-05-37,0668-002-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
67-65-05-37,0668-002-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
67-65-05-37,0668-002-001,PIGS,,,,,,,,,,,,,,,,,,,,
67-65-05-37,0668-002-001,POULTRY,,,,,,,,,,,,,,,,,,,,
67-65-05-37,0668-002-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
67-65-05-37,0668-002-001,DOGS,,,,,,,,,,,,,,,,,,,,
76-81-55-22,0669-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
76-81-55-22,0669-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
76-81-55-22,0669-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
76-81-55-22,0669-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
76-81-55-22,0669-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
76-81-55-22,0669-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
01-21-40-66,0671-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
01-21-40-66,0671-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
01-21-40-66,0671-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
01-21-40-66,0671-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
01-21-40-66,0671-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
01-21-40-66,0671-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
55-25-66-63,0671-003-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
55-25-66-63,0671-003-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
55-25-66-63,0671-003-001,PIGS,,,,,,,,,,,,,,,,,,,,
55-25-66-63,0671-003-001,POULTRY,,,,,,,,,,,,,,,,,,,,
55-25-66-63,0671-003-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
55-25-66-63,0671-003-001,DOGS,,,,,,,,,,,,,,,,,,,,
31-38-25-42,0672-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
31-38-25-42,0672-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
31-38-25-42,0672-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
31-38-25-42,0672-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
31-38-25-42,0672-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
31-38-25-42,0672-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
28-61-27-79,0674-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
28-61-27-79,0674-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
28-61-27-79,0674-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
28-61-27-79,0674-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
28-61-27-79,0674-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
28-61-27-79,0674-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
31-50-67-22,0675-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
31-50-67-22,0675-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
31-50-67-22,0675-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
31-50-67-22,0675-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
31-50-67-22,0675-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
31-50-67-22,0675-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
22-28-71-98,0675-001-004,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
22-28-71-98,0675-001-004,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
22-28-71-98,0675-001-004,PIGS,NO,,,,,,,,,,,,,,,,,,,
22-28-71-98,0675-001-004,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
22-28-71-98,0675-001-004,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
22-28-71-98,0675-001-004,DOGS,NO,,,,,,,,,,,,,,,,,,,
36-42-77-74,0676-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
36-42-77-74,0676-001-001,SMALL RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
36-42-77-74,0676-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
36-42-77-74,0676-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
36-42-77-74,0676-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
36-42-77-74,0676-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
71-23-90-01,0677-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
71-23-90-01,0677-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
71-23-90-01,0677-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
71-23-90-01,0677-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
71-23-90-01,0677-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
71-23-90-01,0677-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
19-05-54-21,0678-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
19-05-54-21,0678-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
19-05-54-21,0678-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
19-05-54-21,0678-001-001,POULTRY,YES,NOT SICK,,,,"YES, ALL ANIMALS AT LEAST ONCE",OTHER (SPECIFY),NEW CASTLE DISEASE (KIDELI/MDONDO),SMALL POX (NDUI),,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,2000
19-05-54-21,0678-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
19-05-54-21,0678-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
06-03-24-91,0678-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
06-03-24-91,0678-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
06-03-24-91,0678-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
06-03-24-91,0678-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
06-03-24-91,0678-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
06-03-24-91,0678-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
53-82-24-71,0679-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
53-82-24-71,0679-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
53-82-24-71,0679-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
53-82-24-71,0679-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
53-82-24-71,0679-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
53-82-24-71,0679-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
76-36-87-78,0680-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
76-36-87-78,0680-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
76-36-87-78,0680-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
76-36-87-78,0680-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
76-36-87-78,0680-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
76-36-87-78,0680-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
90-00-57-86,0681-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
90-00-57-86,0681-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
90-00-57-86,0681-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
90-00-57-86,0681-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
90-00-57-86,0681-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
90-00-57-86,0681-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
53-66-73-80,0682-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
53-66-73-80,0682-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
53-66-73-80,0682-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
53-66-73-80,0682-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
53-66-73-80,0682-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
53-66-73-80,0682-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
57-93-70-27,0683-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
57-93-70-27,0683-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
57-93-70-27,0683-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
57-93-70-27,0683-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
57-93-70-27,0683-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
57-93-70-27,0683-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
68-79-28-80,0683-001-009,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
68-79-28-80,0683-001-009,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
68-79-28-80,0683-001-009,PIGS,,,,,,,,,,,,,,,,,,,,
68-79-28-80,0683-001-009,POULTRY,,,,,,,,,,,,,,,,,,,,
68-79-28-80,0683-001-009,DONKEYS,,,,,,,,,,,,,,,,,,,,
68-79-28-80,0683-001-009,DOGS,,,,,,,,,,,,,,,,,,,,
81-82-35-91,0683-002-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
81-82-35-91,0683-002-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
81-82-35-91,0683-002-002,PIGS,,,,,,,,,,,,,,,,,,,,
81-82-35-91,0683-002-002,POULTRY,,,,,,,,,,,,,,,,,,,,
81-82-35-91,0683-002-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
81-82-35-91,0683-002-002,DOGS,,,,,,,,,,,,,,,,,,,,
10-61-49-52,0684-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
10-61-49-52,0684-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
10-61-49-52,0684-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
10-61-49-52,0684-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
10-61-49-52,0684-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
10-61-49-52,0684-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
34-20-14-19,0684-001-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
34-20-14-19,0684-001-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
34-20-14-19,0684-001-004,PIGS,,,,,,,,,,,,,,,,,,,,
