interview__key,sdd_hhid,wqt_selection,wqt_prob,wqt_blank_s,wqt_blank_p,wqt_01,wqt_02,wqt_03,wqt_04,wqt_05,wqt_06,wqt_07_1,wqt_07_2,wqt_07_3,wqt_08,wqt_09,wqt_10,wqt_11,wqt_12,wqt_13__Latitude,wqt_13__Longitude,wqt_13__Accuracy,wqt_13__Altitude,wqt_13__Timestamp,wqt_14,wqt_15,wqt_16,wqt_17,wqt_18,wqt_19a,wqt_19,wqt_20,wqr_01a,wqr_01,wqr_02,wqr_03,wqr_04,wqr_05,wqr_06,wqr_07a,wqr_07,wqr_08,wqr_09,wqr_10,wqr_11,wqr_12,wqr_13,wqr_14,wqr_15,wqr_16,wqr_17,wqr_18
62-38-02-67,0295-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-60-91-30,0296-001-002,YES,0.75,NO,,YES,2,2019-06-30T09:47:30,YES,COVERED CONTAINER,NO,,,,2019-06-30T09:47:54,2019-06-30T09:54:06,UNPROTECTED DUG WELL,YES,,-8.5361457,39.2410152,17,-40.5,2019-06-30T07:11:50,YES,2019-06-30T10:22:02,2019-06-30T10:54:51,2019-06-30T10:54:59,,NO,,,NO,2019-07-01T19:54:21,14,wqr_03__.jpg,2019-07-01T19:55:46,0,YES,YES,2019-07-01T19:56:24,38,wqr_09__.jpg,2019-07-01T19:57:34,1,YES,,,,,,
61-96-62-14,0298-006-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-12-50-30,0298-006-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-68-55-28,0298-006-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-47-05-90,0298-006-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-08-76-82,0299-001-001,YES,0.75,NO,,YES,2,2019-06-30T11:42:13,YES,UNCOVERED CONTAINER,NO,,,,2019-06-30T11:43:03,2019-06-30T11:50:01,UNPROTECTED DUG WELL,YES,,-8.5434581,39.2405153,13,3.200000047683716,2019-06-30T09:11:08,YES,2019-06-30T11:55:23,2019-06-30T12:02:23,2019-06-30T12:02:27,,NO,,,NO,2019-07-02T09:12:06,24,wqr_03__.jpg,2019-07-02T09:12:54,1,YES,YES,2019-07-02T09:13:32,2,wqr_09__.jpg,2019-07-02T09:14:09,2,YES,,,,,,
16-73-84-34,0300-001-001,YES,0.75,NO,,YES,1,2019-07-01T14:55:24,YES,COVERED CONTAINER,NO,,,,2019-07-01T14:56:29,2019-07-01T15:08:23,PROTECTED DUG WELL,YES,,-8.5170883,39.1759057,16,35.400001525878906,2019-07-01T12:42:08,YES,2019-07-01T15:18:47,2019-07-01T15:23:07,2019-07-01T15:23:13,,NO,,,NO,2019-07-03T07:55:03,11,wqr_03__.jpg,2019-07-03T07:55:59,0,YES,YES,2019-07-03T07:56:38,14,wqr_09__.jpg,2019-07-03T07:58:00,0,YES,,,,,,
88-95-31-32,0300-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-51-87-14,0301-001-001,YES,0.85714287,NO,,YES,1,2019-05-18T10:23:26,YES,COVERED CONTAINER,NO,,,,2019-05-18T10:24:35,2019-05-18T10:24:37,RAINWATER COLLECTION,YES,,-10.725372,39.8091133,15,234,2019-05-18T07:25:33,YES,2019-05-18T10:30:01,2019-05-18T10:30:04,2019-05-18T10:30:10,1008875,NO,,,NO,2019-05-20T16:45:57,64,wqr_03__.jpg,2019-05-20T16:50:06,0,NO,YES,2019-05-20T16:50:43,87,wqr_09__.jpg,2019-05-20T16:51:35,0,YES,,,,,,
49-07-66-40,0301-005-001,YES,,NO,,YES,1,2019-04-12T07:20:52,YES,UNCOVERED CONTAINER,YES,STRAINED IT THROUGH A CLOTH,,,2019-04-12T07:21:56,2019-04-12T07:52:29,"OTHER,SPECIFY",YES,,-10.6984727,39.9095512,12,185.3000030517578,2019-04-12T12:14:10,YES,2019-04-12T07:53:40,2019-04-12T07:54:04,2019-04-12T07:59:13,1008929,NO,,,YES,2019-04-14T03:52:24,101,wqr_03__.jpg,2019-04-14T03:55:19,63,YES,YES,2019-04-14T03:56:36,101,wqr_09__.jpg,2019-04-14T03:57:58,56,YES,,,,,,
30-98-65-42,0302-001-001,YES,0.75,YES,0.16666667,YES,1,2019-07-01T17:41:46,YES,COVERED CONTAINER,NO,,,,2019-07-01T17:42:29,2019-07-01T17:46:00,PIPED WATER - PIPED TO NEIGHBOUR,YES,,-8.5394607,39.2536691,17.5,13.199999809265137,2019-07-01T14:50:20,YES,2019-07-01T17:51:20,2019-07-01T18:01:08,,,YES,2019-07-01T18:05:07,2019-07-01T18:19:11,NO,2019-07-03T12:44:22,68,wqr_03__.jpg,2019-07-03T12:49:34,1,NO,YES,2019-07-03T12:50:14,2,wqr_09__.jpg,2019-07-03T12:51:11,0,NO,2019-07-03T12:51:51,0,wqr_15__.jpg,2019-07-03T12:52:39,0,NO
66-47-83-10,0303-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-07-81-83,0304-001-001,YES,0.75,NO,,YES,1,2019-06-30T14:54:16,YES,COVERED CONTAINER,NO,,,,2019-06-30T14:55:36,2019-06-30T15:01:50,"OTHER,SPECIFY",YES,,-8.6087158,39.2631614,14,-3.299999952316284,2019-06-30T12:00:09,YES,2019-06-30T15:05:54,2019-06-30T15:13:55,,,NO,,,NO,2019-07-02T12:53:20,101,wqr_03__.jpg,2019-07-02T12:54:54,2,YES,YES,2019-07-02T12:55:39,101,wqr_09__.jpg,2019-07-02T12:56:42,2,YES,,,,,,
32-14-67-22,0305-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69-04-27-82,0306-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-60-63-99,0308-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-19-64-20,0309-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-17-36-05,0310-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-61-56-57,0311-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-25-23-09,0312-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-31-47-40,0312-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-19-05-49,0313-001-001,YES,1,YES,0.33333334,YES,1,2019-05-30T14:55:12,YES,COVERED CONTAINER,NO,,,,2019-05-30T14:55:43,2019-05-30T15:04:55,UNPROTECTED DUG WELL,YES,,-10.7300067,38.6523844,48,413.3999938964844,2019-05-30T12:07:29,YES,2019-05-30T15:05:40,2019-05-30T15:05:44,,,YES,2019-05-30T17:54:47,2019-05-30T17:54:50,NO,2019-05-31T18:52:25,101,wqr_03__.jpg,2019-05-31T18:56:09,1,YES,YES,2019-05-31T18:56:54,101,wqr_09__.jpg,2019-05-31T18:57:56,32,YES,2019-05-31T18:58:54,0,wqr_15__.jpg,2019-05-31T18:59:39,0,NO
61-15-16-96,0314-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66-32-50-84,0314-001-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-55-68-22,0315-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-83-46-82,0315-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-01-66-04,0315-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-84-24-00,0316-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-08-92-21,0317-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-09-81-16,0318-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-96-60-97,0319-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-35-86-27,0320-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87-02-55-58,0321-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-26-60-34,0322-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-58-75-31,0322-006-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-67-16-12,0323-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-03-88-73,0324-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-46-20-22,0325-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-47-93-54,0326-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-80-82-46,0327-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-15-45-24,0328-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-39-40-17,0329-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-72-16-28,0330-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-57-13-13,0331-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-23-66-59,0332-004-001,YES,1,YES,0.2,YES,1,2019-05-22T14:27:20,YES,COVERED CONTAINER,NO,,,,2019-05-22T14:32:07,2019-05-22T14:32:17,RAINWATER COLLECTION,YES,,-10.7363029,39.5511575,45,370.1000061035156,2019-05-22T11:52:55,YES,2019-05-22T14:54:41,2019-05-22T15:56:22,2019-05-22T15:56:27,1008722,YES,2019-05-22T17:29:02,2019-05-22T17:36:29,NO,2019-05-23T17:59:10,101,wqr_03__.jpg,2019-05-23T18:00:29,32,YES,YES,2019-05-23T18:02:41,27,wqr_09__.jpg,2019-05-23T18:04:15,0,YES,2019-05-23T18:06:38,0,wqr_15__.jpg,2019-05-23T18:08:59,0,NO
90-12-94-91,0335-001-001,YES,0.85714287,NO,,YES,1,2019-05-24T16:07:55,YES,COVERED CONTAINER,NO,,,,2019-05-24T16:08:47,2019-05-24T16:26:11,RAINWATER COLLECTION,YES,,-10.9774545,39.2615336,15.5,524.5,2019-05-24T13:50:48,YES,2019-05-24T16:27:21,2019-05-24T16:35:34,2019-05-24T16:36:05,1008878,NO,,,NO,2019-05-26T08:12:24,101,wqr_03__.jpg,2019-05-26T08:14:20,1,YES,YES,2019-05-26T08:15:40,101,wqr_09__.jpg,2019-05-26T08:17:28,1,YES,,,,,,
59-32-89-82,0336-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-97-57-76,0337-001-001,YES,1,NO,,YES,1,2019-05-21T15:30:53,YES,COVERED CONTAINER,NO,,,,2019-05-21T15:32:16,2019-05-21T15:33:15,PIPED WATER - PUBLIC TAP / STANDPIPE,YES,,-10.7502376,39.4707807,31,408.3999938964844,2019-05-21T12:38:21,YES,2019-05-21T16:02:41,2019-05-21T16:06:37,2019-05-21T16:06:46,1008896,NO,,,NO,2019-05-23T08:11:16,101,wqr_03__.jpg,2019-05-23T08:17:00,2,YES,YES,2019-05-23T08:24:15,51,wqr_09__.jpg,2019-05-23T08:36:03,1,YES,,,,,,
79-32-59-15,0337-003-001,YES,1,NO,,YES,1,2019-05-21T12:38:09,YES,COVERED CONTAINER,NO,,,,2019-05-21T12:38:46,2019-05-21T12:38:52,RAINWATER COLLECTION,YES,,-10.744428600000001,39.4708195,23.5,323.79998779296875,2019-05-21T09:39:55,YES,2019-05-21T12:49:36,2019-05-21T12:49:38,2019-05-21T12:49:41,1008941,NO,,,NO,2019-05-23T07:59:20,101,wqr_03__.jpg,2019-05-23T08:00:51,1,YES,YES,2019-05-23T08:02:08,101,wqr_09__.jpg,2019-05-23T08:04:32,1,YES,,,,,,
57-22-81-69,0338-001-001,YES,1,NO,,YES,1,2019-05-21T13:23:00,YES,COVERED CONTAINER,NO,,,,2019-05-21T13:24:15,2019-05-21T13:25:12,RAINWATER COLLECTION,YES,,-10.7440347,39.4693823,22.5,365.8999938964844,2019-05-21T10:44:06,YES,2019-05-21T13:54:26,2019-05-21T14:14:16,2019-05-21T14:14:29,1008958,NO,,,NO,2019-05-22T21:14:19,101,wqr_03__.jpg,2019-05-22T21:16:06,0,YES,YES,2019-05-22T21:16:34,101,wqr_09__.jpg,2019-05-22T21:16:48,7,YES,,,,,,
58-48-25-77,0339-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-00-90-33,0340-001-001,YES,0.85714287,YES,0.16666667,YES,1,2019-05-27T10:47:03,YES,COVERED CONTAINER,YES,OTHER (SPECIFY),,,2019-05-27T10:48:28,2019-05-27T10:54:52,RAINWATER COLLECTION,YES,,-10.9044167,39.352798,10,549.5,2019-05-27T08:26:13,YES,2019-05-27T11:10:25,2019-05-27T11:19:41,,,YES,2019-05-30T08:47:21,2019-05-30T08:51:50,YES,2019-05-28T13:42:01,13,wqr_03__.jpg,2019-05-28T13:44:19,0,YES,YES,2019-05-28T13:44:49,6,wqr_09__.jpg,2019-05-28T13:49:49,0,YES,2019-05-29T09:10:03,0,wqr_15__.jpg,2019-05-29T09:13:46,0,NO
54-25-70-23,0341-001-001,YES,0.85714287,NO,,YES,1,2019-05-27T10:37:23,YES,COVERED CONTAINER,NO,,,,2019-05-27T10:37:48,2019-05-27T10:37:49,RAINWATER COLLECTION,YES,,-10.9570226,39.2707584,12.5,681.4000244140625,2019-05-27T07:38:39,YES,2019-05-27T10:38:52,2019-05-27T10:38:53,,,NO,,,NO,2019-05-28T10:52:12,48,wqr_03__.jpg,2019-05-28T10:55:09,0,NO,YES,2019-05-28T10:55:44,39,wqr_09__.jpg,2019-05-28T10:56:30,0,YES,,,,,,
42-32-57-47,0342-001-001,YES,0.85714287,NO,,YES,1,2019-05-24T09:10:17,YES,COVERED CONTAINER,NO,,,,2019-05-24T09:15:34,2019-05-24T09:36:06,TUBEWELL/BOREHOLE,YES,,-10.9570496,39.2710262,18,702.29998779296875,2019-05-24T06:43:10,YES,2019-05-24T09:45:32,2019-05-24T09:54:54,2019-05-24T10:01:41,1008997,NO,,,NO,2019-05-26T08:40:40,101,wqr_03__.jpg,2019-05-26T08:42:02,0,NO,YES,2019-05-26T08:42:50,101,wqr_09__.jpg,2019-05-26T08:44:18,0,YES,,,,,,
84-20-57-41,0342-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-31-76-02,0343-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-16-19-11,0343-005-001,YES,1,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
03-69-94-07,0343-005-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-97-33-57,0344-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-84-97-44,0346-001-001,YES,0.85714287,NO,,YES,2,2019-05-18T14:15:03,YES,UNCOVERED CONTAINER,YES,BOIL,,,2019-05-18T14:15:38,2019-05-18T14:15:47,RAINWATER COLLECTION,YES,,-10.6839599,39.7997831,21,271.5,2019-05-18T11:17:57,YES,2019-05-18T14:16:52,2019-05-18T14:16:54,2019-05-18T14:20:24,1008965,NO,,,YES,2019-05-20T18:46:32,101,wqr_03__.jpg,2019-05-20T18:48:30,5,YES,YES,2019-05-20T18:48:47,101,wqr_09__.jpg,2019-05-20T18:50:12,1,YES,,,,,,
33-87-72-22,0347-001-001,YES,0.85714287,NO,,YES,1,2019-05-17T15:30:55,YES,COVERED CONTAINER,NO,,,,2019-05-17T15:31:43,2019-05-17T15:32:54,RAINWATER COLLECTION,YES,,-10.7151071,39.739643,14.5,220.5,2019-05-17T12:35:26,YES,2019-05-17T15:35:26,2019-05-17T15:36:45,2019-05-17T15:38:44,1008777,NO,,,NO,2019-05-19T08:49:38,92,wqr_03__.jpg,2019-05-19T08:51:34,0,YES,YES,2019-05-19T08:55:20,62,wqr_09__.jpg,2019-05-19T08:59:11,0,YES,,,,,,
27-37-98-68,0348-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-47-27-99,0348-001-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-38-40-57,0349-001-001,YES,0.85714287,NO,,YES,1,2019-05-27T07:57:33,YES,COVERED CONTAINER,YES,BOIL,,,2019-05-27T07:57:55,2019-05-27T08:09:29,RAINWATER COLLECTION,YES,,-10.9562069,39.274459,32,700.20001220703125,2019-05-27T05:10:31,YES,2019-05-27T08:21:41,2019-05-27T08:21:42,,,NO,,,YES,2019-05-28T08:49:18,101,wqr_03__.jpg,2019-05-28T08:49:38,2,YES,YES,2019-05-28T08:49:51,101,wqr_09__.jpg,2019-05-28T08:50:01,2,YES,,,,,,
83-73-69-11,0350-001-001,YES,1,NO,,YES,1,2019-05-30T16:35:51,YES,COVERED CONTAINER,NO,,,,2019-05-30T16:38:05,2019-05-30T16:40:53,PIPED WATER - PIPED INTO DWELLING,YES,,-10.7236253,38.8059192,32,379.1000061035156,2019-05-30T13:45:10,YES,2019-05-30T16:48:02,2019-05-30T16:51:38,,,NO,,,NO,2019-06-01T17:59:48,101,wqr_03__.jpg,2019-06-01T18:01:11,0,YES,YES,2019-06-01T18:01:44,0,wqr_09__.jpg,2019-06-01T18:02:25,0,NOT POSSIBLE TO DETERMINE,,,,,,
05-53-86-21,0351-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-06-81-29,0352-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-06-17-29,0353-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-28-80-03,0354-001-001,YES,0.85714287,NO,,YES,2,2019-05-27T13:14:46,YES,COVERED CONTAINER,NO,,,,2019-05-27T13:15:27,2019-05-27T13:20:06,RAINWATER COLLECTION,YES,,-10.9416993,39.2864852,14,660.79998779296875,2019-05-27T10:25:00,YES,2019-05-27T13:25:25,2019-05-27T13:30:05,,,NO,,,NO,2019-05-28T13:36:31,5,wqr_03__.jpg,2019-05-28T13:38:48,0,NO,YES,2019-05-28T13:39:43,24,wqr_09__.jpg,2019-05-28T13:40:12,0,YES,,,,,,
78-10-03-87,0356-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-58-85-63,0357-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-56-85-66,0357-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-04-99-31,0358-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-01-29-66,0359-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-32-29-13,0360-001-001,YES,1,NO,,YES,1,2019-05-30T17:41:38,YES,COVERED CONTAINER,NO,,,,2019-05-30T17:42:24,2019-05-30T17:45:25,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-10.7289136,38.8170285,35,308.70001220703125,2019-05-30T14:47:09,YES,2019-05-30T17:47:31,2019-05-30T17:50:05,,,NO,,,NO,2019-05-31T18:56:29,1,wqr_03__.jpg,2019-05-31T19:02:22,0,NO,YES,2019-05-31T19:03:10,0,wqr_09__.jpg,2019-05-31T19:06:00,0,NO,,,,,,
75-12-65-48,0361-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-93-71-40,0362-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-93-23-16,0363-001-001,YES,0.66666669,NO,,YES,1,2019-05-08T16:17:56,YES,COVERED CONTAINER,NO,,,,2019-05-08T16:22:47,2019-05-08T16:22:49,PIPED WATER - PUBLIC TAP / STANDPIPE,YES,,-6.8999391,39.2797395,14,18.200000762939453,2019-05-08T14:24:24,YES,2019-05-08T17:21:52,2019-05-08T17:22:02,2019-05-08T17:22:08,,NO,,,NO,2019-05-09T22:11:12,101,wqr_03__.jpg,2019-05-09T22:13:36,8,YES,YES,2019-05-09T22:15:04,2,wqr_09__.jpg,2019-05-09T22:17:36,0,NO,,,,,,
82-38-78-50,0363-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-25-69-84,0364-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-18-02-06,0366-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-93-28-99,0367-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-45-31-74,0369-001-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-20-75-51,0370-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-59-39-48,0370-002-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-40-21-23,0371-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-31-22-46,0372-001-001,YES,0.85714287,NO,,YES,2,2019-05-14T11:32:29,YES,COVERED CONTAINER,NO,,,,2019-05-14T11:36:39,2019-05-14T11:51:04,BOTTLED WATER,YES,,-6.7785432,39.1938609,26,-12.5,2019-05-14T08:56:50,YES,2019-05-14T12:00:35,2019-05-14T12:09:11,2019-05-14T12:13:04,1008970,NO,,,NO,2019-05-15T12:49:10,0,wqr_03__.jpg,2019-05-15T12:49:49,0,NO,YES,2019-05-15T12:50:32,0,wqr_09__.jpg,2019-05-15T12:51:20,0,NO,,,,,,
62-16-24-46,0372-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-89-46-21,0372-004-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-64-57-68,0373-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60-58-87-22,0375-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-71-05-05,0375-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-25-57-80,0376-001-001,YES,1,NO,,YES,1,2019-05-27T16:50:50,YES,COVERED CONTAINER,NO,,,,2019-05-27T16:51:18,2019-05-27T17:01:06,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.1323549,37.6329398,17,343.20001220703125,2019-05-27T14:07:00,YES,2019-05-27T17:09:45,2019-05-27T17:18:10,2019-05-27T17:24:18,1008923,NO,,,NO,2019-05-28T20:06:39,101,wqr_03__.jpg,2019-05-28T20:07:29,101,NO,YES,2019-05-28T20:07:54,23,wqr_09__.jpg,2019-05-28T20:08:42,0,YES,,,,,,
87-29-04-68,0377-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-19-55-45,0377-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-16-08-07,0378-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-99-03-66,0378-003-001,YES,0.85714287,NO,,YES,1,2019-05-29T14:05:09,YES,COVERED CONTAINER,NO,,,,2019-05-29T14:06:21,2019-05-29T14:12:10,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-10.3696237,38.751336,18,390.29998779296875,2019-05-29T14:21:06,YES,2019-05-29T17:23:42,2019-05-29T17:23:44,,,NO,,,NO,2019-05-31T10:30:30,101,wqr_03__.jpg,2019-05-31T10:32:41,0,NO,YES,2019-05-31T10:33:14,6,wqr_09__.jpg,2019-05-31T10:34:23,0,NO,,,,,,
25-45-09-68,0379-001-001,YES,0.85714287,NO,,YES,2,2019-05-09T15:30:48,YES,COVERED CONTAINER,NO,,,,2019-05-09T15:31:27,2019-05-09T15:52:36,RAINWATER COLLECTION,YES,,-7.0157002,39.0745008,29,70.30000305175781,2019-05-09T12:53:50,YES,2019-05-09T15:53:49,2019-05-09T16:00:34,2019-05-09T16:07:40,,NO,,,NO,2019-05-12T11:19:45,101,wqr_03__.jpg,2019-05-12T11:21:09,4,YES,YES,2019-05-12T11:21:43,101,wqr_09__.jpg,2019-05-12T11:23:14,2,YES,,,,,,
53-65-82-49,0380-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-21-80-57,0380-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-78-20-03,0381-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
