interview__key,sdd_hhid,plotnum,cropid,ag4a_01,ag4a_02,ag4a_03,ag4a_04,ag4a_05,ag4a_06,ag4a_08,ag4a_10_1,ag4a_10_2,ag4a_10a_1,ag4a_10a_2,ag4a_10b,ag4a_10c_1,ag4a_10c_2,ag4a_12,ag4a_13_1,ag4a_13_2,ag4a_17,ag4a_18,ag4a_19,ag4a_20,ag4a_21,ag4a_22,ag4a_23,ag4a_24_1,ag4a_24_2,ag4a_25,ag4a_26,ag4a_27,ag4a_28,ag4a_29_1,ag4a_29_2
63-53-63-51,0618-006-001,3,70,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,NYANYA,IMPROVED,60,OTHER (SPECIFY),HAKUNA,,,60,OTHER (SPECIFY),20000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,YES,,2,NO,,MARCH,APRIL,,,216,96000,1,
12-53-83-49,0619-001-001,1,3,NO,3/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,LULU,IMPROVED,10,KG,10,KG,IMPROVED,HAKUNA,,,,,YES,DROUGHT,YES,,1.5,YES,DROUGHT,MARCH,MARCH,,,210,144000,1,2
12-53-83-49,0619-001-001,1,34,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,PAMBA,IMPROVED,40,KG,HAKUNA,,,40,KG,26000,SERIKALI YA KIJIJI,NDANI YA KIJIJI/MJI,NO,,YES,,4,NO,,JUNE,JULY,,,300,330000,1,2
37-98-90-37,0619-106-001,2,1,YES,,,NO,,SEED_CO,IMPROVED,8,KG,HAKUNA,,,8,KG,46000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,YES,INSECTS,YES,,0.5,YES,INSECTS,MAY,JUNE,,,240,96000,6,
37-98-90-37,0619-106-001,3,1,YES,,,NO,,SEED-CO,IMPROVED,2,KG,HAKUNA,,,2,KG,11500,DUKANI/MCHUUZI,KARIBU NA KIJIJI,YES,INSECTS,YES,,0.2,YES,INSECTS,MAY,JUNE,,,60,24000,6,7
85-92-67-52,0620-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,3,KG,HAKUNA,,,3,KG,3000,GULIO,NDANI YA KIJIJI/MJI,NO,,YES,,1,YES,DROUGHT,JULY,JULY,,,120,36000,1,2
85-92-67-52,0620-001-001,1,17,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,1,KG,HAKUNA,,,1,KG,1000,GULIO,NDANI YA KIJIJI/MJI,NO,,YES,,1,YES,DROUGHT,APRIL,APRIL,,,10,10000,1,2
07-29-77-96,0620-001-002,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,4,KG,HAKUNA,,,4,KG,4000,SOKO,KARIBU NA KIJIJI,YES,DROUGHT,YES,,0.2,YES,DROUGHT,MAY,MAY,,,40,10000,1,
07-29-77-96,0620-001-002,2,18,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,4,KG,HAKUNA,,,5,KG,4000,SOKO,KARIBU NA KIJIJI,YES,DROUGHT,YES,,0.1,YES,DROUGHT,MAY,MAY,,,20,100,1,
07-29-77-96,0620-001-002,2,28,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,8,KG,HAKUNA,,,8,KG,5000,SOKO,KARIBU NA KIJIJI,YES,DROUGHT,YES,,0.2,YES,DROUGHT,MAY,MAY,,,75,30000,1,
52-77-78-43,0621-001-001,1,1,NO,3/4,WAS DIVIDED,NO,,SEEDCO,IMPROVED,1.5,KG,HAKUNA,,,1.5,KG,12000,SOKO,KARIBU NA MJI,NO,,YES,,1,NO,,MAY,MAY,,,360,144000,1,
52-77-78-43,0621-001-001,1,2,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,MAY,MAY,,,280,70000,1,
07-54-46-36,0622-001-001,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,YES,DROUGHT,APRIL,APRIL,,,600,288000,1,
07-54-46-36,0622-001-001,1,28,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KARANGA,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,YES,ANIMALS,YES,,1,YES,DROUGHT,APRIL,APRIL,,,400,600000,1,
73-37-55-41,0623-001-001,1,1,YES,,,NO,,SEEDCO,"IMPROVED, RECYCLED",1,20 LITER BUCKET,1,20 LITER BUCKET,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,3,NO,,APRIL,MAY,,,2100,525000,1,2
73-37-55-41,0623-001-001,2,11,NO,1/2,WAS DIVIDED,NO,,CHINESE,IMPROVED,6,OTHER (SPECIFY),HAKUNA,,,HAKUNA,,,,,NO,,YES,,1,NO,,MARCH,HARVEST NOT YET COMPLETE,60,,200,24000,1,2
73-37-55-41,0623-001-001,3,1,YES,,,NO,,SEEDCO,"IMPROVED, RECYCLED",1,20 LITER BUCKET,1,20 LITER BUCKET,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,2,NO,,MAY,JUNE,,,700,175000,1,2
73-37-55-41,0623-001-001,4,2,YES,,,NO,,KIENYEJI,TRADITIONAL,2,20 LITER BUCKET,2,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1.5,NO,,JUNE,JULY,,,2940,1960000,1,
73-42-88-19,0623-001-004,1,1,NO,1/2,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,YES,INSECTS,YES,,1,YES,DROUGHT,MAY,MAY,,,360,90000,1,2
73-42-88-19,0623-001-004,1,19,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,2,KG,HAKUNA,,,2,KG,6000,SOKO,KARIBU NA KIJIJI,NO,,YES,,4,YES,DROUGHT,APRIL,APRIL,,,20,30000,1,2
73-42-88-19,0623-001-004,1,28,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,YES,DROUGHT,APRIL,APRIL,,,400,120000,1,2
73-42-88-19,0623-001-004,1,34,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,6,KG,HAKUNA,,,6,KG,40200,USHIRIKA,NDANI YA KIJIJI/MJI,YES,INSECTS,YES,,0.5,YES,INSECTS,JUNE,JUNE,,,180,198000,1,2
73-42-88-19,0623-001-004,2,2,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,YES,FLOOD / RAIN,NO,FLOOD/RAIN,,,,,,,,,,,
73-42-88-19,0623-001-004,3,11,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,45,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.5,YES,DROUGHT,APRIL,APRIL,,,400,45000,1,2
30-47-51-83,0624-001-001,1,1,NO,1/2,DROUGHT,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,YES,DROUGHT,APRIL,MAY,,,600,180000,1,
30-47-51-83,0624-001-001,1,28,NO,1/2,DROUGHT,YES,MORE FERTILE FOR THE SOIL,KARANGA,TRADITIONAL,12,KG,12,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,YES,DROUGHT,APRIL,MAY,,,300,300000,1,
03-63-30-10,0626-001-001,1,2,YES,,,NO,,ASILI,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,2,NO,,JUNE,JULY,,,600,168000,1,
93-07-34-90,0626-001-003,1,1,NO,1/4,LACK OF TOOLS/EQUIPMENTS,NO,,KIENYEJI,TRADITIONAL,0.5,KG,HAKUNA,,,0.5,KG,800,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,NO,,MAY,MAY,,,100,25000,1,2
93-07-34-90,0626-001-003,2,2,YES,,,NO,,KIENYEJI,TRADITIONAL,36,KG,HAKUNA,,,36,KG,30000,GULIO,KARIBU NA KIJIJI,NO,,YES,,1.5,YES,DROUGHT,JUNE,JUNE,,,120,84000,1,2
79-79-04-32,0626-001-004,1,1,NO,1/4,WAS DIVIDED,NO,,KATUMBILI,TRADITIONAL,1,LARGE CUP,HAKUNA,,,1,LARGE CUP,0,NDUGU,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,NO,,MARCH,MAY,,,40,10000,1,2
79-79-04-32,0626-001-004,2,2,YES,,,NO,,KALAMATA,TRADITIONAL,32,KG,32,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,3,NO,,JUNE,JULY,,,1152,600000,1,2
92-54-51-07,0628-001-001,1,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI.,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,2,YES,DROUGHT,JUNE,JUNE,,,600,150000,1,
92-54-51-07,0628-001-001,1,2,YES,,,NO,,KIENYEJI,TRADITIONAL,1,20 LITER BUCKET,1,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,3,YES,DROUGHT,JUNE,JUNE,,,1800,840000,1,2
92-54-51-07,0628-001-001,1,17,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.25,YES,DROUGHT,APRIL,APRIL,,,40,60000,1,2
34-90-65-56,0628-003-001,1,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,2,YES,DROUGHT,MAY,JUNE,,,480,120000,1,
34-90-65-56,0628-003-001,1,28,NO,3/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,60,KG,60,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,1,YES,DROUGHT,MAY,MAY,,,450,120,1,
34-90-65-56,0628-003-001,2,2,YES,,,NO,,KIENYEJI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.5,YES,DROUGHT,JUNE,JUNE,,,270,126000,1,
84-70-52-23,0628-003-003,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,DK,IMPROVED,2,KG,HAKUNA,,,2,KG,12000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,YES,INSECTS,YES,,0.5,YES,INSECTS,MAY,MAY,,,240,60000,1,
84-70-52-23,0628-003-003,2,28,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.8,YES,DROUGHT,APRIL,APRIL,,,360,90000,1,
31-16-19-07,0628-005-001,1,1,NO,1/4,WAS DIVIDED,NO,,SEEDCO,IMPROVED,16,KG,HAKUNA,,,16,KG,90000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,YES,,1.5,NO,,APRIL,JUNE,,,2268,882000,1,
31-16-19-07,0628-005-001,1,28,NO,1/4,WAS DIVIDED,NO,,KARANGA KUBWA,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,APRIL,MAY,,,150,75000,1,
31-16-19-07,0628-005-001,3,2,YES,,,NO,,KALAMATA,TRADITIONAL,48,20 LITER BUCKET,48,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,NO,,YES,,8,NO,,JUNE,JULY,,,4500,3000000,1,
67-85-46-72,0629-002-001,1,1,NO,1/2,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,1,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.5,YES,DROUGHT,MAY,MAY,,,120,30000,1,2
35-42-46-81,0630-001-001,2,1,NO,1/2,WAS DIVIDED,YES,OTHER (SPECIFY),MAHINDI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,APRIL,MAY,,,300,180000,1,
35-42-46-81,0630-001-001,2,17,NO,1/2,WAS DIVIDED,YES,OTHER (SPECIFY),MAHARAGE YA NJANO,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.3,NO,,MARCH,APRIL,,,120,120000,1,
35-42-46-81,0630-001-001,3,1,YES,,,NO,,MAHINDI,TRADITIONAL,5,KG,5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,YES,DROUGHT,APRIL,MAY,,,600,360000,1,
32-73-64-62,0631-001-001,1,1,YES,,,NO,,SEED CO,IMPROVED,2,KG,HAKUNA,,,2,KG,5000,M/BIASHARA BINAFSI,KARIBU NA MJI,YES,DROUGHT,YES,,0.1,YES,DROUGHT,JUNE,JUNE,,,100,30000,1,2
32-73-64-62,0631-001-001,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,SEED CO,IMPROVED,3,KG,HAKUNA,,,3,KG,7500,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,YES,DROUGHT,YES,,0.5,YES,DROUGHT,JUNE,MAY,,,120,60,1,2
32-73-64-62,0631-001-001,2,18,YES,,,YES,MORE FERTILE FOR THE SOIL,SEED CO,IMPROVED,1,KG,HAKUNA,,,1,KG,2000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,YES,DROUGHT,YES,,0.1,YES,DROUGHT,MAY,JUNE,,,5,7500,1,2
04-35-19-17,0631-008-001,1,1,NO,3/4,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.25,YES,DROUGHT,JUNE,JUNE,,,40,10000,1,4
04-35-19-17,0631-008-001,1,28,NO,3/4,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.25,YES,DROUGHT,APRIL,APRIL,,,45,15000,1,4
55-80-06-17,0632-001-001,3,2,YES,,,NO,,KIENYEJI,TRADITIONAL,20,KG,HAKUNA,,,20,KG,10000,SOKO,KARIBU NA MJI,NO,,YES,,1,NO,,JUNE,JUNE,,,720,252000,1,2
23-49-04-65,0633-001-002,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,KATUMBILI,IMPROVED,8,SMALL CUP,HAKUNA,,,8,SMALL CUP,5000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,YES,,0.5,YES,DROUGHT,JUNE,JULY,,,360,153000,2,6
23-49-04-65,0633-001-002,4,1,YES,,,YES,MORE FERTILE FOR THE SOIL,KATUMBILI,IMPROVED,4,KG,HAKUNA,,,4,KG,24000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,YES,DROUGHT,YES,,0.5,NO,,JUNE,MAY,,,160,64000,2,6
23-49-04-65,0633-001-002,4,28,YES,,,YES,MORE FERTILE FOR THE SOIL,KISUKUMA,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,APRIL,MAY,,,80,112000,2,6
41-41-80-91,0633-011-002,1,1,NO,1/2,DROUGHT,YES,MORE FERTILE FOR THE SOIL,KATUMBILI,IMPROVED,4,KG,HAKUNA,,,4,KG,24000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,YES,INSECTS,YES,,0.5,YES,DROUGHT,APRIL,MAY,,,162,63000,2,
41-41-80-91,0633-011-002,1,3,NO,1/2,DROUGHT,YES,MORE FERTILE FOR THE SOIL,MASERENA,TRADITIONAL,10,LARGE CUP,10,LARGE CUP,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,0.5,YES,DISEASES AND COMMUNITY PROBLEMS,JULY,JULY,,,240,60000,2,
41-41-80-91,0633-011-002,1,11,NO,1/4,WAS DIVIDED,NO,,VIAZI KIENYEJI,TRADITIONAL,3,OTHER (SPECIFY),3,OTHER (SPECIFY),TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.3,NO,,AUGUST,OCTOBER,,,900,200000,2,
41-41-80-91,0633-011-002,2,1,NO,1/2,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,KATUMBILI,IMPROVED,4,KG,HAKUNA,,,4,KG,24000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,YES,INSECTS,YES,,0.5,YES,DROUGHT,APRIL,APRIL,,,216,72000,2,
41-41-80-91,0633-011-002,2,3,NO,1/2,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,MASERENA,TRADITIONAL,3,KG,3,KG,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,0.5,YES,INSECTS,JULY,JULY,,,216,60000,2,
41-41-80-91,0633-011-002,2,19,NO,1/2,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.5,YES,DROUGHT,MARCH,APRIL,,,65,60000,2,
41-41-80-91,0633-011-002,2,28,NO,1/2,AG EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,KARANGA NYEUPE,TRADITIONAL,1,20 LITER BUCKET,1,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,YES,INSECTS,YES,,0.5,YES,INSECTS,JUNE,JULY,,,60,30000,2,
41-41-80-91,0633-011-002,3,2,YES,,,NO,,BULUNGWA,TRADITIONAL,6,20 LITER BUCKET,6,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,2,YES,DROUGHT,MAY,JUNE,,,2250,1500000,2,
76-41-43-15,0634-001-001,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIFARU,IMPROVED,24,KG,HAKUNA,,,24,KG,133000,DUKANI/MCHUUZI,WILAYA NYINGINE,NO,,YES,,0.6,YES,INSECTS,APRIL,MAY,,,6,180000,1,
76-41-43-15,0634-001-001,1,2,NO,3/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MPUNGA,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,1,NO,,APRIL,MAY,,,12,360000,1,
76-41-43-15,0634-001-001,1,28,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KARANGA,TRADITIONAL,2,KG,HAKUNA,,,2,KG,2000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,YES,DROUGHT,MARCH,APRIL,,,120,120000,1,
25-15-56-96,0637-001-001,1,2,YES,,,NO,,KIENYEJI,TRADITIONAL,80,KG,80,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,2,YES,DROUGHT,JUNE,JULY,,,1800,1080000,1,2
25-15-56-96,0637-001-001,2,1,NO,1/4,LACK OF TOOLS/EQUIPMENTS,NO,,KIENYEJI,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,2,YES,DROUGHT,APRIL,JUNE,,,360,288000,1,2
76-14-69-90,0638-001-001,1,1,NO,1/4,WAS DIVIDED,NO,,CHAPATI MBILI,IMPROVED,4,KG,HAKUNA,,,4,KG,10000,SOKO,KARIBU NA MJI,YES,INSECTS,YES,,1,YES,DROUGHT,JUNE,JULY,,,160,40000,1,
80-55-01-46,0639-007-001,1,1,NO,1/2,WAS DIVIDED,NO,,TUMBIRI,IMPROVED,6,KG,HAKUNA,,,6,KG,36000,DUKANI/MCHUUZI,KARIBU NA MJI,YES,INSECTS,YES,,0.5,YES,INSECTS,APRIL,MAY,,,420,147000,1,
80-55-01-46,0639-007-001,2,2,NO,1/4,DROUGHT,NO,,MPUNGA,TRADITIONAL,15,KG,15,KG,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,0.5,YES,DROUGHT,MAY,MAY,,,850,336000,1,
03-58-62-92,0639-007-003,1,11,NO,1/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,VIAZI VITAMU,TRADITIONAL,2,OTHER (SPECIFY),HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.5,YES,DROUGHT,APRIL,AUGUST,,,4,120000,1,
03-58-62-92,0639-007-003,1,26,NO,1/2,DROUGHT,YES,MORE FERTILE FOR THE SOIL,ALIZETI,TRADITIONAL,30,KG,30,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1.5,YES,DROUGHT,JUNE,JULY,,,600,240000,1,
03-58-62-92,0639-007-003,2,1,NO,3/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,80,KG,80,KG,TRADITIONAL,HAKUNA,,,,,YES,ANIMALS,YES,,2,YES,DROUGHT,APRIL,MAY,,,1000,480000,1,
03-58-62-92,0639-007-003,2,28,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KARANGA,TRADITIONAL,35,KG,35,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,YES,DROUGHT,APRIL,JUNE,,,500,300000,1,
55-68-21-86,0640-001-001,1,1,YES,,,NO,,KIENYEJI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,MAY,MAY,,,40,16000,1,
55-68-21-86,0640-001-001,2,1,YES,,,NO,,KIENYEJI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,MAY,MAY,,,80,32000,1,
03-65-77-41,0641-001-001,1,1,YES,,,NO,,KIENYEJI,TRADITIONAL,3,KG,3,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.8,YES,DROUGHT,JUNE,JUNE,,,120,30000,1,
04-52-63-04,0642-001-001,1,17,YES,,,NO,,ASILI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,JUNE,JUNE,,,60,60000,1,2
04-52-63-04,0642-001-001,3,14,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,SEPTEMBER,NOVEMBER,,,70,135000,1,2
04-52-63-04,0642-001-001,3,17,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,JULY,JUNE,,,80,80000,1,2
04-52-63-04,0642-001-001,4,11,NO,1/4,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,YES,THEFT,YES,,0.25,NO,,JUNE,JULY,,,80,130000,1,2
86-97-87-20,0642-001-003,1,12,NO,1/4,WAS DIVIDED,NO,,KABATA,TRADITIONAL,50,KG,HAKUNA,,,50,KG,15000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.3,NO,,JUNE,JUNE,,,225,45000,1,2
86-97-87-20,0642-001-003,1,17,NO,1/2,WAS DIVIDED,NO,,ROSEKOKO,TRADITIONAL,8,KG,HAKUNA,,,8,KG,8000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,YES,,0.5,NO,,MAY,JUNE,,,120,90000,1,2
86-97-87-20,0642-001-003,2,17,NO,1/2,LACK SEEDS,NO,,ROSEKOKO,TRADITIONAL,4,KG,HAKUNA,,,4,KG,4000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.5,NO,,JUNE,JUNE,,,60,45000,1,2
15-94-42-33,0642-001-004,1,14,YES,,,NO,,ASILI,TRADITIONAL,40,KG,40,KG,IMPROVED,HAKUNA,,,,,NO,,YES,,0.2,NO,,APRIL,JULY,,,30,25000,1,2
96-16-28-77,0642-001-006,1,14,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,RANGI RANGI,TRADITIONAL,12,OTHER (SPECIFY),HAKUNA,,,HAKUNA,,,,,NO,,NO,STILL IN PLOT,,,,,,,,,,,
96-16-28-77,0642-001-006,1,17,YES,,,YES,MORE FERTILE FOR THE SOIL,ROSE COCO,TRADITIONAL,15,LARGE CUP,15,LARGE CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.3,NO,,JUNE,JUNE,,,60,45000,1,2
96-16-28-77,0642-001-006,3,17,YES,,,NO,,ROSE COCO,TRADITIONAL,10,LARGE CUP,10,LARGE CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.3,YES,INSECTS,JUNE,JULY,,,40,30000,1,
04-94-12-79,0642-001-009,1,17,YES,,,YES,MORE FERTILE FOR THE SOIL,MAHARAGE MEUPE,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.3,NO,,JUNE,JULY,,,120,78000,1,
09-53-11-55,0643-001-001,1,17,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,ROSE COCO,TRADITIONAL,1,20 LITER BUCKET,1,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,YES,FLOOD / RAIN,YES,,0.3,NO,,JUNE,JUNE,,,40,18000,1,2
09-53-11-55,0643-001-001,3,17,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,ROSE COCO,TRADITIONAL,35,LARGE CUP,35,LARGE CUP,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,0.5,YES,ANIMALS,JUNE,JULY,,,100,45000,1,2
22-96-87-35,0643-001-004,1,17,YES,,,NO,,ROSE COCO,TRADITIONAL,8,KG,8,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,JANUARY,JANUARY,,,60,60000,1,2
73-72-53-25,0644-001-001,1,17,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,5,KG,5,KG,TRADITIONAL,HAKUNA,,,,,YES,DISEASES,NO,OTHER (SPECIFY),,,,,,,,,,,
95-29-04-76,0645-001-001,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,SEEDCO,"IMPROVED, RECYCLED",1,KG,1,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,0.2,NO,,JUNE,JUNE,,,50,15000,2,
95-29-04-76,0645-001-001,2,17,YES,,,YES,MORE FERTILE FOR THE SOIL,NJANO,TRADITIONAL,5,KG,5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,JUNE,JUNE,,,60,45000,2,
95-29-04-76,0645-001-001,3,17,YES,,,NO,,KASUKARI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,JUNE,,,18,20000,2,
81-88-93-76,0645-001-003,1,11,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,40,KG,40,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,OCTOBER,,,140,80000,1,
