interview__key,sdd_hhid,productid,lf08_01,lf08_02,lf08_03_1,lf08_03_2,lf08_04,lf08_05_1,lf08_05_2,lf08_06,lf08_07_a,lf08_07_b,lf08_07_c,lf08_08_1,lf08_08_2
23-05-27-92,0279-006-001,SKIN/HIDES,NO,,,,,,,,,,,,
53-31-80-18,0280-001-001,EGGS,,,,,,,,,,,,,
53-31-80-18,0280-001-001,HONEY,,,,,,,,,,,,,
53-31-80-18,0280-001-001,SKIN/HIDES,,,,,,,,,,,,,
18-82-85-31,0280-001-003,EGGS,,,,,,,,,,,,,
18-82-85-31,0280-001-003,HONEY,,,,,,,,,,,,,
18-82-85-31,0280-001-003,SKIN/HIDES,,,,,,,,,,,,,
39-02-00-74,0280-001-004,EGGS,,,,,,,,,,,,,
39-02-00-74,0280-001-004,HONEY,,,,,,,,,,,,,
39-02-00-74,0280-001-004,SKIN/HIDES,,,,,,,,,,,,,
80-17-56-66,0283-001-001,EGGS,,,,,,,,,,,,,
80-17-56-66,0283-001-001,HONEY,,,,,,,,,,,,,
80-17-56-66,0283-001-001,SKIN/HIDES,,,,,,,,,,,,,
79-01-71-66,0283-003-001,EGGS,,,,,,,,,,,,,
79-01-71-66,0283-003-001,HONEY,,,,,,,,,,,,,
79-01-71-66,0283-003-001,SKIN/HIDES,,,,,,,,,,,,,
98-28-80-40,0283-003-002,EGGS,,,,,,,,,,,,,
98-28-80-40,0283-003-002,HONEY,,,,,,,,,,,,,
98-28-80-40,0283-003-002,SKIN/HIDES,,,,,,,,,,,,,
25-73-08-47,0284-001-001,EGGS,,,,,,,,,,,,,
25-73-08-47,0284-001-001,HONEY,,,,,,,,,,,,,
25-73-08-47,0284-001-001,SKIN/HIDES,,,,,,,,,,,,,
74-35-04-61,0285-001-001,EGGS,,,,,,,,,,,,,
74-35-04-61,0285-001-001,HONEY,,,,,,,,,,,,,
74-35-04-61,0285-001-001,SKIN/HIDES,,,,,,,,,,,,,
16-61-30-78,0287-001-001,EGGS,,,,,,,,,,,,,
16-61-30-78,0287-001-001,HONEY,,,,,,,,,,,,,
16-61-30-78,0287-001-001,SKIN/HIDES,,,,,,,,,,,,,
84-51-41-53,0288-001-001,EGGS,,,,,,,,,,,,,
84-51-41-53,0288-001-001,HONEY,,,,,,,,,,,,,
84-51-41-53,0288-001-001,SKIN/HIDES,,,,,,,,,,,,,
63-02-03-97,0290-001-001,EGGS,,,,,,,,,,,,,
63-02-03-97,0290-001-001,HONEY,,,,,,,,,,,,,
63-02-03-97,0290-001-001,SKIN/HIDES,,,,,,,,,,,,,
35-18-85-05,0291-001-001,EGGS,YES,2,10,PIECES,NO,,,,,,,,
35-18-85-05,0291-001-001,HONEY,NO,,,,,,,,,,,,
35-18-85-05,0291-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
85-31-10-94,0291-001-003,EGGS,,,,,,,,,,,,,
85-31-10-94,0291-001-003,HONEY,,,,,,,,,,,,,
85-31-10-94,0291-001-003,SKIN/HIDES,,,,,,,,,,,,,
82-39-62-03,0291-001-005,EGGS,,,,,,,,,,,,,
82-39-62-03,0291-001-005,HONEY,,,,,,,,,,,,,
82-39-62-03,0291-001-005,SKIN/HIDES,,,,,,,,,,,,,
65-18-30-41,0292-001-001,EGGS,,,,,,,,,,,,,
65-18-30-41,0292-001-001,HONEY,,,,,,,,,,,,,
65-18-30-41,0292-001-001,SKIN/HIDES,,,,,,,,,,,,,
55-20-85-17,0294-001-001,EGGS,,,,,,,,,,,,,
55-20-85-17,0294-001-001,HONEY,,,,,,,,,,,,,
55-20-85-17,0294-001-001,SKIN/HIDES,,,,,,,,,,,,,
62-38-02-67,0295-001-001,EGGS,YES,2,40,PIECES,YES,30,PIECES,9000,16,,NDANI YA KIJIJI /MJI,1,
62-38-02-67,0295-001-001,HONEY,NO,,,,,,,,,,,,
62-38-02-67,0295-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
36-60-91-30,0296-001-002,EGGS,,,,,,,,,,,,,
36-60-91-30,0296-001-002,HONEY,,,,,,,,,,,,,
36-60-91-30,0296-001-002,SKIN/HIDES,,,,,,,,,,,,,
61-96-62-14,0298-006-001,EGGS,,,,,,,,,,,,,
61-96-62-14,0298-006-001,HONEY,,,,,,,,,,,,,
61-96-62-14,0298-006-001,SKIN/HIDES,,,,,,,,,,,,,
01-12-50-30,0298-006-004,EGGS,YES,5,1800,PIECES,YES,7500,PIECES,1750000,9,,NDANI YA KIJIJI /MJI,1,
01-12-50-30,0298-006-004,HONEY,NO,,,,,,,,,,,,
01-12-50-30,0298-006-004,SKIN/HIDES,NO,,,,,,,,,,,,
81-68-55-28,0298-006-006,EGGS,,,,,,,,,,,,,
81-68-55-28,0298-006-006,HONEY,,,,,,,,,,,,,
81-68-55-28,0298-006-006,SKIN/HIDES,,,,,,,,,,,,,
82-47-05-90,0298-006-007,EGGS,,,,,,,,,,,,,
82-47-05-90,0298-006-007,HONEY,,,,,,,,,,,,,
82-47-05-90,0298-006-007,SKIN/HIDES,,,,,,,,,,,,,
50-08-76-82,0299-001-001,EGGS,YES,3,68,PIECES,NO,,,,,,,,
50-08-76-82,0299-001-001,HONEY,NO,,,,,,,,,,,,
50-08-76-82,0299-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
16-73-84-34,0300-001-001,EGGS,YES,1,8,PIECES,NO,,,,,,,,
16-73-84-34,0300-001-001,HONEY,NO,,,,,,,,,,,,
16-73-84-34,0300-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
88-95-31-32,0300-001-002,EGGS,,,,,,,,,,,,,
88-95-31-32,0300-001-002,HONEY,,,,,,,,,,,,,
88-95-31-32,0300-001-002,SKIN/HIDES,,,,,,,,,,,,,
21-51-87-14,0301-001-001,EGGS,YES,3,20,PIECES,NO,,,,,,,,
21-51-87-14,0301-001-001,HONEY,NO,,,,,,,,,,,,
21-51-87-14,0301-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
49-07-66-40,0301-005-001,EGGS,,,,,,,,,,,,,
49-07-66-40,0301-005-001,HONEY,,,,,,,,,,,,,
49-07-66-40,0301-005-001,SKIN/HIDES,,,,,,,,,,,,,
30-98-65-42,0302-001-001,EGGS,YES,3,28,PIECES,YES,10,PIECES,2500,16,,NDANI YA KIJIJI /MJI,1,
30-98-65-42,0302-001-001,HONEY,NO,,,,,,,,,,,,
30-98-65-42,0302-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
66-47-83-10,0303-001-001,EGGS,,,,,,,,,,,,,
66-47-83-10,0303-001-001,HONEY,,,,,,,,,,,,,
66-47-83-10,0303-001-001,SKIN/HIDES,,,,,,,,,,,,,
62-07-81-83,0304-001-001,EGGS,YES,2,25,PIECES,NO,,,,,,,,
62-07-81-83,0304-001-001,HONEY,NO,,,,,,,,,,,,
62-07-81-83,0304-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
32-14-67-22,0305-001-001,EGGS,,,,,,,,,,,,,
32-14-67-22,0305-001-001,HONEY,,,,,,,,,,,,,
32-14-67-22,0305-001-001,SKIN/HIDES,,,,,,,,,,,,,
69-04-27-82,0306-001-001,EGGS,YES,2,12,PIECES,NO,,,,,,,,
69-04-27-82,0306-001-001,HONEY,NO,,,,,,,,,,,,
69-04-27-82,0306-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
80-51-24-60,0307-001-001,EGGS,YES,3,15,PIECES,NO,,,,,,,,
80-51-24-60,0307-001-001,HONEY,NO,,,,,,,,,,,,
80-51-24-60,0307-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
03-60-63-99,0308-001-001,EGGS,,,,,,,,,,,,,
03-60-63-99,0308-001-001,HONEY,,,,,,,,,,,,,
03-60-63-99,0308-001-001,SKIN/HIDES,,,,,,,,,,,,,
32-19-64-20,0309-001-001,EGGS,,,,,,,,,,,,,
32-19-64-20,0309-001-001,HONEY,,,,,,,,,,,,,
32-19-64-20,0309-001-001,SKIN/HIDES,,,,,,,,,,,,,
40-17-36-05,0310-001-001,EGGS,,,,,,,,,,,,,
40-17-36-05,0310-001-001,HONEY,,,,,,,,,,,,,
40-17-36-05,0310-001-001,SKIN/HIDES,,,,,,,,,,,,,
55-61-56-57,0311-002-001,EGGS,YES,3,30,PIECES,NO,,,,,,,,
55-61-56-57,0311-002-001,HONEY,,,,,,,,,,,,,
55-61-56-57,0311-002-001,SKIN/HIDES,,,,,,,,,,,,,
98-25-23-09,0312-001-001,EGGS,,,,,,,,,,,,,
98-25-23-09,0312-001-001,HONEY,,,,,,,,,,,,,
98-25-23-09,0312-001-001,SKIN/HIDES,,,,,,,,,,,,,
61-31-47-40,0312-002-001,EGGS,,,,,,,,,,,,,
61-31-47-40,0312-002-001,HONEY,,,,,,,,,,,,,
61-31-47-40,0312-002-001,SKIN/HIDES,,,,,,,,,,,,,
22-19-05-49,0313-001-001,EGGS,YES,2,15,PIECES,NO,,,,,,,,
22-19-05-49,0313-001-001,HONEY,NO,,,,,,,,,,,,
22-19-05-49,0313-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
61-15-16-96,0314-001-001,EGGS,YES,3,20,PIECES,NO,,,,,,,,
61-15-16-96,0314-001-001,HONEY,NO,,,,,,,,,,,,
61-15-16-96,0314-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
66-32-50-84,0314-001-005,EGGS,YES,3,70,PIECES,NO,,,,,,,,
66-32-50-84,0314-001-005,HONEY,NO,,,,,,,,,,,,
66-32-50-84,0314-001-005,SKIN/HIDES,YES,3,1,PIECES,NO,,,,,,,,
53-55-68-22,0315-001-001,EGGS,,,,,,,,,,,,,
53-55-68-22,0315-001-001,HONEY,,,,,,,,,,,,,
53-55-68-22,0315-001-001,SKIN/HIDES,,,,,,,,,,,,,
21-83-46-82,0315-001-003,EGGS,,,,,,,,,,,,,
21-83-46-82,0315-001-003,HONEY,,,,,,,,,,,,,
21-83-46-82,0315-001-003,SKIN/HIDES,,,,,,,,,,,,,
19-01-66-04,0315-001-006,EGGS,,,,,,,,,,,,,
19-01-66-04,0315-001-006,HONEY,,,,,,,,,,,,,
19-01-66-04,0315-001-006,SKIN/HIDES,,,,,,,,,,,,,
33-84-24-00,0316-001-001,EGGS,,,,,,,,,,,,,
33-84-24-00,0316-001-001,HONEY,,,,,,,,,,,,,
33-84-24-00,0316-001-001,SKIN/HIDES,,,,,,,,,,,,,
93-08-92-21,0317-002-001,EGGS,,,,,,,,,,,,,
93-08-92-21,0317-002-001,HONEY,,,,,,,,,,,,,
93-08-92-21,0317-002-001,SKIN/HIDES,,,,,,,,,,,,,
90-09-81-16,0318-001-001,EGGS,,,,,,,,,,,,,
90-09-81-16,0318-001-001,HONEY,,,,,,,,,,,,,
90-09-81-16,0318-001-001,SKIN/HIDES,,,,,,,,,,,,,
79-96-60-97,0319-001-001,EGGS,,,,,,,,,,,,,
79-96-60-97,0319-001-001,HONEY,,,,,,,,,,,,,
79-96-60-97,0319-001-001,SKIN/HIDES,,,,,,,,,,,,,
70-01-42-10,0319-002-001,EGGS,YES,1,10,PIECES,NO,,,,,,,,
70-01-42-10,0319-002-001,HONEY,NO,,,,,,,,,,,,
70-01-42-10,0319-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
50-35-86-27,0320-001-001,EGGS,,,,,,,,,,,,,
50-35-86-27,0320-001-001,HONEY,,,,,,,,,,,,,
50-35-86-27,0320-001-001,SKIN/HIDES,,,,,,,,,,,,,
87-02-55-58,0321-001-001,EGGS,YES,6,40,PIECES,NO,,,,,,,,
87-02-55-58,0321-001-001,HONEY,NO,,,,,,,,,,,,
87-02-55-58,0321-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
72-26-60-34,0322-001-001,EGGS,YES,4,20,PIECES,NO,,,,,,,,
72-26-60-34,0322-001-001,HONEY,NO,,,,,,,,,,,,
72-26-60-34,0322-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
18-58-75-31,0322-006-001,EGGS,,,,,,,,,,,,,
18-58-75-31,0322-006-001,HONEY,,,,,,,,,,,,,
18-58-75-31,0322-006-001,SKIN/HIDES,,,,,,,,,,,,,
65-67-16-12,0323-001-001,EGGS,,,,,,,,,,,,,
65-67-16-12,0323-001-001,HONEY,,,,,,,,,,,,,
65-67-16-12,0323-001-001,SKIN/HIDES,,,,,,,,,,,,,
52-03-88-73,0324-001-001,EGGS,,,,,,,,,,,,,
52-03-88-73,0324-001-001,HONEY,,,,,,,,,,,,,
52-03-88-73,0324-001-001,SKIN/HIDES,,,,,,,,,,,,,
50-46-20-22,0325-002-001,EGGS,,,,,,,,,,,,,
50-46-20-22,0325-002-001,HONEY,,,,,,,,,,,,,
50-46-20-22,0325-002-001,SKIN/HIDES,,,,,,,,,,,,,
75-47-93-54,0326-001-001,EGGS,YES,1,12,PIECES,NO,,,,,,,,
75-47-93-54,0326-001-001,HONEY,NO,,,,,,,,,,,,
75-47-93-54,0326-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
38-80-82-46,0327-001-001,EGGS,YES,4,22,PIECES,NO,,,,,,,,
38-80-82-46,0327-001-001,HONEY,NO,,,,,,,,,,,,
38-80-82-46,0327-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
88-15-45-24,0328-001-001,EGGS,YES,3,15,PIECES,NO,,,,,,,,
88-15-45-24,0328-001-001,HONEY,NO,,,,,,,,,,,,
88-15-45-24,0328-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
24-39-40-17,0329-001-001,EGGS,,,,,,,,,,,,,
24-39-40-17,0329-001-001,HONEY,,,,,,,,,,,,,
24-39-40-17,0329-001-001,SKIN/HIDES,,,,,,,,,,,,,
79-72-16-28,0330-001-001,EGGS,YES,2,15,PIECES,NO,,,,,,,,
79-72-16-28,0330-001-001,HONEY,NO,,,,,,,,,,,,
79-72-16-28,0330-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
38-57-13-13,0331-001-001,EGGS,YES,2,13,PIECES,NO,,,,,,,,
38-57-13-13,0331-001-001,HONEY,NO,,,,,,,,,,,,
38-57-13-13,0331-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
62-23-66-59,0332-004-001,EGGS,YES,2,12,PIECES,NO,,,,,,,,
62-23-66-59,0332-004-001,HONEY,NO,,,,,,,,,,,,
62-23-66-59,0332-004-001,SKIN/HIDES,NO,,,,,,,,,,,,
90-12-94-91,0335-001-001,EGGS,YES,2,18,PIECES,NO,,,,,,,,
90-12-94-91,0335-001-001,HONEY,NO,,,,,,,,,,,,
90-12-94-91,0335-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
59-32-89-82,0336-001-001,EGGS,NO,,,,,,,,,,,,
59-32-89-82,0336-001-001,HONEY,NO,,,,,,,,,,,,
59-32-89-82,0336-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
95-97-57-76,0337-001-001,EGGS,,,,,,,,,,,,,
95-97-57-76,0337-001-001,HONEY,,,,,,,,,,,,,
95-97-57-76,0337-001-001,SKIN/HIDES,,,,,,,,,,,,,
79-32-59-15,0337-003-001,EGGS,,,,,,,,,,,,,
79-32-59-15,0337-003-001,HONEY,,,,,,,,,,,,,
79-32-59-15,0337-003-001,SKIN/HIDES,,,,,,,,,,,,,
57-22-81-69,0338-001-001,EGGS,YES,2,23,PIECES,NO,,,,,,,,
57-22-81-69,0338-001-001,HONEY,NO,,,,,,,,,,,,
57-22-81-69,0338-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
58-48-25-77,0339-001-001,EGGS,,,,,,,,,,,,,
58-48-25-77,0339-001-001,HONEY,,,,,,,,,,,,,
58-48-25-77,0339-001-001,SKIN/HIDES,,,,,,,,,,,,,
09-00-90-33,0340-001-001,EGGS,,,,,,,,,,,,,
09-00-90-33,0340-001-001,HONEY,,,,,,,,,,,,,
09-00-90-33,0340-001-001,SKIN/HIDES,,,,,,,,,,,,,
54-25-70-23,0341-001-001,EGGS,,,,,,,,,,,,,
54-25-70-23,0341-001-001,HONEY,,,,,,,,,,,,,
54-25-70-23,0341-001-001,SKIN/HIDES,,,,,,,,,,,,,
42-32-57-47,0342-001-001,EGGS,,,,,,,,,,,,,
42-32-57-47,0342-001-001,HONEY,,,,,,,,,,,,,
42-32-57-47,0342-001-001,SKIN/HIDES,,,,,,,,,,,,,
84-20-57-41,0342-001-002,EGGS,,,,,,,,,,,,,
84-20-57-41,0342-001-002,HONEY,,,,,,,,,,,,,
84-20-57-41,0342-001-002,SKIN/HIDES,,,,,,,,,,,,,
85-31-76-02,0343-001-001,EGGS,,,,,,,,,,,,,
85-31-76-02,0343-001-001,HONEY,,,,,,,,,,,,,
85-31-76-02,0343-001-001,SKIN/HIDES,,,,,,,,,,,,,
17-16-19-11,0343-005-001,EGGS,,,,,,,,,,,,,
17-16-19-11,0343-005-001,HONEY,,,,,,,,,,,,,
17-16-19-11,0343-005-001,SKIN/HIDES,,,,,,,,,,,,,
03-69-94-07,0343-005-005,EGGS,,,,,,,,,,,,,
03-69-94-07,0343-005-005,HONEY,,,,,,,,,,,,,
03-69-94-07,0343-005-005,SKIN/HIDES,,,,,,,,,,,,,
50-97-33-57,0344-001-001,EGGS,,,,,,,,,,,,,
50-97-33-57,0344-001-001,HONEY,,,,,,,,,,,,,
50-97-33-57,0344-001-001,SKIN/HIDES,,,,,,,,,,,,,
26-84-97-44,0346-001-001,EGGS,YES,1,13,PIECES,NO,,,,,,,,
26-84-97-44,0346-001-001,HONEY,NO,,,,,,,,,,,,
26-84-97-44,0346-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
33-87-72-22,0347-001-001,EGGS,YES,2,10,PIECES,NO,,,,,,,,
33-87-72-22,0347-001-001,HONEY,NO,,,,,,,,,,,,
33-87-72-22,0347-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
27-37-98-68,0348-001-001,EGGS,YES,2,40,PIECES,NO,,,,,,,,
27-37-98-68,0348-001-001,HONEY,NO,,,,,,,,,,,,
27-37-98-68,0348-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
62-47-27-99,0348-001-005,EGGS,,,,,,,,,,,,,
62-47-27-99,0348-001-005,HONEY,,,,,,,,,,,,,
62-47-27-99,0348-001-005,SKIN/HIDES,,,,,,,,,,,,,
03-38-40-57,0349-001-001,EGGS,,,,,,,,,,,,,
03-38-40-57,0349-001-001,HONEY,,,,,,,,,,,,,
03-38-40-57,0349-001-001,SKIN/HIDES,,,,,,,,,,,,,
83-73-69-11,0350-001-001,EGGS,YES,1,13,PIECES,NO,,,,,,,,
83-73-69-11,0350-001-001,HONEY,NO,,,,,,,,,,,,
83-73-69-11,0350-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
05-53-86-21,0351-001-001,EGGS,YES,1,12,PIECES,NO,,,,,,,,
05-53-86-21,0351-001-001,HONEY,NO,,,,,,,,,,,,
05-53-86-21,0351-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
62-06-81-29,0352-001-001,EGGS,NO,,,,,,,,,,,,
62-06-81-29,0352-001-001,HONEY,NO,,,,,,,,,,,,
62-06-81-29,0352-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
52-06-17-29,0353-001-001,EGGS,,,,,,,,,,,,,
52-06-17-29,0353-001-001,HONEY,,,,,,,,,,,,,
52-06-17-29,0353-001-001,SKIN/HIDES,,,,,,,,,,,,,
72-28-80-03,0354-001-001,EGGS,YES,2,15,PIECES,NO,,,,,,,,
72-28-80-03,0354-001-001,HONEY,NO,,,,,,,,,,,,
72-28-80-03,0354-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
78-10-03-87,0356-001-001,EGGS,YES,1,6,PIECES,NO,,,,,,,,
78-10-03-87,0356-001-001,HONEY,NO,,,,,,,,,,,,
78-10-03-87,0356-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
74-58-85-63,0357-001-001,EGGS,NO,,,,,,,,,,,,
74-58-85-63,0357-001-001,HONEY,NO,,,,,,,,,,,,
74-58-85-63,0357-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
16-56-85-66,0357-003-001,EGGS,NO,,,,,,,,,,,,
16-56-85-66,0357-003-001,HONEY,NO,,,,,,,,,,,,
16-56-85-66,0357-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
81-04-99-31,0358-001-001,EGGS,,,,,,,,,,,,,
81-04-99-31,0358-001-001,HONEY,,,,,,,,,,,,,
81-04-99-31,0358-001-001,SKIN/HIDES,,,,,,,,,,,,,
57-01-29-66,0359-001-001,EGGS,YES,2,23,PIECES,NO,,,,,,,,
57-01-29-66,0359-001-001,HONEY,NO,,,,,,,,,,,,
57-01-29-66,0359-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
34-32-29-13,0360-001-001,EGGS,,,,,,,,,,,,,
34-32-29-13,0360-001-001,HONEY,,,,,,,,,,,,,
34-32-29-13,0360-001-001,SKIN/HIDES,,,,,,,,,,,,,
75-12-65-48,0361-001-001,EGGS,,,,,,,,,,,,,
75-12-65-48,0361-001-001,HONEY,,,,,,,,,,,,,
75-12-65-48,0361-001-001,SKIN/HIDES,,,,,,,,,,,,,
05-93-71-40,0362-001-001,EGGS,YES,3,34,PIECES,NO,,,,,,,,
05-93-71-40,0362-001-001,HONEY,NO,,,,,,,,,,,,
05-93-71-40,0362-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
25-93-23-16,0363-001-001,EGGS,,,,,,,,,,,,,
25-93-23-16,0363-001-001,HONEY,,,,,,,,,,,,,
25-93-23-16,0363-001-001,SKIN/HIDES,,,,,,,,,,,,,
82-38-78-50,0363-003-001,EGGS,,,,,,,,,,,,,
82-38-78-50,0363-003-001,HONEY,,,,,,,,,,,,,
82-38-78-50,0363-003-001,SKIN/HIDES,,,,,,,,,,,,,
16-25-69-84,0364-001-001,EGGS,YES,1,15,PIECES,NO,,,,,,,,
16-25-69-84,0364-001-001,HONEY,NO,,,,,,,,,,,,
16-25-69-84,0364-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
88-18-02-06,0366-001-001,EGGS,YES,1,10,PIECES,NO,,,,,,,,
88-18-02-06,0366-001-001,HONEY,NO,,,,,,,,,,,,
88-18-02-06,0366-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
98-93-28-99,0367-001-001,EGGS,,,,,,,,,,,,,
98-93-28-99,0367-001-001,HONEY,,,,,,,,,,,,,
98-93-28-99,0367-001-001,SKIN/HIDES,,,,,,,,,,,,,
72-02-74-10,0368-001-001,EGGS,,,,,,,,,,,,,
72-02-74-10,0368-001-001,HONEY,,,,,,,,,,,,,
72-02-74-10,0368-001-001,SKIN/HIDES,,,,,,,,,,,,,
37-91-82-56,0369-001-001,EGGS,,,,,,,,,,,,,
37-91-82-56,0369-001-001,HONEY,,,,,,,,,,,,,
37-91-82-56,0369-001-001,SKIN/HIDES,,,,,,,,,,,,,
89-45-31-74,0369-001-010,EGGS,,,,,,,,,,,,,
89-45-31-74,0369-001-010,HONEY,,,,,,,,,,,,,
89-45-31-74,0369-001-010,SKIN/HIDES,,,,,,,,,,,,,
05-20-75-51,0370-001-001,EGGS,,,,,,,,,,,,,
05-20-75-51,0370-001-001,HONEY,,,,,,,,,,,,,
05-20-75-51,0370-001-001,SKIN/HIDES,,,,,,,,,,,,,
81-59-39-48,0370-002-001,EGGS,,,,,,,,,,,,,
81-59-39-48,0370-002-001,HONEY,,,,,,,,,,,,,
81-59-39-48,0370-002-001,SKIN/HIDES,,,,,,,,,,,,,
33-40-21-23,0371-001-001,EGGS,,,,,,,,,,,,,
33-40-21-23,0371-001-001,HONEY,,,,,,,,,,,,,
33-40-21-23,0371-001-001,SKIN/HIDES,,,,,,,,,,,,,
36-31-22-46,0372-001-001,EGGS,,,,,,,,,,,,,
36-31-22-46,0372-001-001,HONEY,,,,,,,,,,,,,
36-31-22-46,0372-001-001,SKIN/HIDES,,,,,,,,,,,,,
62-16-24-46,0372-004-001,EGGS,,,,,,,,,,,,,
62-16-24-46,0372-004-001,HONEY,,,,,,,,,,,,,
62-16-24-46,0372-004-001,SKIN/HIDES,,,,,,,,,,,,,
95-89-46-21,0372-004-002,EGGS,,,,,,,,,,,,,
95-89-46-21,0372-004-002,HONEY,,,,,,,,,,,,,
95-89-46-21,0372-004-002,SKIN/HIDES,,,,,,,,,,,,,
73-64-57-68,0373-001-001,EGGS,,,,,,,,,,,,,
73-64-57-68,0373-001-001,HONEY,,,,,,,,,,,,,
73-64-57-68,0373-001-001,SKIN/HIDES,,,,,,,,,,,,,
31-00-50-10,0374-001-001,EGGS,,,,,,,,,,,,,
31-00-50-10,0374-001-001,HONEY,,,,,,,,,,,,,
31-00-50-10,0374-001-001,SKIN/HIDES,,,,,,,,,,,,,
60-58-87-22,0375-001-001,EGGS,YES,3,39,PIECES,NO,,,,,,,,
60-58-87-22,0375-001-001,HONEY,NO,,,,,,,,,,,,
60-58-87-22,0375-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
21-71-05-05,0375-001-004,EGGS,,,,,,,,,,,,,
21-71-05-05,0375-001-004,HONEY,,,,,,,,,,,,,
21-71-05-05,0375-001-004,SKIN/HIDES,,,,,,,,,,,,,
14-25-57-80,0376-001-001,EGGS,,,,,,,,,,,,,
14-25-57-80,0376-001-001,HONEY,,,,,,,,,,,,,
14-25-57-80,0376-001-001,SKIN/HIDES,,,,,,,,,,,,,
87-29-04-68,0377-001-001,EGGS,,,,,,,,,,,,,
87-29-04-68,0377-001-001,HONEY,,,,,,,,,,,,,
87-29-04-68,0377-001-001,SKIN/HIDES,,,,,,,,,,,,,
63-19-55-45,0377-001-002,EGGS,,,,,,,,,,,,,
63-19-55-45,0377-001-002,HONEY,,,,,,,,,,,,,
63-19-55-45,0377-001-002,SKIN/HIDES,,,,,,,,,,,,,
43-16-08-07,0378-001-003,EGGS,,,,,,,,,,,,,
43-16-08-07,0378-001-003,HONEY,,,,,,,,,,,,,
43-16-08-07,0378-001-003,SKIN/HIDES,,,,,,,,,,,,,
88-99-03-66,0378-003-001,EGGS,YES,3,30,PIECES,NO,,,,,,,,
88-99-03-66,0378-003-001,HONEY,NO,,,,,,,,,,,,
88-99-03-66,0378-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
25-45-09-68,0379-001-001,EGGS,,,,,,,,,,,,,
25-45-09-68,0379-001-001,HONEY,,,,,,,,,,,,,
25-45-09-68,0379-001-001,SKIN/HIDES,,,,,,,,,,,,,
53-65-82-49,0380-001-001,EGGS,,,,,,,,,,,,,
53-65-82-49,0380-001-001,HONEY,,,,,,,,,,,,,
53-65-82-49,0380-001-001,SKIN/HIDES,,,,,,,,,,,,,
82-21-80-57,0380-001-004,EGGS,,,,,,,,,,,,,
82-21-80-57,0380-001-004,HONEY,,,,,,,,,,,,,
82-21-80-57,0380-001-004,SKIN/HIDES,,,,,,,,,,,,,
80-78-20-03,0381-001-002,EGGS,YES,6,12,PIECES,NO,,,,,,,,
80-78-20-03,0381-001-002,HONEY,NO,,,,,,,,,,,,
80-78-20-03,0381-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
79-55-32-46,0381-002-001,EGGS,,,,,,,,,,,,,
79-55-32-46,0381-002-001,HONEY,,,,,,,,,,,,,
79-55-32-46,0381-002-001,SKIN/HIDES,,,,,,,,,,,,,
11-11-48-32,0382-001-001,EGGS,YES,1,15,PIECES,NO,,,,,,,,
11-11-48-32,0382-001-001,HONEY,NO,,,,,,,,,,,,
11-11-48-32,0382-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
58-63-01-26,0382-001-003,EGGS,,,,,,,,,,,,,
58-63-01-26,0382-001-003,HONEY,,,,,,,,,,,,,
58-63-01-26,0382-001-003,SKIN/HIDES,,,,,,,,,,,,,
12-44-79-02,0382-003-001,EGGS,,,,,,,,,,,,,
12-44-79-02,0382-003-001,HONEY,,,,,,,,,,,,,
