interview__key,sdd_hhid,sourceid,ag12a_01_1,ag12a_01_2,ag12a_01_3,ag12a_01_4,ag12a_01_5,ag12a_01_6,ag12a_01_7,ag12a_01_8,ag12a_02,ag12a_03_1,ag12a_03_2,ag12a_03_3,ag12a_03_4,ag12a_04,ag12a_05,ag12a_06,ag12a_07
61-41-06-82,0684-005-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
61-41-06-82,0684-005-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
61-41-06-82,0684-005-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
11-48-68-26,0685-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
11-48-68-26,0685-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
11-48-68-26,0685-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
11-48-68-26,0685-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
11-48-68-26,0685-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
56-57-53-73,0688-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
56-57-53-73,0688-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
56-57-53-73,0688-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
56-57-53-73,0688-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
56-57-53-73,0688-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-06-93-51,0689-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-06-93-51,0689-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-06-93-51,0689-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-06-93-51,0689-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-06-93-51,0689-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
75-21-34-64,0689-001-008,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
75-21-34-64,0689-001-008,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
75-21-34-64,0689-001-008,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
75-21-34-64,0689-001-008,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
75-21-34-64,0689-001-008,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
72-15-33-17,0692-002-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
72-15-33-17,0692-002-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
72-15-33-17,0692-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
72-15-33-17,0692-002-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
72-15-33-17,0692-002-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
27-84-62-21,0694-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
27-84-62-21,0694-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
27-84-62-21,0694-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
27-84-62-21,0694-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
27-84-62-21,0694-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
91-33-85-80,0695-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
91-33-85-80,0695-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
91-33-85-80,0695-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
91-33-85-80,0695-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
91-33-85-80,0695-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
53-85-16-71,0695-004-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
53-85-16-71,0695-004-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
53-85-16-71,0695-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
53-85-16-71,0695-004-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
53-85-16-71,0695-004-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
64-88-46-60,0695-004-003,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
64-88-46-60,0695-004-003,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
64-88-46-60,0695-004-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
64-88-46-60,0695-004-003,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
64-88-46-60,0695-004-003,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
78-20-87-66,0696-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
78-20-87-66,0696-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
78-20-87-66,0696-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
78-20-87-66,0696-001-001,LARGE SCALE FARMER,NO,,NO,NO,NO,NO,NO,NO,,,,,,,,,
78-20-87-66,0696-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
60-53-18-73,0696-002-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
60-53-18-73,0696-002-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
60-53-18-73,0696-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
60-53-18-73,0696-002-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
60-53-18-73,0696-002-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
96-88-18-26,0696-004-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
96-88-18-26,0696-004-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
96-88-18-26,0696-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
96-88-18-26,0696-004-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
96-88-18-26,0696-004-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
54-36-89-43,0697-001-001,GOVERNMENT EXTENSION,YES,YES,NO,NO,NO,NO,NO,NO,YES,1,2,,,GOOD,NO,,1
54-36-89-43,0697-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
54-36-89-43,0697-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
54-36-89-43,0697-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
54-36-89-43,0697-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
71-47-26-16,0698-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
71-47-26-16,0698-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
71-47-26-16,0698-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
71-47-26-16,0698-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
71-47-26-16,0698-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
84-43-61-13,0698-003-002,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
84-43-61-13,0698-003-002,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
84-43-61-13,0698-003-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
84-43-61-13,0698-003-002,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
84-43-61-13,0698-003-002,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
04-80-76-28,0698-009-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
04-80-76-28,0698-009-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
04-80-76-28,0698-009-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,
04-80-76-28,0698-009-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
04-80-76-28,0698-009-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-70-45-48,0700-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-70-45-48,0700-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-70-45-48,0700-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-70-45-48,0700-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-70-45-48,0700-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
91-91-85-71,0706-002-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
91-91-85-71,0706-002-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
91-91-85-71,0706-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
91-91-85-71,0706-002-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
91-91-85-71,0706-002-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-56-40-01,0707-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-56-40-01,0707-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-56-40-01,0707-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-56-40-01,0707-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-56-40-01,0707-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-63-44-83,0708-002-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-63-44-83,0708-002-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-63-44-83,0708-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-63-44-83,0708-002-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-63-44-83,0708-002-001,OTHER,YES,NO,NO,NO,NO,NO,NO,NO,YES,1,,,,AVERAGE,NO,,BADO
93-58-10-12,0709-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-58-10-12,0709-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-58-10-12,0709-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-58-10-12,0709-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-58-10-12,0709-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
97-10-65-58,0710-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
97-10-65-58,0710-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
97-10-65-58,0710-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
97-10-65-58,0710-001-001,LARGE SCALE FARMER,NO,,NO,NO,NO,NO,NO,NO,,,,,,,,,
97-10-65-58,0710-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
86-12-47-47,0710-003-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
86-12-47-47,0710-003-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
86-12-47-47,0710-003-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
86-12-47-47,0710-003-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
86-12-47-47,0710-003-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-28-30-33,0710-003-003,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-28-30-33,0710-003-003,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-28-30-33,0710-003-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-28-30-33,0710-003-003,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-28-30-33,0710-003-003,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
27-62-11-86,0710-004-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
27-62-11-86,0710-004-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
27-62-11-86,0710-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
27-62-11-86,0710-004-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
27-62-11-86,0710-004-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
95-04-11-03,0711-001-003,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
95-04-11-03,0711-001-003,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
95-04-11-03,0711-001-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
95-04-11-03,0711-001-003,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
95-04-11-03,0711-001-003,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-95-90-52,0715-004-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-95-90-52,0715-004-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-95-90-52,0715-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-95-90-52,0715-004-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-95-90-52,0715-004-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
42-21-63-58,0717-001-001,GOVERNMENT EXTENSION,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,
42-21-63-58,0717-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
42-21-63-58,0717-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
42-21-63-58,0717-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
42-21-63-58,0717-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-10-26-19,0718-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-10-26-19,0718-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-10-26-19,0718-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-10-26-19,0718-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-10-26-19,0718-001-001,OTHER,NO,,,,NO,NO,NO,NO,,,,,,,,,
93-92-62-88,0718-010-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-92-62-88,0718-010-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-92-62-88,0718-010-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-92-62-88,0718-010-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-92-62-88,0718-010-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-78-07-94,0719-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-78-07-94,0719-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-78-07-94,0719-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-78-07-94,0719-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-78-07-94,0719-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-98-67-18,0720-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-98-67-18,0720-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-98-67-18,0720-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-98-67-18,0720-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-98-67-18,0720-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
01-38-32-24,0720-001-011,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
01-38-32-24,0720-001-011,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
01-38-32-24,0720-001-011,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
01-38-32-24,0720-001-011,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
01-38-32-24,0720-001-011,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
35-71-36-18,0720-010-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
35-71-36-18,0720-010-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
35-71-36-18,0720-010-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
35-71-36-18,0720-010-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
35-71-36-18,0720-010-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
89-74-22-66,0720-010-006,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
89-74-22-66,0720-010-006,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
89-74-22-66,0720-010-006,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
89-74-22-66,0720-010-006,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
89-74-22-66,0720-010-006,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
64-88-68-03,0720-015-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
64-88-68-03,0720-015-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
64-88-68-03,0720-015-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
64-88-68-03,0720-015-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
64-88-68-03,0720-015-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-91-51-52,0720-015-004,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-91-51-52,0720-015-004,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-91-51-52,0720-015-004,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-91-51-52,0720-015-004,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-91-51-52,0720-015-004,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-58-22-46,0721-002-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-58-22-46,0721-002-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-58-22-46,0721-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-58-22-46,0721-002-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-58-22-46,0721-002-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
19-95-64-63,0722-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
19-95-64-63,0722-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
19-95-64-63,0722-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
19-95-64-63,0722-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
19-95-64-63,0722-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
00-12-69-11,0723-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
00-12-69-11,0723-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
00-12-69-11,0723-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
00-12-69-11,0723-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
00-12-69-11,0723-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
73-62-20-14,0724-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,YES,YES,1,,,,GOOD,NO,,2
73-62-20-14,0724-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
73-62-20-14,0724-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
73-62-20-14,0724-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
73-62-20-14,0724-001-001,OTHER,NO,YES,NO,NO,NO,NO,NO,YES,YES,1,,,,GOOD,NO,,1
23-09-64-22,0725-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-09-64-22,0725-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-09-64-22,0725-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-09-64-22,0725-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-09-64-22,0725-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-43-91-36,0726-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-43-91-36,0726-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-43-91-36,0726-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-43-91-36,0726-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-43-91-36,0726-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
52-19-00-24,0726-004-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
52-19-00-24,0726-004-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
52-19-00-24,0726-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
52-19-00-24,0726-004-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
