interview__key,sdd_hhid,sdd_indid,hh_e01_1,hh_e01,hh_e02,hh_e03,hh_e04,hh_e05,hh_e06,hh_e07,hh_e08,hh_e09,hh_e10,hh_e11,hh_e12,hh_e13,hh_e14,hh_e15,hh_e16,hh_e17,hh_e18,hh_e19,hh_e20,hh_e21,hh_e22,hh_e23,hh_e24,hh_e25,hh_e26,hh_e27,hh_e28,hh_e29,hh_e30a,hh_e30b_1a,hh_e30b_2a,hh_e30b_3a,hh_e30b_4a,hh_e30b_1,hh_e30b_2,hh_e30b_3,hh_e31a,hh_e31b,hh_e31b_1,hh_e31b_2,hh_e31b_3,hh_e31b_4,hh_e32,hh_e33,hh_e34,hh_e35,hh_e35_2,hh_e36,hh_e37a,hh_e37b,hh_e38,hh_e39,hh_e40,hh_e41,hh_e42,hh_e43,hh_e44a,hh_e44b,hh_e44c,hh_e45,hh_e46,hh_e47a,hh_e47b,hh_e48a,hh_e48b,hh_e49,hh_e50,hh_e51a,hh_e51b,hh_e52,hh_e53a,hh_e53b,hh_e54,hh_e55,hh_e56,hh_e57,hh_e58,hh_e59
91-74-73-51,0752-021-001,2,YES,YES,,NO,,NO,,YES,30,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,YES,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
91-74-73-51,0752-021-001,3,YES,NO,2,NO,,NO,,YES,10,ONLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
91-74-73-51,0752-021-001,5,YES,NO,2,NO,,NO,,YES,18,ONLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,YES,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
91-74-73-51,0752-021-001,6,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
91-74-73-51,0752-021-001,7,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
91-74-73-51,0752-021-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-03-55-57,0753-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
83-03-55-57,0753-001-001,2,YES,YES,,NO,,YES,18,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES
83-03-55-57,0753-001-001,3,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
83-03-55-57,0753-001-001,4,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-31-15-72,0754-001-001,1,YES,NO,2,NO,,YES,70,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
79-31-15-72,0754-001-001,2,YES,YES,,NO,,NO,,YES,1,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-31-15-72,0754-001-001,3,YES,NO,2,NO,,NO,,YES,70,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-31-15-72,0754-001-001,4,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-31-15-72,0754-001-001,5,YES,YES,,NO,,NO,,YES,6,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-31-15-72,0754-001-001,6,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-31-15-72,0754-001-001,7,YES,NO,2,NO,,NO,,YES,21,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-31-15-72,0754-001-001,8,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-31-15-72,0754-001-001,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-76-14-08,0755-001-001,1,YES,NO,2,NO,,NO,,YES,28,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-76-14-08,0755-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,ON LEAVE/HOLIDAY,YES,YES,MAINLY FOR SALE,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-76-14-08,0755-001-001,3,YES,YES,,NO,,NO,,YES,35,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-76-14-08,0755-001-001,4,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-76-14-08,0755-001-001,5,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-76-14-08,0755-001-001,6,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-76-14-08,0755-001-001,7,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
68-57-50-23,0756-001-001,1,YES,YES,,YES,84,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,CENTRAL GOVERNMENT,KUCHUKUA USHURU,ELEMENTARY OCCUPATIONS,REFUSE WORKERS AND OTHER ELEMENTARY WORKERS,OTHER ELEMENTARY WORKERS,ELEMENTARY WORKERS NOT ELSEWHERE CLASSIFIED,,,,MADINI,,Mining and quarrying,Mining of coal and lignite,Mining of lignite,Mining of lignite,2,YES,,50000,WEEK,NO,,,12,4,84,84,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
68-57-50-23,0756-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,ON LEAVE/HOLIDAY,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
68-57-50-23,0756-001-001,4,YES,NO,2,NO,,NO,,YES,84,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
68-57-50-23,0756-001-001,5,YES,NO,2,NO,,NO,,YES,84,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
68-57-50-23,0756-001-001,6,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
68-57-50-23,0756-001-001,7,YES,NO,2,NO,,NO,,YES,84,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
68-57-50-23,0756-001-001,8,YES,YES,,NO,,NO,,YES,84,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
68-57-50-23,0756-001-001,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,10,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-57-50-23,0756-001-001,12,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
29-44-66-61,0756-001-003,1,YES,YES,,NO,,NO,,YES,14,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
29-44-66-61,0756-001-003,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
29-44-66-61,0756-001-003,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-44-66-61,0756-001-003,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77-60-75-93,0757-001-001,1,YES,YES,,NO,,YES,36,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES
77-60-75-93,0757-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
77-60-75-93,0757-001-001,3,YES,NO,2,NO,,NO,,YES,14,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
77-60-75-93,0757-001-001,4,YES,NO,2,NO,,NO,,YES,14,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
77-60-75-93,0757-001-001,5,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
77-60-75-93,0757-001-001,6,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),NO,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
77-60-75-93,0757-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-14-45-66,0758-001-001,1,YES,YES,,NO,,NO,,YES,2,ONLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
29-14-45-66,0758-001-001,2,YES,YES,,NO,,YES,5,YES,2,ONLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
29-14-45-66,0758-001-001,3,YES,YES,,NO,,NO,,YES,63,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
29-14-45-66,0758-001-001,4,YES,YES,,NO,,NO,,YES,3,ONLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
29-14-45-66,0758-001-001,5,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
29-14-45-66,0758-001-001,6,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
29-14-45-66,0758-001-001,7,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
42-51-30-36,0759-001-001,1,YES,YES,,NO,,NO,,YES,2,ONLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
42-51-30-36,0759-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
42-51-30-36,0759-001-001,3,YES,YES,,NO,,NO,,YES,1,ONLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
42-51-30-36,0759-001-001,4,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
42-51-30-36,0759-001-001,5,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
42-51-30-36,0759-001-001,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-51-30-36,0759-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-00-47-94,0761-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,ON LEAVE/HOLIDAY,YES,YES,MAINLY FOR SALE,NO,NO,NO,,YES,,ON LEAVE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
95-00-47-94,0761-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR SALE,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,NO,YES,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
95-00-47-94,0761-001-001,3,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
95-00-47-94,0761-001-001,4,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
95-00-47-94,0761-001-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,1,YES,NO,2,YES,,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,CENTRAL GOVERNMENT,MWANAJESHI,ARMED FORCES OCCUPATION,"ARMED FORCES OCCUPATIONS, OTHER RANKS","ARMED FORCES OCCUPATIONS, OTHER RANKS","ARMED FORCES OCCUPATIONS, OTHER RANKS",,,,ULINZI,,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,Provision of services to the community as a whole,Defence activities,,YES,,,,NO,,,12,4,40,56,YES,PERMANENT CONTRACT,YES,YES,YES,NO,,,,,,,,,,,,,,,,,NO,
27-22-49-12,0762-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,SICKNESS,YES,YES,ONLY FOR FAMILY USE,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
27-22-49-12,0762-001-001,4,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,YES,,CONFLICT (MILITANCY/INSURGENCY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
27-22-49-12,0762-001-001,5,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
27-22-49-12,0762-001-001,6,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
27-22-49-12,0762-001-001,7,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
27-22-49-12,0762-001-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-22-49-12,0762-001-001,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-97-20-68,0767-001-001,1,YES,YES,,NO,,NO,,YES,49,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
13-97-20-68,0767-001-001,2,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,NO,YES,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
13-97-20-68,0767-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-97-20-68,0767-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46-73-72-80,0768-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
46-73-72-80,0768-001-001,6,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46-73-72-80,0768-001-001,8,YES,NO,9,NO,,NO,,YES,,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
46-73-72-80,0768-001-001,9,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
46-73-72-80,0768-001-001,10,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
46-73-72-80,0768-001-001,13,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-21-43-04,0768-001-002,1,YES,YES,,NO,,YES,25,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES
83-21-43-04,0768-001-002,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,NO,,NO,YES,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
83-21-43-04,0768-001-002,3,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
83-21-43-04,0768-001-002,4,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,SEASONAL WORK,YES,YES,MAINLY FOR SALE,NO,YES,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
83-21-43-04,0768-001-002,5,YES,NO,3,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
83-21-43-04,0768-001-002,6,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
83-21-43-04,0768-001-002,7,YES,NO,3,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
