interview__key,sdd_hhid,plotnum,plotname,plotid_nps4,ag3a_desc,ag3a_02_1,ag3a_02_2,ag3a_02_3,ag3a_03,ag3a_04,ag3a_07,ag3a_08a_1,ag3a_08a_2,ag3a_08b_1,ag3a_08b_2,ag3a_08b_3,ag3a_08c1,ag3a_08c2,ag3a_09a_1,ag3a_09a_2,ag3a_09b_1,ag3a_09b_2,ag3a_09b_3,ag3a_09c1,ag3a_09c2,ag3a_10,ag3a_11,ag3a_12,ag3a_13,ag3a_14,ag3a_15,ag3a_16_1,ag3a_16_2,ag3a_17,ag3a_18,ag3a_19,ag3a_20,ag3a_21,ag3a_22,ag3a_23,ag3a_24,ag3a_25,ag3a_26_1,ag3a_26_2,ag3a_27,ag3a_28a,ag3a_28b,ag3a_28c,ag3a_28d,ag3a_29_1,ag3a_29_2,ag3a_30,ag3a_31_1,ag3a_31_2,ag3a_31a,ag3a_32_1,ag3a_32_2,ag3a_33,ag3a_34_1,ag3a_34_2,ag3a_35,ag3a_36_1,ag3a_36_2,ag3a_37_1,ag3a_37_2,ag3a_38,ag3a_38a,ag3a_39,ag3a_40,ag3a_41,ag3a_42,ag3a_43,ag3a_44,ag3a_45,ag3a_46_1,ag3a_46_2,ag3a_47,ag3a_48,ag3a_49,ag3a_51,ag3a_52,ag3a_53_1,ag3a_53_2,ag3a_54,ag3a_55,ag3a_56,ag3a_58,ag3a_59_1,ag3a_59_2,ag3a_60,ag3a_62_1,ag3a_62_2,ag3a_63,ag3a_64,ag3a_65_1,ag3a_65_2,ag3a_65a,ag3a_65b_1,ag3a_65b_2,ag3a_65c,ag3a_65d,ag3a_65e_1,ag3a_65e_2,ag3a_66,ag3a_67_1,ag3a_67_2,ag3a_67_3,ag3a_67_4,ag3a_68,ag3a_69,ag3a_70_1,ag3a_70_2,ag3a_71_1,ag3a_71_2,ag3a_71a,ag3a_71b,ag3a_72a,ag3a_72b_1,ag3a_72b_2,ag3a_72b_3,ag3a_72b_4,ag3a_72b_5,ag3a_72b_6,ag3a_72b_7,ag3a_72b_8,ag3a_72b_9,ag3a_72b_10,ag3a_72e,ag3a_72f_1,ag3a_72f_2,ag3a_72f_3,ag3a_72f_4,ag3a_72f_5,ag3a_72f_6,ag3a_72f_7,ag3a_72f_8,ag3a_72f_9,ag3a_72f_10,ag3a_72i,ag3a_72j_1,ag3a_72j_2,ag3a_72j_3,ag3a_72j_4,ag3a_72j_5,ag3a_72j_6,ag3a_72j_7,ag3a_72j_8,ag3a_72j_9,ag3a_72j_10,ag3a_73,ag3a_74_1a,ag3a_74_1b,ag3a_74_1c,ag3a_74_1d,ag3a_74_2a,ag3a_74_2b,ag3a_74_2c,ag3a_74_2d,ag3a_74_3a,ag3a_74_3b,ag3a_74_3c,ag3a_74_3d,ag3a_76,ag3a_77,ag3a_78,ag3a_79,ag3a_80,ag3a_81,ag3a_82,ag3a_83,ag3a_84,ag3a_85
50-01-48-22,0742-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,2,0,3,CULTIVATED,,10,YES,NO,3,,,,,YES,NO,3,,,,,SANDY,AVERAGE,OWN EXPERIENCE,NO,,YES,TERRACES,,SLIGHTLY SLOPED,NO,,,,NEVER,,700000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1968,NO,YES,,YES,500,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,2,3,4,5,10,,,,,,YES,2,3,4,,,,,,,,YES,2,3,4,5,11,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
50-01-48-22,0742-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,3,1,5,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,300000,INHERITANCE,,,,NO CERTIFICATE,YES,NO,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1968,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
50-01-48-22,0742-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,0,0,1,CULTIVATED,,3,YES,NO,3,,,,,YES,NO,3,,,,,SANDY,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,300000,LAND ALLOCATION FROM  VILLAGE COUNCIL,,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,"NYINGINE, TAJA",NDANI YA KIJIJI/MJI,1,,,,YES,,YES,300,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,2,3,4,,,,,,,,YES,2,3,4,,,,,,,,YES,3,4,5,11,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
94-01-64-67,0742-006-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0.5,4,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,25000000,PURCHASED,,,,GRANTED RIGHT OF OCCUPANCY,,,VILLAGE-GOVERNMENT-WITNESSED PURCHASE AGREEMENT,1,,YES,1,,NO,,,,,,,,,,,2015,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
33-09-53-23,0742-006-003,1,**CONFIDENTIAL**,,,0,1,3,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,80000000,PURCHASED,,,,GRANTED RIGHT OF OCCUPANCY,,,VILLAGE-GOVERNMENT-WITNESSED PURCHASE AGREEMENT,1,,YES,1,,NO,,,,,,,,,,,2011,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
54-99-39-86,0743-001-001,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,2,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,2000000,USED FREE OF CHARGE,,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,MWAJIRI,KARIBU NA MJI,1,3,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,,,
54-99-39-86,0743-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,2,0,3,FOREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,3,YES,1,3,NO,,,,,,,,,,,2013,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FOREST
82-79-20-90,0743-001-002,2,**CONFIDENTIAL**,,,1,0,1,CULTIVATED,,70,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,YES,BUCKET/WATERING CAN,HAND BUCKET,OTHER (SPECIFY),DON'T KNOW,,700000,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,150000,1,YEARS,NONE,JIRANI,NDANI YA KIJIJI/MJI,1,,,,NO,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,4,LITRE,88000,ADVICE BY AGRICULTURAL OFFICER,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,,,,,,,,,,NO,NO,YES,1,,,,,,,,,,NO,,,,,,,,,,,YES,1,,,,,,,,,,YES,8,10,0,0,0,36,0,144000,32,0,0,32000,,,,,,NO,,YES,,FALLOW
11-42-87-71,0744-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,0,CULTIVATED,,11,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT TOP,NO,,,,NEVER,,3000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1986,NO,YES,,YES,160,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,YES,1,2,,,,,,,,,YES,1,2,4,,,,,,,,YES,1,2,4,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
11-42-87-71,0744-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,0,0,0,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,3000000,INHERITANCE,,,,NO CERTIFICATE,NO,,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1986,NO,YES,,YES,80,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,YES,1,2,,,,,,,,,YES,1,2,4,,,,,,,,YES,1,2,4,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
11-42-87-71,0744-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,3,2,3,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,SCIENTIFICALLY TESTED,NO,,NO,,,FLAT TOP,NO,,,,NEVER,,2000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1986,NO,YES,,YES,60,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,YES,1,2,,,,,,,,,YES,1,2,4,,,,,,,,YES,1,2,4,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
43-11-94-86,0744-005-002,1,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,8,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,2,,YES,2,,NO,,,,,,,,,,,2018,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,10,,,
43-11-94-86,0744-005-002,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,9,3,8,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,200000,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,50000,7,MONTHS,NONE,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,2,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,1,,,
43-11-94-86,0744-005-002,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,9,3,8,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,250000,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,50000,7,MONTHS,NONE,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,2,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,3,,,
83-40-04-19,0745-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,2,1,3,CULTIVATED,,2,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,300000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1992,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,YES,YES,1,2,5,6,7,,,,,,YES,1,2,5,6,7,8,,,,,YES,1,2,5,7,8,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
83-40-04-19,0745-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,2,2,3,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,200000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1992,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
83-40-04-19,0745-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,1,3,4,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,300000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1992,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,10,,,
83-40-04-19,0745-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,4,2,5,CULTIVATED,,10,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,900000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1994,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,5,7,8,,,,,,YES,1,2,5,7,8,9,,,,,YES,1,2,5,7,8,9,10,11,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
83-40-04-19,0745-001-001,5,**CONFIDENTIAL**,M5,**CONFIDENTIAL**,0,0,5,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1992,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
30-77-22-01,0746-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,1,CULTIVATED,,10,YES,NO,1,,,,,YES,NO,1,,,,,SANDY,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,3000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,2000,NO,YES,,YES,400,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,3,4,9,,,,,,YES,1,2,3,9,,,,,,,YES,2,3,4,9,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
30-77-22-01,0746-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,0.5,0,1,RENTED OUT,120000,,,,,,,,,,,,,,,,SANDY,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,2016,2,2000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,2000,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
30-77-22-01,0746-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,2,2,3,RENTED OUT,50000,,,,,,,,,,,,,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,2000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,2000,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
30-77-22-01,0746-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,0.3,0.5,1,CULTIVATED,,2,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,YES,WATER HARVEST BUNDS,,FLAT BOTTOM,NO,,,,NEVER,,800000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,2000,NO,YES,,YES,200,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,3,4,9,,,,,,YES,1,2,3,4,9,,,,,,YES,2,3,4,9,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
30-77-22-01,0746-001-001,5,**CONFIDENTIAL**,M5,**CONFIDENTIAL**,1,0,2,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,700000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,2000,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
31-95-03-62,0747-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,4,CULTIVATED,,10,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,10000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,NO,,,,,,,,,,,,,,2000,NO,YES,,YES,50,NO,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,2,6,,,,,,,,,YES,2,6,,,,,,,,,YES,2,6,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
31-95-03-62,0747-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,4,3,6,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,NO,,,,,,,,,,,,,,1998,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
31-95-03-62,0747-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,4,4,8,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,NO,,,,,,,,,,,,,,1998,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
31-95-03-62,0747-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-95-03-62,0747-001-001,5,**CONFIDENTIAL**,,**CONFIDENTIAL**,6,4,10,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,CLAY,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,1000000,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,50000,1,YEARS,NONE,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,1,2,,,NO,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,10,LITRE,5000,OWN EXPERIENCE,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,,,,,,,,,,NO,NO,YES,1,2,6,,,,,,,,YES,1,2,6,,,,,,,,YES,1,2,6,,,,,,,,NO,,,,,,,,,,,,,,,,,,YES,1,,,
90-66-22-54,0748-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,1,CULTIVATED,,10,YES,NO,1,2,,,,YES,NO,1,2,,,,SANDY,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,15000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,YES,,,,,,,,,,,1971,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,5,7,,,,,,,YES,1,2,,,,,,,,,YES,1,2,5,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
90-66-22-54,0748-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,1.5,1.5,2,CULTIVATED,,17,YES,NO,1,2,,,,YES,NO,1,2,,,,SANDY,AVERAGE,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,1000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,YES,,,,,,,,,,,1976,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,7,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,5,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
90-66-22-54,0748-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,1,1,2,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,YES,,,,,,,,,,,1975,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
90-66-22-54,0748-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,3,1,3.5,CULTIVATED,,10,YES,NO,1,2,,,,YES,NO,1,2,,,,SANDY,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT TOP,NO,,,,NEVER,,3000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,YES,,,,,,,,,,,1970,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,7,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,5,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
90-66-22-54,0748-001-001,5,**CONFIDENTIAL**,M5,**CONFIDENTIAL**,3,1,4,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,YES,,,,,,,,,,,1968,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
90-66-22-54,0748-001-001,6,**CONFIDENTIAL**,M6,**CONFIDENTIAL**,1.5,0.5,2.5,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2500000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,YES,,,,,,,,,,,1976,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,10,,,
90-66-22-54,0748-001-001,7,**CONFIDENTIAL**,M7,**CONFIDENTIAL**,2,0.5,3,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,,YES,,,,,,,,,,,1969,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
40-92-93-80,0748-006-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,2,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3000000,INHERITANCE,,,,NO CERTIFICATE,YES,NO,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1972,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,3,,,
40-92-93-80,0748-006-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,0,0,3,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4000000,INHERITANCE,,,,NO CERTIFICATE,YES,NO,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1974,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
40-92-93-80,0748-006-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
