interview__key,sdd_hhid,lvstckid,lf07_01,lf07_02_1,lf07_02_2,lf07_03,lf07_04_1,lf07_04_2,lf07_05,lf07_06
35-42-46-81,0630-001-001,PIGS,,,,,,,,
35-42-46-81,0630-001-001,POULTRY,,,,,,,,
35-42-46-81,0630-001-001,DONKEYS,,,,,,,,
35-42-46-81,0630-001-001,OTHER ANIMALS,,,,,,,,
32-73-64-62,0631-001-001,LARGE RUMINANTS,,,,,,,,
32-73-64-62,0631-001-001,SMALL RUMINANTS,NO,,,,,,,
32-73-64-62,0631-001-001,PIGS,,,,,,,,
32-73-64-62,0631-001-001,POULTRY,,,,,,,,
32-73-64-62,0631-001-001,DONKEYS,,,,,,,,
32-73-64-62,0631-001-001,OTHER ANIMALS,,,,,,,,
04-35-19-17,0631-008-001,LARGE RUMINANTS,,,,,,,,
04-35-19-17,0631-008-001,SMALL RUMINANTS,,,,,,,,
04-35-19-17,0631-008-001,PIGS,,,,,,,,
04-35-19-17,0631-008-001,POULTRY,NO,,,,,,,
04-35-19-17,0631-008-001,DONKEYS,,,,,,,,
04-35-19-17,0631-008-001,OTHER ANIMALS,,,,,,,,
55-80-06-17,0632-001-001,LARGE RUMINANTS,,,,,,,,
55-80-06-17,0632-001-001,SMALL RUMINANTS,,,,,,,,
55-80-06-17,0632-001-001,PIGS,,,,,,,,
55-80-06-17,0632-001-001,POULTRY,,,,,,,,
55-80-06-17,0632-001-001,DONKEYS,,,,,,,,
55-80-06-17,0632-001-001,OTHER ANIMALS,,,,,,,,
23-99-80-91,0632-003-001,LARGE RUMINANTS,,,,,,,,
23-99-80-91,0632-003-001,SMALL RUMINANTS,,,,,,,,
23-99-80-91,0632-003-001,PIGS,,,,,,,,
23-99-80-91,0632-003-001,POULTRY,NO,,,,,,,
23-99-80-91,0632-003-001,DONKEYS,,,,,,,,
23-99-80-91,0632-003-001,OTHER ANIMALS,,,,,,,,
71-48-30-75,0632-004-001,LARGE RUMINANTS,,,,,,,,
71-48-30-75,0632-004-001,SMALL RUMINANTS,,,,,,,,
71-48-30-75,0632-004-001,PIGS,,,,,,,,
71-48-30-75,0632-004-001,POULTRY,,,,,,,,
71-48-30-75,0632-004-001,DONKEYS,,,,,,,,
71-48-30-75,0632-004-001,OTHER ANIMALS,,,,,,,,
23-49-04-65,0633-001-002,LARGE RUMINANTS,,,,,,,,
23-49-04-65,0633-001-002,SMALL RUMINANTS,,,,,,,,
23-49-04-65,0633-001-002,PIGS,,,,,,,,
23-49-04-65,0633-001-002,POULTRY,,,,,,,,
23-49-04-65,0633-001-002,DONKEYS,,,,,,,,
23-49-04-65,0633-001-002,OTHER ANIMALS,,,,,,,,
38-75-74-97,0633-001-003,LARGE RUMINANTS,,,,,,,,
38-75-74-97,0633-001-003,SMALL RUMINANTS,,,,,,,,
38-75-74-97,0633-001-003,PIGS,,,,,,,,
38-75-74-97,0633-001-003,POULTRY,,,,,,,,
38-75-74-97,0633-001-003,DONKEYS,,,,,,,,
38-75-74-97,0633-001-003,OTHER ANIMALS,,,,,,,,
41-41-80-91,0633-011-002,LARGE RUMINANTS,YES,MANURE,,,500,KG,NO,YES
41-41-80-91,0633-011-002,SMALL RUMINANTS,YES,MANURE,,,100,KG,,
41-41-80-91,0633-011-002,PIGS,,,,,,,,
41-41-80-91,0633-011-002,POULTRY,NO,,,,,,,
41-41-80-91,0633-011-002,DONKEYS,,,,,,,,
41-41-80-91,0633-011-002,OTHER ANIMALS,,,,,,,,
76-41-43-15,0634-001-001,LARGE RUMINANTS,NO,,,,,,NO,YES
76-41-43-15,0634-001-001,SMALL RUMINANTS,,,,,,,,
76-41-43-15,0634-001-001,PIGS,,,,,,,,
76-41-43-15,0634-001-001,POULTRY,NO,,,,,,,
76-41-43-15,0634-001-001,DONKEYS,,,,,,,,
76-41-43-15,0634-001-001,OTHER ANIMALS,,,,,,,,
01-76-09-45,0634-007-001,LARGE RUMINANTS,,,,,,,,
01-76-09-45,0634-007-001,SMALL RUMINANTS,,,,,,,,
01-76-09-45,0634-007-001,PIGS,,,,,,,,
01-76-09-45,0634-007-001,POULTRY,,,,,,,,
01-76-09-45,0634-007-001,DONKEYS,,,,,,,,
01-76-09-45,0634-007-001,OTHER ANIMALS,,,,,,,,
86-92-52-64,0636-001-001,LARGE RUMINANTS,,,,,,,,
86-92-52-64,0636-001-001,SMALL RUMINANTS,,,,,,,,
86-92-52-64,0636-001-001,PIGS,,,,,,,,
86-92-52-64,0636-001-001,POULTRY,,,,,,,,
86-92-52-64,0636-001-001,DONKEYS,,,,,,,,
86-92-52-64,0636-001-001,OTHER ANIMALS,,,,,,,,
25-15-56-96,0637-001-001,LARGE RUMINANTS,NO,,,,,,NO,YES
25-15-56-96,0637-001-001,SMALL RUMINANTS,,,,,,,,
25-15-56-96,0637-001-001,PIGS,,,,,,,,
25-15-56-96,0637-001-001,POULTRY,,,,,,,,
25-15-56-96,0637-001-001,DONKEYS,,,,,,,,
25-15-56-96,0637-001-001,OTHER ANIMALS,,,,,,,,
76-14-69-90,0638-001-001,LARGE RUMINANTS,NO,,,,,,NO,YES
76-14-69-90,0638-001-001,SMALL RUMINANTS,,,,,,,,
76-14-69-90,0638-001-001,PIGS,,,,,,,,
76-14-69-90,0638-001-001,POULTRY,NO,,,,,,,
76-14-69-90,0638-001-001,DONKEYS,,,,,,,,
76-14-69-90,0638-001-001,OTHER ANIMALS,,,,,,,,
80-55-01-46,0639-007-001,LARGE RUMINANTS,NO,,,,,,NO,YES
80-55-01-46,0639-007-001,SMALL RUMINANTS,,,,,,,,
80-55-01-46,0639-007-001,PIGS,,,,,,,,
80-55-01-46,0639-007-001,POULTRY,NO,,,,,,,
80-55-01-46,0639-007-001,DONKEYS,,,,,,,,
80-55-01-46,0639-007-001,OTHER ANIMALS,,,,,,,,
03-58-62-92,0639-007-003,LARGE RUMINANTS,NO,,,,,,NO,YES
03-58-62-92,0639-007-003,SMALL RUMINANTS,,,,,,,,
03-58-62-92,0639-007-003,PIGS,,,,,,,,
03-58-62-92,0639-007-003,POULTRY,NO,,,,,,,
03-58-62-92,0639-007-003,DONKEYS,,,,,,,,
03-58-62-92,0639-007-003,OTHER ANIMALS,,,,,,,,
55-68-21-86,0640-001-001,LARGE RUMINANTS,,,,,,,,
55-68-21-86,0640-001-001,SMALL RUMINANTS,NO,,,,,,,
55-68-21-86,0640-001-001,PIGS,,,,,,,,
55-68-21-86,0640-001-001,POULTRY,NO,,,,,,,
55-68-21-86,0640-001-001,DONKEYS,,,,,,,,
55-68-21-86,0640-001-001,OTHER ANIMALS,,,,,,,,
03-65-77-41,0641-001-001,LARGE RUMINANTS,,,,,,,,
03-65-77-41,0641-001-001,SMALL RUMINANTS,,,,,,,,
03-65-77-41,0641-001-001,PIGS,,,,,,,,
03-65-77-41,0641-001-001,POULTRY,,,,,,,,
03-65-77-41,0641-001-001,DONKEYS,,,,,,,,
03-65-77-41,0641-001-001,OTHER ANIMALS,,,,,,,,
04-52-63-04,0642-001-001,LARGE RUMINANTS,,,,,,,,
04-52-63-04,0642-001-001,SMALL RUMINANTS,,,,,,,,
04-52-63-04,0642-001-001,PIGS,,,,,,,,
04-52-63-04,0642-001-001,POULTRY,,,,,,,,
04-52-63-04,0642-001-001,DONKEYS,,,,,,,,
04-52-63-04,0642-001-001,OTHER ANIMALS,,,,,,,,
86-97-87-20,0642-001-003,LARGE RUMINANTS,,,,,,,,
86-97-87-20,0642-001-003,SMALL RUMINANTS,YES,MANURE,,,12,KG,,
86-97-87-20,0642-001-003,PIGS,,,,,,,,
86-97-87-20,0642-001-003,POULTRY,,,,,,,,
86-97-87-20,0642-001-003,DONKEYS,,,,,,,,
86-97-87-20,0642-001-003,OTHER ANIMALS,,,,,,,,
15-94-42-33,0642-001-004,LARGE RUMINANTS,,,,,,,,
15-94-42-33,0642-001-004,SMALL RUMINANTS,NO,,,,,,,
15-94-42-33,0642-001-004,PIGS,,,,,,,,
15-94-42-33,0642-001-004,POULTRY,NO,,,,,,,
15-94-42-33,0642-001-004,DONKEYS,,,,,,,,
15-94-42-33,0642-001-004,OTHER ANIMALS,,,,,,,,
96-16-28-77,0642-001-006,LARGE RUMINANTS,,,,,,,,
96-16-28-77,0642-001-006,SMALL RUMINANTS,NO,,,,,,,
96-16-28-77,0642-001-006,PIGS,,,,,,,,
96-16-28-77,0642-001-006,POULTRY,,,,,,,,
96-16-28-77,0642-001-006,DONKEYS,,,,,,,,
96-16-28-77,0642-001-006,OTHER ANIMALS,,,,,,,,
04-94-12-79,0642-001-009,LARGE RUMINANTS,,,,,,,,
04-94-12-79,0642-001-009,SMALL RUMINANTS,,,,,,,,
04-94-12-79,0642-001-009,PIGS,,,,,,,,
04-94-12-79,0642-001-009,POULTRY,NO,,,,,,,
04-94-12-79,0642-001-009,DONKEYS,,,,,,,,
04-94-12-79,0642-001-009,OTHER ANIMALS,,,,,,,,
09-53-11-55,0643-001-001,LARGE RUMINANTS,,,,,,,,
09-53-11-55,0643-001-001,SMALL RUMINANTS,NO,,,,,,,
09-53-11-55,0643-001-001,PIGS,,,,,,,,
09-53-11-55,0643-001-001,POULTRY,,,,,,,,
09-53-11-55,0643-001-001,DONKEYS,,,,,,,,
09-53-11-55,0643-001-001,OTHER ANIMALS,,,,,,,,
22-96-87-35,0643-001-004,LARGE RUMINANTS,,,,,,,,
22-96-87-35,0643-001-004,SMALL RUMINANTS,,,,,,,,
22-96-87-35,0643-001-004,PIGS,NO,,,,,,,
22-96-87-35,0643-001-004,POULTRY,,,,,,,,
22-96-87-35,0643-001-004,DONKEYS,,,,,,,,
22-96-87-35,0643-001-004,OTHER ANIMALS,,,,,,,,
73-72-53-25,0644-001-001,LARGE RUMINANTS,,,,,,,,
73-72-53-25,0644-001-001,SMALL RUMINANTS,,,,,,,,
73-72-53-25,0644-001-001,PIGS,,,,,,,,
73-72-53-25,0644-001-001,POULTRY,,,,,,,,
73-72-53-25,0644-001-001,DONKEYS,,,,,,,,
73-72-53-25,0644-001-001,OTHER ANIMALS,,,,,,,,
95-29-04-76,0645-001-001,LARGE RUMINANTS,,,,,,,,
95-29-04-76,0645-001-001,SMALL RUMINANTS,YES,MANURE,,,45,KG,,
95-29-04-76,0645-001-001,PIGS,,,,,,,,
95-29-04-76,0645-001-001,POULTRY,NO,,,,,,,
95-29-04-76,0645-001-001,DONKEYS,,,,,,,,
95-29-04-76,0645-001-001,OTHER ANIMALS,,,,,,,,
81-88-93-76,0645-001-003,LARGE RUMINANTS,,,,,,,,
81-88-93-76,0645-001-003,SMALL RUMINANTS,,,,,,,,
81-88-93-76,0645-001-003,PIGS,,,,,,,,
81-88-93-76,0645-001-003,POULTRY,,,,,,,,
81-88-93-76,0645-001-003,DONKEYS,,,,,,,,
81-88-93-76,0645-001-003,OTHER ANIMALS,,,,,,,,
55-16-13-84,0646-001-001,LARGE RUMINANTS,,,,,,,,
55-16-13-84,0646-001-001,SMALL RUMINANTS,,,,,,,,
55-16-13-84,0646-001-001,PIGS,,,,,,,,
55-16-13-84,0646-001-001,POULTRY,,,,,,,,
55-16-13-84,0646-001-001,DONKEYS,,,,,,,,
55-16-13-84,0646-001-001,OTHER ANIMALS,,,,,,,,
73-60-06-64,0646-001-002,LARGE RUMINANTS,,,,,,,,
73-60-06-64,0646-001-002,SMALL RUMINANTS,,,,,,,,
73-60-06-64,0646-001-002,PIGS,,,,,,,,
73-60-06-64,0646-001-002,POULTRY,,,,,,,,
73-60-06-64,0646-001-002,DONKEYS,,,,,,,,
73-60-06-64,0646-001-002,OTHER ANIMALS,,,,,,,,
57-40-27-79,0647-001-001,LARGE RUMINANTS,,,,,,,,
57-40-27-79,0647-001-001,SMALL RUMINANTS,,,,,,,,
57-40-27-79,0647-001-001,PIGS,,,,,,,,
57-40-27-79,0647-001-001,POULTRY,,,,,,,,
57-40-27-79,0647-001-001,DONKEYS,,,,,,,,
57-40-27-79,0647-001-001,OTHER ANIMALS,,,,,,,,
32-85-24-94,0648-001-001,LARGE RUMINANTS,,,,,,,,
32-85-24-94,0648-001-001,SMALL RUMINANTS,NO,,,,,,,
32-85-24-94,0648-001-001,PIGS,,,,,,,,
32-85-24-94,0648-001-001,POULTRY,,,,,,,,
32-85-24-94,0648-001-001,DONKEYS,,,,,,,,
32-85-24-94,0648-001-001,OTHER ANIMALS,,,,,,,,
20-84-09-10,0649-001-001,LARGE RUMINANTS,,,,,,,,
20-84-09-10,0649-001-001,SMALL RUMINANTS,,,,,,,,
20-84-09-10,0649-001-001,PIGS,,,,,,,,
20-84-09-10,0649-001-001,POULTRY,,,,,,,,
20-84-09-10,0649-001-001,DONKEYS,,,,,,,,
20-84-09-10,0649-001-001,OTHER ANIMALS,,,,,,,,
75-45-78-14,0651-001-001,LARGE RUMINANTS,,,,,,,,
75-45-78-14,0651-001-001,SMALL RUMINANTS,,,,,,,,
75-45-78-14,0651-001-001,PIGS,,,,,,,,
75-45-78-14,0651-001-001,POULTRY,NO,,,,,,,
75-45-78-14,0651-001-001,DONKEYS,,,,,,,,
75-45-78-14,0651-001-001,OTHER ANIMALS,,,,,,,,
21-41-45-56,0652-001-001,LARGE RUMINANTS,,,,,,,,
21-41-45-56,0652-001-001,SMALL RUMINANTS,,,,,,,,
21-41-45-56,0652-001-001,PIGS,,,,,,,,
21-41-45-56,0652-001-001,POULTRY,,,,,,,,
21-41-45-56,0652-001-001,DONKEYS,,,,,,,,
21-41-45-56,0652-001-001,OTHER ANIMALS,,,,,,,,
38-47-82-69,0652-003-001,LARGE RUMINANTS,,,,,,,,
38-47-82-69,0652-003-001,SMALL RUMINANTS,NO,,,,,,,
38-47-82-69,0652-003-001,PIGS,,,,,,,,
38-47-82-69,0652-003-001,POULTRY,,,,,,,,
38-47-82-69,0652-003-001,DONKEYS,,,,,,,,
38-47-82-69,0652-003-001,OTHER ANIMALS,,,,,,,,
35-30-83-19,0653-001-001,LARGE RUMINANTS,,,,,,,,
35-30-83-19,0653-001-001,SMALL RUMINANTS,,,,,,,,
35-30-83-19,0653-001-001,PIGS,,,,,,,,
35-30-83-19,0653-001-001,POULTRY,,,,,,,,
35-30-83-19,0653-001-001,DONKEYS,,,,,,,,
35-30-83-19,0653-001-001,OTHER ANIMALS,,,,,,,,
42-93-81-17,0654-001-001,LARGE RUMINANTS,,,,,,,,
42-93-81-17,0654-001-001,SMALL RUMINANTS,,,,,,,,
42-93-81-17,0654-001-001,PIGS,,,,,,,,
42-93-81-17,0654-001-001,POULTRY,,,,,,,,
42-93-81-17,0654-001-001,DONKEYS,,,,,,,,
42-93-81-17,0654-001-001,OTHER ANIMALS,,,,,,,,
70-81-65-41,0654-001-002,LARGE RUMINANTS,,,,,,,,
70-81-65-41,0654-001-002,SMALL RUMINANTS,,,,,,,,
70-81-65-41,0654-001-002,PIGS,,,,,,,,
70-81-65-41,0654-001-002,POULTRY,,,,,,,,
70-81-65-41,0654-001-002,DONKEYS,,,,,,,,
70-81-65-41,0654-001-002,OTHER ANIMALS,,,,,,,,
18-25-55-05,0654-004-001,LARGE RUMINANTS,,,,,,,,
18-25-55-05,0654-004-001,SMALL RUMINANTS,,,,,,,,
18-25-55-05,0654-004-001,PIGS,,,,,,,,
18-25-55-05,0654-004-001,POULTRY,,,,,,,,
18-25-55-05,0654-004-001,DONKEYS,,,,,,,,
18-25-55-05,0654-004-001,OTHER ANIMALS,,,,,,,,
43-17-73-10,0655-001-001,LARGE RUMINANTS,,,,,,,,
43-17-73-10,0655-001-001,SMALL RUMINANTS,NO,,,,,,,
43-17-73-10,0655-001-001,PIGS,,,,,,,,
43-17-73-10,0655-001-001,POULTRY,,,,,,,,
43-17-73-10,0655-001-001,DONKEYS,,,,,,,,
43-17-73-10,0655-001-001,OTHER ANIMALS,,,,,,,,
45-08-66-74,0657-001-001,LARGE RUMINANTS,,,,,,,,
45-08-66-74,0657-001-001,SMALL RUMINANTS,NO,,,,,,,
45-08-66-74,0657-001-001,PIGS,,,,,,,,
45-08-66-74,0657-001-001,POULTRY,,,,,,,,
45-08-66-74,0657-001-001,DONKEYS,,,,,,,,
45-08-66-74,0657-001-001,OTHER ANIMALS,,,,,,,,
80-11-06-01,0658-001-001,LARGE RUMINANTS,,,,,,,,
80-11-06-01,0658-001-001,SMALL RUMINANTS,,,,,,,,
80-11-06-01,0658-001-001,PIGS,YES,MANURE,,,60,KG,,
80-11-06-01,0658-001-001,POULTRY,NO,,,,,,,
80-11-06-01,0658-001-001,DONKEYS,,,,,,,,
80-11-06-01,0658-001-001,OTHER ANIMALS,,,,,,,,
26-98-49-23,0658-001-002,LARGE RUMINANTS,,,,,,,,
26-98-49-23,0658-001-002,SMALL RUMINANTS,,,,,,,,
26-98-49-23,0658-001-002,PIGS,,,,,,,,
26-98-49-23,0658-001-002,POULTRY,,,,,,,,
26-98-49-23,0658-001-002,DONKEYS,,,,,,,,
26-98-49-23,0658-001-002,OTHER ANIMALS,,,,,,,,
55-09-04-44,0658-001-003,LARGE RUMINANTS,,,,,,,,
55-09-04-44,0658-001-003,SMALL RUMINANTS,,,,,,,,
55-09-04-44,0658-001-003,PIGS,,,,,,,,
55-09-04-44,0658-001-003,POULTRY,,,,,,,,
55-09-04-44,0658-001-003,DONKEYS,,,,,,,,
55-09-04-44,0658-001-003,OTHER ANIMALS,,,,,,,,
08-56-07-13,0661-002-001,LARGE RUMINANTS,,,,,,,,
08-56-07-13,0661-002-001,SMALL RUMINANTS,,,,,,,,
08-56-07-13,0661-002-001,PIGS,,,,,,,,
08-56-07-13,0661-002-001,POULTRY,,,,,,,,
08-56-07-13,0661-002-001,DONKEYS,,,,,,,,
08-56-07-13,0661-002-001,OTHER ANIMALS,,,,,,,,
51-15-35-70,0662-001-001,LARGE RUMINANTS,,,,,,,,
51-15-35-70,0662-001-001,SMALL RUMINANTS,,,,,,,,
51-15-35-70,0662-001-001,PIGS,,,,,,,,
51-15-35-70,0662-001-001,POULTRY,,,,,,,,
51-15-35-70,0662-001-001,DONKEYS,,,,,,,,
51-15-35-70,0662-001-001,OTHER ANIMALS,,,,,,,,
28-98-23-75,0662-002-001,LARGE RUMINANTS,,,,,,,,
28-98-23-75,0662-002-001,SMALL RUMINANTS,,,,,,,,
28-98-23-75,0662-002-001,PIGS,,,,,,,,
28-98-23-75,0662-002-001,POULTRY,,,,,,,,
28-98-23-75,0662-002-001,DONKEYS,,,,,,,,
28-98-23-75,0662-002-001,OTHER ANIMALS,,,,,,,,
10-37-19-93,0662-002-002,LARGE RUMINANTS,YES,MANURE,,,1500,KG,NO,NO
10-37-19-93,0662-002-002,SMALL RUMINANTS,YES,MANURE,,,500,KG,,
10-37-19-93,0662-002-002,PIGS,,,,,,,,
10-37-19-93,0662-002-002,POULTRY,NO,,,,,,,
10-37-19-93,0662-002-002,DONKEYS,,,,,,,,
10-37-19-93,0662-002-002,OTHER ANIMALS,,,,,,,,
74-94-37-74,0663-001-001,LARGE RUMINANTS,,,,,,,,
74-94-37-74,0663-001-001,SMALL RUMINANTS,,,,,,,,
74-94-37-74,0663-001-001,PIGS,,,,,,,,
74-94-37-74,0663-001-001,POULTRY,NO,,,,,,,
74-94-37-74,0663-001-001,DONKEYS,,,,,,,,
74-94-37-74,0663-001-001,OTHER ANIMALS,,,,,,,,
66-20-63-52,0663-001-002,LARGE RUMINANTS,,,,,,,,
66-20-63-52,0663-001-002,SMALL RUMINANTS,,,,,,,,
66-20-63-52,0663-001-002,PIGS,,,,,,,,
66-20-63-52,0663-001-002,POULTRY,,,,,,,,
66-20-63-52,0663-001-002,DONKEYS,,,,,,,,
66-20-63-52,0663-001-002,OTHER ANIMALS,,,,,,,,
69-75-97-36,0663-003-001,LARGE RUMINANTS,,,,,,,,
69-75-97-36,0663-003-001,SMALL RUMINANTS,,,,,,,,
69-75-97-36,0663-003-001,PIGS,,,,,,,,
69-75-97-36,0663-003-001,POULTRY,,,,,,,,
69-75-97-36,0663-003-001,DONKEYS,,,,,,,,
69-75-97-36,0663-003-001,OTHER ANIMALS,,,,,,,,
05-21-74-76,0664-001-001,LARGE RUMINANTS,,,,,,,,
05-21-74-76,0664-001-001,SMALL RUMINANTS,,,,,,,,
05-21-74-76,0664-001-001,PIGS,,,,,,,,
05-21-74-76,0664-001-001,POULTRY,NO,,,,,,,
05-21-74-76,0664-001-001,DONKEYS,,,,,,,,
05-21-74-76,0664-001-001,OTHER ANIMALS,,,,,,,,
59-72-44-58,0665-001-001,LARGE RUMINANTS,,,,,,,,
59-72-44-58,0665-001-001,SMALL RUMINANTS,NO,,,,,,,
59-72-44-58,0665-001-001,PIGS,,,,,,,,
59-72-44-58,0665-001-001,POULTRY,NO,,,,,,,
59-72-44-58,0665-001-001,DONKEYS,,,,,,,,
59-72-44-58,0665-001-001,OTHER ANIMALS,,,,,,,,
99-47-56-63,0666-001-001,LARGE RUMINANTS,,,,,,,,
99-47-56-63,0666-001-001,SMALL RUMINANTS,,,,,,,,
99-47-56-63,0666-001-001,PIGS,,,,,,,,
99-47-56-63,0666-001-001,POULTRY,,,,,,,,
99-47-56-63,0666-001-001,DONKEYS,,,,,,,,
99-47-56-63,0666-001-001,OTHER ANIMALS,,,,,,,,
65-31-48-21,0666-003-001,LARGE RUMINANTS,,,,,,,,
65-31-48-21,0666-003-001,SMALL RUMINANTS,NO,,,,,,,
65-31-48-21,0666-003-001,PIGS,,,,,,,,
65-31-48-21,0666-003-001,POULTRY,NO,,,,,,,
65-31-48-21,0666-003-001,DONKEYS,,,,,,,,
65-31-48-21,0666-003-001,OTHER ANIMALS,,,,,,,,
96-55-31-90,0667-001-001,LARGE RUMINANTS,,,,,,,,
96-55-31-90,0667-001-001,SMALL RUMINANTS,,,,,,,,
96-55-31-90,0667-001-001,PIGS,,,,,,,,
96-55-31-90,0667-001-001,POULTRY,,,,,,,,
96-55-31-90,0667-001-001,DONKEYS,,,,,,,,
96-55-31-90,0667-001-001,OTHER ANIMALS,,,,,,,,
20-29-28-71,0668-001-001,LARGE RUMINANTS,,,,,,,,
20-29-28-71,0668-001-001,SMALL RUMINANTS,,,,,,,,
20-29-28-71,0668-001-001,PIGS,,,,,,,,
20-29-28-71,0668-001-001,POULTRY,,,,,,,,
20-29-28-71,0668-001-001,DONKEYS,,,,,,,,
20-29-28-71,0668-001-001,OTHER ANIMALS,,,,,,,,
56-93-51-26,0668-001-002,LARGE RUMINANTS,,,,,,,,
56-93-51-26,0668-001-002,SMALL RUMINANTS,,,,,,,,
56-93-51-26,0668-001-002,PIGS,,,,,,,,
56-93-51-26,0668-001-002,POULTRY,,,,,,,,
56-93-51-26,0668-001-002,DONKEYS,,,,,,,,
56-93-51-26,0668-001-002,OTHER ANIMALS,,,,,,,,
67-65-05-37,0668-002-001,LARGE RUMINANTS,,,,,,,,
67-65-05-37,0668-002-001,SMALL RUMINANTS,,,,,,,,
67-65-05-37,0668-002-001,PIGS,,,,,,,,
67-65-05-37,0668-002-001,POULTRY,,,,,,,,
67-65-05-37,0668-002-001,DONKEYS,,,,,,,,
67-65-05-37,0668-002-001,OTHER ANIMALS,,,,,,,,
76-81-55-22,0669-001-001,LARGE RUMINANTS,,,,,,,,
76-81-55-22,0669-001-001,SMALL RUMINANTS,,,,,,,,
76-81-55-22,0669-001-001,PIGS,,,,,,,,
76-81-55-22,0669-001-001,POULTRY,,,,,,,,
76-81-55-22,0669-001-001,DONKEYS,,,,,,,,
76-81-55-22,0669-001-001,OTHER ANIMALS,,,,,,,,
01-21-40-66,0671-001-001,LARGE RUMINANTS,,,,,,,,
01-21-40-66,0671-001-001,SMALL RUMINANTS,,,,,,,,
01-21-40-66,0671-001-001,PIGS,,,,,,,,
01-21-40-66,0671-001-001,POULTRY,,,,,,,,
01-21-40-66,0671-001-001,DONKEYS,,,,,,,,
01-21-40-66,0671-001-001,OTHER ANIMALS,,,,,,,,
55-25-66-63,0671-003-001,LARGE RUMINANTS,,,,,,,,
55-25-66-63,0671-003-001,SMALL RUMINANTS,,,,,,,,
55-25-66-63,0671-003-001,PIGS,,,,,,,,
55-25-66-63,0671-003-001,POULTRY,,,,,,,,
55-25-66-63,0671-003-001,DONKEYS,,,,,,,,
55-25-66-63,0671-003-001,OTHER ANIMALS,,,,,,,,
31-38-25-42,0672-001-001,LARGE RUMINANTS,,,,,,,,
31-38-25-42,0672-001-001,SMALL RUMINANTS,,,,,,,,
31-38-25-42,0672-001-001,PIGS,,,,,,,,
31-38-25-42,0672-001-001,POULTRY,,,,,,,,
31-38-25-42,0672-001-001,DONKEYS,,,,,,,,
31-38-25-42,0672-001-001,OTHER ANIMALS,,,,,,,,
28-61-27-79,0674-001-001,LARGE RUMINANTS,,,,,,,,
28-61-27-79,0674-001-001,SMALL RUMINANTS,,,,,,,,
28-61-27-79,0674-001-001,PIGS,,,,,,,,
28-61-27-79,0674-001-001,POULTRY,,,,,,,,
28-61-27-79,0674-001-001,DONKEYS,,,,,,,,
28-61-27-79,0674-001-001,OTHER ANIMALS,,,,,,,,
31-50-67-22,0675-001-001,LARGE RUMINANTS,,,,,,,,
31-50-67-22,0675-001-001,SMALL RUMINANTS,,,,,,,,
31-50-67-22,0675-001-001,PIGS,,,,,,,,
31-50-67-22,0675-001-001,POULTRY,NO,,,,,,,
31-50-67-22,0675-001-001,DONKEYS,,,,,,,,
31-50-67-22,0675-001-001,OTHER ANIMALS,,,,,,,,
22-28-71-98,0675-001-004,LARGE RUMINANTS,,,,,,,,
22-28-71-98,0675-001-004,SMALL RUMINANTS,,,,,,,,
22-28-71-98,0675-001-004,PIGS,,,,,,,,
22-28-71-98,0675-001-004,POULTRY,NO,,,,,,,
22-28-71-98,0675-001-004,DONKEYS,,,,,,,,
22-28-71-98,0675-001-004,OTHER ANIMALS,,,,,,,,
36-42-77-74,0676-001-001,LARGE RUMINANTS,,,,,,,,
36-42-77-74,0676-001-001,SMALL RUMINANTS,NO,,,,,,,
36-42-77-74,0676-001-001,PIGS,,,,,,,,
36-42-77-74,0676-001-001,POULTRY,NO,,,,,,,
36-42-77-74,0676-001-001,DONKEYS,,,,,,,,
36-42-77-74,0676-001-001,OTHER ANIMALS,,,,,,,,
71-23-90-01,0677-001-001,LARGE RUMINANTS,,,,,,,,
71-23-90-01,0677-001-001,SMALL RUMINANTS,,,,,,,,
71-23-90-01,0677-001-001,PIGS,,,,,,,,
71-23-90-01,0677-001-001,POULTRY,,,,,,,,
71-23-90-01,0677-001-001,DONKEYS,,,,,,,,
71-23-90-01,0677-001-001,OTHER ANIMALS,,,,,,,,
19-05-54-21,0678-001-001,LARGE RUMINANTS,,,,,,,,
19-05-54-21,0678-001-001,SMALL RUMINANTS,,,,,,,,
19-05-54-21,0678-001-001,PIGS,,,,,,,,
19-05-54-21,0678-001-001,POULTRY,NO,,,,,,,
19-05-54-21,0678-001-001,DONKEYS,,,,,,,,
19-05-54-21,0678-001-001,OTHER ANIMALS,,,,,,,,
06-03-24-91,0678-001-002,LARGE RUMINANTS,,,,,,,,
06-03-24-91,0678-001-002,SMALL RUMINANTS,,,,,,,,
06-03-24-91,0678-001-002,PIGS,,,,,,,,
06-03-24-91,0678-001-002,POULTRY,,,,,,,,
06-03-24-91,0678-001-002,DONKEYS,,,,,,,,
06-03-24-91,0678-001-002,OTHER ANIMALS,,,,,,,,
53-82-24-71,0679-001-001,LARGE RUMINANTS,,,,,,,,
53-82-24-71,0679-001-001,SMALL RUMINANTS,,,,,,,,
53-82-24-71,0679-001-001,PIGS,,,,,,,,
53-82-24-71,0679-001-001,POULTRY,,,,,,,,
53-82-24-71,0679-001-001,DONKEYS,,,,,,,,
53-82-24-71,0679-001-001,OTHER ANIMALS,,,,,,,,
76-36-87-78,0680-001-001,LARGE RUMINANTS,,,,,,,,
76-36-87-78,0680-001-001,SMALL RUMINANTS,,,,,,,,
