interview__key,sdd_hhid,hh_q14,sourceid,hh_q15,hh_q16,hh_q17,hh_q18,hh_q19,hh_q20,hh_q21_1,hh_q21_2,hh_q22_1,hh_q22_2,hh_q22_3,hh_q23,hh_q25_1,hh_q25_2,hh_q26,hh_q27_1,hh_q27_2,hh_q24_1,hh_q24_2,hh_q24_3
75-12-65-48,0361-001-001,YES,5,**CONFIDENTIAL**,DAUGHTER,40,FEMALE,NO EDUCATION,MTWARA,YEARS,40,FRIENDS/RELATIVES,,,30000,1,,120000,1,,HOUSEHOLD CONSUMPTION,,
75-12-65-48,0361-001-001,YES,6,**CONFIDENTIAL**,OTHER RELATIVE,29,MALE,D7,MTWARA,YEARS,29,FRIENDS/RELATIVES,,,50000,3,,80000,1,3,HOUSEHOLD CONSUMPTION,,
05-93-71-40,0362-001-001,NO,,,,,,,,,,,,,,,,,,,,,
25-93-23-16,0363-001-001,NO,,,,,,,,,,,,,,,,,,,,,
82-38-78-50,0363-003-001,YES,1,**CONFIDENTIAL**,FRIEND,57,MALE,D7,MTWARA,YEARS,50,FRIENDS/RELATIVES,,,250000,1,,100000,1,,HOUSEHOLD CONSUMPTION,,
16-25-69-84,0364-001-001,YES,1,**CONFIDENTIAL**,SPOUSE,55,MALE,D4,MTWARA,YEARS,55,FRIENDS/RELATIVES,OTHER (SPECIFY),,200000,1,,150000,1,,HOUSEHOLD CONSUMPTION,,
88-18-02-06,0366-001-001,NO,,,,,,,,,,,,,,,,,,,,,
98-93-28-99,0367-001-001,NO,,,,,,,,,,,,,,,,,,,,,
72-02-74-10,0368-001-001,NO,,,,,,,,,,,,,,,,,,,,,
37-91-82-56,0369-001-001,NO,,,,,,,,,,,,,,,,,,,,,
89-45-31-74,0369-001-010,NO,,,,,,,,,,,,,,,,,,,,,
05-20-75-51,0370-001-001,NO,,,,,,,,,,,,,,,,,,,,,
81-59-39-48,0370-002-001,NO,,,,,,,,,,,,,,,,,,,,,
33-40-21-23,0371-001-001,YES,1,**CONFIDENTIAL**,SISTER,29,FEMALE,D7,DAR ES SALAAM,YEARS,10,TIGO PESA,,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
36-31-22-46,0372-001-001,NO,,,,,,,,,,,,,,,,,,,,,
62-16-24-46,0372-004-001,NO,,,,,,,,,,,,,,,,,,,,,
95-89-46-21,0372-004-002,YES,1,**CONFIDENTIAL**,PARENT,53,MALE,F4,MTWARA,YEARS,40,FRIENDS/RELATIVES,,,0,,,150000,1,,,,
95-89-46-21,0372-004-002,YES,2,**CONFIDENTIAL**,FRIEND,27,MALE,D7,MTWARA,YEARS,5,TIGO PESA,,,200000,1,,30000,1,,HOUSEHOLD CONSUMPTION,,
73-64-57-68,0373-001-001,NO,,,,,,,,,,,,,,,,,,,,,
31-00-50-10,0374-001-001,NO,,,,,,,,,,,,,,,,,,,,,
60-58-87-22,0375-001-001,NO,,,,,,,,,,,,,,,,,,,,,
21-71-05-05,0375-001-004,NO,,,,,,,,,,,,,,,,,,,,,
14-25-57-80,0376-001-001,NO,,,,,,,,,,,,,,,,,,,,,
87-29-04-68,0377-001-001,YES,1,**CONFIDENTIAL**,BROTHER,37,MALE,F4,LINDI,YEARS,12,TIGO PESA,AIRTEL MONEY,,150000,1,,150000,1,,HOUSEHOLD CONSUMPTION,,
87-29-04-68,0377-001-001,YES,2,**CONFIDENTIAL**,BROTHER,30,MALE,F4,PWANI,YEARS,5,AIRTEL MONEY,,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
63-19-55-45,0377-001-002,NO,,,,,,,,,,,,,,,,,,,,,
43-16-08-07,0378-001-003,YES,1,**CONFIDENTIAL**,PARENT,53,FEMALE,U3,MTWARA,YEARS,40,TIGO PESA,,,200000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
43-16-08-07,0378-001-003,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,42,FEMALE,U3,DODOMA,MONTHS,10,TIGO PESA,,,40000,1,,360000,1,,HOUSEHOLD CONSUMPTION,,
88-99-03-66,0378-003-001,NO,,,,,,,,,,,,,,,,,,,,,
25-45-09-68,0379-001-001,NO,,,,,,,,,,,,,,,,,,,,,
53-65-82-49,0380-001-001,NO,,,,,,,,,,,,,,,,,,,,,
82-21-80-57,0380-001-004,NO,,,,,,,,,,,,,,,,,,,,,
80-78-20-03,0381-001-002,NO,,,,,,,,,,,,,,,,,,,,,
79-55-32-46,0381-002-001,NO,,,,,,,,,,,,,,,,,,,,,
11-11-48-32,0382-001-001,NO,,,,,,,,,,,,,,,,,,,,,
58-63-01-26,0382-001-003,NO,,,,,,,,,,,,,,,,,,,,,
12-44-79-02,0382-003-001,NO,,,,,,,,,,,,,,,,,,,,,
22-36-64-04,0383-002-001,YES,1,**CONFIDENTIAL**,SPOUSE,37,MALE,F4,MTWARA,YEARS,32,OTHER (SPECIFY),,,350000,1,,150000,1,,HOUSEHOLD CONSUMPTION,,
22-36-64-04,0383-002-001,YES,2,**CONFIDENTIAL**,PARENT,73,MALE,D7,LINDI,YEARS,73,AIRTEL MONEY,,,300000,1,2,40000,1,2,HOUSEHOLD CONSUMPTION,,
08-83-65-24,0385-001-001,NO,,,,,,,,,,,,,,,,,,,,,
19-29-01-24,0385-001-002,NO,,,,,,,,,,,,,,,,,,,,,
11-13-08-42,0386-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,37,FEMALE,D7,KASKAZINI PEMBA,YEARS,6,TIGO PESA,,,75000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
11-13-08-42,0386-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,38,FEMALE,D7,DAR ES SALAAM,YEARS,15,TIGO PESA,,,220000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
90-22-50-43,0387-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,29,MALE,D7,MTWARA,YEARS,8,AIRTEL MONEY,,,200000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
90-22-50-43,0387-001-001,YES,2,**CONFIDENTIAL**,SPOUSE,48,MALE,D7,MTWARA,YEARS,48,OTHER (SPECIFY),,,150000,1,,250000,1,,HOUSEHOLD CONSUMPTION,,
41-18-85-21,0388-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,28,FEMALE,D7,LINDI,YEARS,11,FRIENDS/RELATIVES,,,50000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
41-18-85-21,0388-001-001,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,41,MALE,F4,RUVUMA,YEARS,10,TIGO PESA,,,500000,1,2,100000,1,2,EDUCATION,,
86-45-17-33,0388-005-001,NO,,,,,,,,,,,,,,,,,,,,,
43-97-80-50,0389-001-001,YES,1,**CONFIDENTIAL**,BROTHER,35,MALE,DIPLOMA,PWANI,YEARS,7,OTHER (SPECIFY),,,0,,,NONE,,,,,
49-08-86-51,0389-001-002,NO,,,,,,,,,,,,,,,,,,,,,
98-73-14-89,0390-001-001,YES,1,**CONFIDENTIAL**,OTHER (SPECIFY),55,MALE,'O'+COURSE,MTWARA,YEARS,10,AIRTEL MONEY,,,40000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
28-94-88-56,0390-001-004,NO,,,,,,,,,,,,,,,,,,,,,
77-89-92-35,0391-001-001,NO,,,,,,,,,,,,,,,,,,,,,
03-55-55-72,0391-005-001,NO,,,,,,,,,,,,,,,,,,,,,
42-04-98-59,0392-001-002,NO,,,,,,,,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,NO,,,,,,,,,,,,,,,,,,,,,
68-78-67-09,0393-002-001,YES,1,**CONFIDENTIAL**,PARENT,80,MALE,NO EDUCATION,MTWARA,YEARS,80,FRIENDS/RELATIVES,,,100000,1,,45000,1,,HOUSEHOLD CONSUMPTION,,
59-34-76-55,0394-001-001,YES,1,**CONFIDENTIAL**,PARENT,58,MALE,D7,MTWARA,YEARS,50,FRIENDS/RELATIVES,,,140000,1,2,50000,1,2,HOUSEHOLD CONSUMPTION,,
07-50-77-12,0395-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,32,FEMALE,F1,DAR ES SALAAM,YEARS,6,M-PESA,,,380000,1,,10600,1,,HOUSEHOLD CONSUMPTION,FARMING,
36-58-37-13,0395-001-006,NO,,,,,,,,,,,,,,,,,,,,,
47-39-84-55,0396-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,27,MALE,F6,TANGA,YEARS,4,M-PESA,,,30000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,HEALTH,
47-39-84-55,0396-001-001,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,46,MALE,D7,DAR ES SALAAM,YEARS,23,TIGO PESA,,,20000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
03-85-55-92,0396-102-001,NO,,,,,,,,,,,,,,,,,,,,,
41-77-08-50,0397-001-001,NO,,,,,,,,,,,,,,,,,,,,,
26-73-74-39,0398-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,39,FEMALE,D7,RUVUMA,YEARS,39,OTHER (SPECIFY),,,200000,1,,45000,1,,HOUSEHOLD CONSUMPTION,HEALTH,FARMING
26-73-74-39,0398-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,30,FEMALE,D7,RUVUMA,MONTHS,20,OTHER (SPECIFY),,,120000,1,,160000,1,,HOUSEHOLD CONSUMPTION,,
72-00-98-96,0398-001-002,NO,,,,,,,,,,,,,,,,,,,,,
46-80-56-01,0398-001-003,NO,,,,,,,,,,,,,,,,,,,,,
05-84-71-82,0398-001-005,YES,1,**CONFIDENTIAL**,SPOUSE,48,MALE,D7,RUVUMA,YEARS,20,M-PESA,FRIENDS/RELATIVES,,600000,1,,120000,1,,HOUSEHOLD CONSUMPTION,EDUCATION,FARMING
75-52-50-40,0399-001-001,NO,,,,,,,,,,,,,,,,,,,,,
80-55-95-04,0400-001-001,YES,1,**CONFIDENTIAL**,OTHER (SPECIFY),29,FEMALE,F4,IRINGA,YEARS,3,M-PESA,,,40000,2,,12000,1,2,HOUSEHOLD CONSUMPTION,,
65-75-62-15,0401-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,29,FEMALE,F4,DAR ES SALAAM,YEARS,3,M-PESA,,,50000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
65-75-62-15,0401-001-001,YES,2,**CONFIDENTIAL**,SON,36,MALE,D7,DODOMA,YEARS,12,M-PESA,,,60000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
96-25-62-36,0402-001-002,NO,,,,,,,,,,,,,,,,,,,,,
74-17-85-60,0402-001-003,YES,1,**CONFIDENTIAL**,PARENT,56,MALE,D7,RUVUMA,YEARS,56,OTHER (SPECIFY),,,85000,1,2,60000,1,2,HOUSEHOLD CONSUMPTION,,
75-24-28-19,0403-001-001,NO,,,,,,,,,,,,,,,,,,,,,
23-48-39-75,0404-001-001,YES,1,**CONFIDENTIAL**,SISTER,67,FEMALE,D4,RUVUMA,YEARS,40,OTHER (SPECIFY),,,0,,,85000,1,,,,
23-48-39-75,0404-001-001,YES,2,**CONFIDENTIAL**,SISTER,54,FEMALE,D7,RUVUMA,YEARS,54,OTHER (SPECIFY),,,0,,,45000,1,,,,
71-97-65-36,0405-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,33,FEMALE,F4,NJOMBE,YEARS,3,M-PESA,,,100000,1,,NONE,,,HEALTH,HOUSEHOLD CONSUMPTION,
29-44-70-33,0405-001-005,YES,1,**CONFIDENTIAL**,BROTHER,22,MALE,U2,DODOMA,YEARS,2,M-PESA,,,50000,1,,250000,1,,HOUSEHOLD CONSUMPTION,,
29-44-70-33,0405-001-005,YES,2,**CONFIDENTIAL**,FRIEND,35,MALE,D7,ARUSHA,YEARS,5,AIRTEL MONEY,,,50000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
05-05-31-11,0405-003-001,NO,,,,,,,,,,,,,,,,,,,,,
75-14-26-71,0406-001-001,NO,,,,,,,,,,,,,,,,,,,,,
90-30-68-35,0407-001-001,NO,,,,,,,,,,,,,,,,,,,,,
51-68-01-74,0408-001-001,NO,,,,,,,,,,,,,,,,,,,,,
45-60-97-69,0409-001-001,NO,,,,,,,,,,,,,,,,,,,,,
98-64-80-85,0411-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,42,FEMALE,D5,KILIMANJARO,YEARS,29,M-PESA,,,350000,1,2,180000,1,2,HOUSEHOLD CONSUMPTION,FARMING,
17-95-98-51,0412-001-001,YES,1,**CONFIDENTIAL**,SON,38,MALE,NO EDUCATION,RUVUMA,YEARS,38,OTHER (SPECIFY),,,35000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
20-06-16-32,0414-001-001,NO,,,,,,,,,,,,,,,,,,,,,
99-47-44-47,0415-002-001,NO,,,,,,,,,,,,,,,,,,,,,
32-54-64-43,0416-001-001,NO,,,,,,,,,,,,,,,,,,,,,
61-37-92-17,0418-001-001,YES,1,**CONFIDENTIAL**,BROTHER,51,MALE,D7,RUVUMA,YEARS,5,OTHER (SPECIFY),,,5000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
61-37-92-17,0418-001-001,YES,2,**CONFIDENTIAL**,SON,17,MALE,F4,RUVUMA,YEARS,5,OTHER (SPECIFY),,,0,,,48000,1,2,,,
26-99-70-78,0419-001-001,NO,,,,,,,,,,,,,,,,,,,,,
29-39-31-65,0420-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,31,FEMALE,D7,MBEYA,YEARS,7,M-PESA,,,50000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,HEALTH,
70-43-28-26,0420-001-003,NO,,,,,,,,,,,,,,,,,,,,,
53-51-88-47,0421-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,27,FEMALE,F4,RUVUMA,YEARS,10,FRIENDS/RELATIVES,,,0,,,40000,7,,,,
52-26-67-08,0421-001-002,YES,1,**CONFIDENTIAL**,DAUGHTER,18,FEMALE,F3,MBEYA,MONTHS,8,TIGO PESA,,,5000,2,,NONE,,,OTHER (SPECIFY),,
25-95-75-04,0422-001-001,NO,,,,,,,,,,,,,,,,,,,,,
64-07-55-27,0422-106-001,YES,1,**CONFIDENTIAL**,IN-LAW,56,MALE,D7,MBEYA,YEARS,18,M-PESA,,,60000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
56-15-63-11,0424-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,26,MALE,F4,DAR ES SALAAM,YEARS,4,M-PESA,,,55000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
79-86-35-12,0425-001-001,NO,,,,,,,,,,,,,,,,,,,,,
56-01-92-97,0426-001-001,NO,,,,,,,,,,,,,,,,,,,,,
73-36-66-15,0427-001-001,NO,,,,,,,,,,,,,,,,,,,,,
19-76-84-95,0428-001-001,NO,,,,,,,,,,,,,,,,,,,,,
97-66-47-16,0428-001-007,NO,,,,,,,,,,,,,,,,,,,,,
46-28-63-44,0430-002-001,NO,,,,,,,,,,,,,,,,,,,,,
32-32-47-74,0431-001-001,NO,,,,,,,,,,,,,,,,,,,,,
20-19-96-28,0432-001-001,NO,,,,,,,,,,,,,,,,,,,,,
38-89-22-03,0435-001-001,YES,1,**CONFIDENTIAL**,BROTHER,71,MALE,'O'+COURSE,RUVUMA,YEARS,50,OTHER (SPECIFY),,,75000,1,,150000,1,,HOUSEHOLD CONSUMPTION,,
38-89-22-03,0435-001-001,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,33,MALE,U3,RUVUMA,YEARS,7,M-PESA,,,17500,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
38-89-22-03,0435-001-001,YES,3,**CONFIDENTIAL**,OTHER RELATIVE,30,MALE,'O'+COURSE,MOROGORO,YEARS,1,M-PESA,,,25000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
38-89-22-03,0435-001-001,YES,4,**CONFIDENTIAL**,OTHER RELATIVE,30,FEMALE,F4,DAR ES SALAAM,YEARS,5,M-PESA,,,10000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
89-59-90-58,0436-001-001,YES,1,**CONFIDENTIAL**,SISTER,42,FEMALE,D7,NJOMBE,YEARS,30,FRIENDS/RELATIVES,,,20000,1,,15000,1,,HOUSEHOLD CONSUMPTION,,
89-59-90-58,0436-001-001,YES,2,**CONFIDENTIAL**,OTHER (SPECIFY),28,MALE,NO EDUCATION,IRINGA,YEARS,1,M-PESA,,,50000,3,,40000,3,,HOUSEHOLD CONSUMPTION,,
60-87-75-28,0436-002-001,NO,,,,,,,,,,,,,,,,,,,,,
03-49-85-68,0437-001-001,NO,,,,,,,,,,,,,,,,,,,,,
40-38-17-08,0438-001-002,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,32,MALE,D7,DAR ES SALAAM,YEARS,10,M-PESA,,,100000,4,,110000,4,,EDUCATION,HOUSEHOLD CONSUMPTION,
40-38-17-08,0438-001-002,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,36,FEMALE,D7,DAR ES SALAAM,YEARS,8,M-PESA,,,50000,4,,40000,4,,HOUSEHOLD CONSUMPTION,,
32-43-99-10,0438-002-001,NO,,,,,,,,,,,,,,,,,,,,,
39-42-81-55,0439-001-001,NO,,,,,,,,,,,,,,,,,,,,,
00-91-18-42,0440-002-001,NO,,,,,,,,,,,,,,,,,,,,,
82-91-48-29,0440-003-001,NO,,,,,,,,,,,,,,,,,,,,,
50-93-26-71,0440-003-002,NO,,,,,,,,,,,,,,,,,,,,,
31-07-58-53,0441-001-001,NO,,,,,,,,,,,,,,,,,,,,,
05-88-93-30,0443-001-001,NO,,,,,,,,,,,,,,,,,,,,,
62-63-62-03,0443-003-002,NO,,,,,,,,,,,,,,,,,,,,,
48-35-65-64,0443-004-001,NO,,,,,,,,,,,,,,,,,,,,,
68-42-42-49,0443-005-001,NO,,,,,,,,,,,,,,,,,,,,,
50-82-03-42,0444-001-001,NO,,,,,,,,,,,,,,,,,,,,,
65-60-88-82,0444-002-001,NO,,,,,,,,,,,,,,,,,,,,,
73-77-71-52,0445-001-002,YES,1,**CONFIDENTIAL**,DAUGHTER,35,FEMALE,F6,DAR ES SALAAM,YEARS,21,M-PESA,,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
86-47-16-30,0447-001-001,YES,1,**CONFIDENTIAL**,SON,42,MALE,MS+COURSE,DAR ES SALAAM,YEARS,23,TIGO PESA,,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
27-83-38-78,0448-002-002,NO,,,,,,,,,,,,,,,,,,,,,
33-34-75-08,0448-002-003,NO,,,,,,,,,,,,,,,,,,,,,
80-14-45-91,0448-003-001,NO,,,,,,,,,,,,,,,,,,,,,
23-61-77-92,0448-003-002,NO,,,,,,,,,,,,,,,,,,,,,
74-86-99-60,0448-004-001,NO,,,,,,,,,,,,,,,,,,,,,
18-51-98-42,0448-007-001,NO,,,,,,,,,,,,,,,,,,,,,
57-69-67-98,0449-001-001,NO,,,,,,,,,,,,,,,,,,,,,
27-74-78-37,0449-001-003,NO,,,,,,,,,,,,,,,,,,,,,
10-67-74-98,0451-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,35,FEMALE,D7,DAR ES SALAAM,YEARS,21,M-PESA,,,100000,1,,200000,1,,HOUSEHOLD CONSUMPTION,,
64-78-61-03,0452-001-001,NO,,,,,,,,,,,,,,,,,,,,,
95-87-11-16,0454-002-002,NO,,,,,,,,,,,,,,,,,,,,,
96-19-28-79,0454-003-001,NO,,,,,,,,,,,,,,,,,,,,,
80-39-97-04,0455-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,45,MALE,F4,IRINGA,YEARS,5,M-PESA,,,160000,3,,NONE,,,HOUSEHOLD CONSUMPTION,HEALTH,
80-39-97-04,0455-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,42,FEMALE,D7,DAR ES SALAAM,YEARS,6,M-PESA,TIGO PESA,,100000,1,3,250000,1,,HOUSEHOLD CONSUMPTION,,
08-66-17-10,0456-001-001,NO,,,,,,,,,,,,,,,,,,,,,
74-23-57-59,0457-001-001,NO,,,,,,,,,,,,,,,,,,,,,
79-92-81-05,0459-001-001,NO,,,,,,,,,,,,,,,,,,,,,
19-61-19-60,0460-001-001,YES,1,**CONFIDENTIAL**,FRIEND,35,MALE,D7,DAR ES SALAAM,YEARS,7,FRIENDS/RELATIVES,,,200000,1,2,NONE,,,EDUCATION,,
19-61-19-60,0460-001-001,YES,2,**CONFIDENTIAL**,FRIEND,40,MALE,F4,DAR ES SALAAM,YEARS,7,FRIENDS/RELATIVES,,,120000,1,2,NONE,,,EDUCATION,,
10-58-95-87,0461-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,31,FEMALE,'O'+COURSE,DODOMA,YEARS,9,M-PESA,,,40000,1,4,65000,1,,HOUSEHOLD CONSUMPTION,,
42-52-14-43,0462-001-001,YES,1,**CONFIDENTIAL**,SPOUSE,35,MALE,F6,MOROGORO,YEARS,3,TIGO PESA,,,300000,1,,200000,1,,HOUSEHOLD CONSUMPTION,,
28-80-80-37,0463-001-001,NO,,,,,,,,,,,,,,,,,,,,,
90-71-55-22,0463-001-005,YES,1,**CONFIDENTIAL**,PARENT,55,FEMALE,U3,IRINGA,YEARS,40,M-PESA,,,150000,1,,50000,1,,HOUSEHOLD CONSUMPTION,,
90-71-55-22,0463-001-005,YES,2,**CONFIDENTIAL**,BROTHER,26,MALE,F4,DAR ES SALAAM,YEARS,26,FRIENDS/RELATIVES,OTHER (SPECIFY),,150000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
90-71-55-22,0463-001-005,YES,3,**CONFIDENTIAL**,PARENT,63,MALE,U3,IRINGA,YEARS,30,M-PESA,,,550000,1,,NONE,,,HOUSEHOLD CONSUMPTION,HEALTH,
22-03-81-98,0463-001-008,YES,1,**CONFIDENTIAL**,SISTER,50,FEMALE,F4,DAR ES SALAAM,YEARS,30,FRIENDS/RELATIVES,,,350000,1,,300000,1,,HOUSEHOLD CONSUMPTION,,
71-28-06-24,0463-001-010,NO,,,,,,,,,,,,,,,,,,,,,
88-82-54-67,0464-001-001,NO,,,,,,,,,,,,,,,,,,,,,
88-59-03-40,0465-001-001,NO,,,,,,,,,,,,,,,,,,,,,
54-47-99-19,0465-001-002,NO,,,,,,,,,,,,,,,,,,,,,
00-59-19-34,0466-001-001,NO,,,,,,,,,,,,,,,,,,,,,
44-15-41-02,0467-001-002,NO,,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,YES,1,**CONFIDENTIAL**,PARENT,54,FEMALE,F4,IRINGA,YEARS,25,OTHER (SPECIFY),,,500000,3,,NONE,,,HOUSEHOLD CONSUMPTION,,
35-25-01-93,0468-001-001,YES,1,**CONFIDENTIAL**,SON,72,MALE,U3,DAR ES SALAAM,YEARS,30,M-PESA,TIGO PESA,,200000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
35-25-01-93,0468-001-001,YES,2,**CONFIDENTIAL**,OTHER (SPECIFY),36,MALE,U3,DAR ES SALAAM,YEARS,22,FRIENDS/RELATIVES,,,200000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
28-12-55-49,0469-001-001,NO,,,,,,,,,,,,,,,,,,,,,
42-91-86-83,0469-001-003,NO,,,,,,,,,,,,,,,,,,,,,
70-27-93-09,0469-001-004,YES,1,**CONFIDENTIAL**,IN-LAW,45,MALE,F6,MOROGORO,YEARS,10,M-PESA,,,100000,1,2,NONE,,,EDUCATION,,
99-52-82-56,0470-001-001,NO,,,,,,,,,,,,,,,,,,,,,
01-20-50-14,0471-001-001,NO,,,,,,,,,,,,,,,,,,,,,
38-25-53-03,0472-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,24,FEMALE,D7,MBEYA,YEARS,7,OTHER (SPECIFY),,,30000,1,,60000,1,,HOUSEHOLD CONSUMPTION,,
38-25-53-03,0472-001-001,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,41,FEMALE,D7,RUVUMA,MONTHS,10,FRIENDS/RELATIVES,,,40000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
73-12-47-39,0473-001-001,NO,,,,,,,,,,,,,,,,,,,,,
05-32-96-07,0474-001-001,NO,,,,,,,,,,,,,,,,,,,,,
90-68-34-99,0475-001-001,NO,,,,,,,,,,,,,,,,,,,,,
65-14-41-78,0475-001-002,YES,1,**CONFIDENTIAL**,FRIEND,52,MALE,D7,MBEYA,YEARS,21,OTHER (SPECIFY),,,0,,,15000,1,,,,
78-45-68-39,0476-001-001,YES,1,**CONFIDENTIAL**,SON,29,MALE,D7,RUKWA,YEARS,3,FRIENDS/RELATIVES,,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
78-45-68-39,0476-001-001,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,28,MALE,D7,MBEYA,YEARS,28,OTHER (SPECIFY),,,5000,1,,30000,1,,HOUSEHOLD CONSUMPTION,,
65-39-07-89,0476-001-002,NO,,,,,,,,,,,,,,,,,,,,,
72-03-92-77,0477-001-001,NO,,,,,,,,,,,,,,,,,,,,,
94-04-57-79,0478-001-001,NO,,,,,,,,,,,,,,,,,,,,,
94-62-16-61,0479-001-001,NO,,,,,,,,,,,,,,,,,,,,,
44-86-40-50,0481-001-001,YES,1,**CONFIDENTIAL**,FRIEND,35,MALE,D7,MBEYA,YEARS,35,M-PESA,,,120000,3,,NONE,,,HOUSEHOLD CONSUMPTION,,
25-23-86-61,0483-001-001,NO,,,,,,,,,,,,,,,,,,,,,
29-78-41-94,0484-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,42,MALE,D7,MBEYA,YEARS,42,FRIENDS/RELATIVES,,,200000,1,2,50000,1,2,HOUSEHOLD CONSUMPTION,,
67-76-38-68,0485-001-002,NO,,,,,,,,,,,,,,,,,,,,,
92-10-23-86,0486-001-001,NO,,,,,,,,,,,,,,,,,,,,,
47-36-77-75,0486-001-002,NO,,,,,,,,,,,,,,,,,,,,,
06-58-60-31,0487-001-001,NO,,,,,,,,,,,,,,,,,,,,,
68-66-69-90,0488-002-001,YES,1,**CONFIDENTIAL**,SPOUSE,40,MALE,D7,MBEYA,YEARS,40,OTHER (SPECIFY),,,70000,1,,40000,1,,HOUSEHOLD CONSUMPTION,,
66-18-09-29,0489-001-001,NO,,,,,,,,,,,,,,,,,,,,,
24-04-32-53,0490-001-001,YES,1,**CONFIDENTIAL**,SON,40,MALE,D7,MBEYA,YEARS,40,FRIENDS/RELATIVES,,,150000,1,2,100000,1,2,HOUSEHOLD CONSUMPTION,,
24-04-32-53,0490-001-001,YES,2,**CONFIDENTIAL**,SON,35,MALE,D7,MBEYA,YEARS,35,FRIENDS/RELATIVES,,,80000,1,2,50000,1,2,HOUSEHOLD CONSUMPTION,,
61-73-23-72,0491-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,30,MALE,D7,MBEYA,YEARS,30,OTHER (SPECIFY),,,50000,1,,20000,1,,HOUSEHOLD CONSUMPTION,,
53-31-43-03,0491-001-002,NO,,,,,,,,,,,,,,,,,,,,,
75-89-58-82,0491-001-003,NO,,,,,,,,,,,,,,,,,,,,,
79-64-69-56,0491-001-004,YES,1,**CONFIDENTIAL**,PARENT,53,FEMALE,D7,MBEYA,YEARS,53,OTHER (SPECIFY),,,0,,,68000,1,2,,,
76-15-29-53,0491-002-001,NO,,,,,,,,,,,,,,,,,,,,,
68-73-60-31,0491-003-001,NO,,,,,,,,,,,,,,,,,,,,,
00-55-08-95,0491-004-001,NO,,,,,,,,,,,,,,,,,,,,,
20-63-33-06,0492-001-001,NO,,,,,,,,,,,,,,,,,,,,,
