interview__key,sdd_hhid,plotnum,plotname,ag2a_03,ag2a_04,ag2a_05,ag2a_05a,ag2a_06,ag2a_07__Accuracy,ag2a_07__Altitude,ag2a_07__Latitude,ag2a_07__Longitude,ag2a_07__Timestamp,ag2a_07a,ag2a_07b,ag2a_07c_1,ag2a_07c_2,ag2a_07c_3,ag2a_08,ag2a_09,ag2a_10
59-72-44-58,0665-001-001,1,**CONFIDENTIAL**,,1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
59-72-44-58,0665-001-001,2,**CONFIDENTIAL**,,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.4,MOSTLY CLEAR / MOSTLY SUNNY
99-47-56-63,0666-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,5,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,6.36,MOSTLY CLEAR / MOSTLY SUNNY
99-47-56-63,0666-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,,M2,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
99-47-56-63,0666-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,6,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
65-31-48-21,0666-003-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
65-31-48-21,0666-003-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M2,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,NO,,,,,1.93,CLEAR / SUNNY
65-31-48-21,0666-003-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M3,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.41,MOSTLY CLEAR / MOSTLY SUNNY
96-55-31-90,0667-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M1,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
96-55-31-90,0667-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
96-55-31-90,0667-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
20-29-28-71,0668-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.2,MOSTLY CLEAR / MOSTLY SUNNY
56-93-51-26,0668-001-002,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
67-65-05-37,0668-002-001,1,**CONFIDENTIAL**,,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
76-81-55-22,0669-001-001,1,**CONFIDENTIAL**,,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.02,MOSTLY CLEAR / MOSTLY SUNNY
76-81-55-22,0669-001-001,2,**CONFIDENTIAL**,,0.2,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.2,MOSTLY CLEAR / MOSTLY SUNNY
76-81-55-22,0669-001-001,3,**CONFIDENTIAL**,,33,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
76-81-55-22,0669-001-001,4,**CONFIDENTIAL**,,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
01-21-40-66,0671-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,5,YES,1,,,,0.01,CLEAR / SUNNY
31-38-25-42,0672-001-001,1,**CONFIDENTIAL**,,0.4,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
31-38-25-42,0672-001-001,2,**CONFIDENTIAL**,,3,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.2,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
28-61-27-79,0674-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.08,CLEAR / SUNNY
31-50-67-22,0675-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M1,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
31-50-67-22,0675-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.06,CLEAR / SUNNY
31-50-67-22,0675-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
22-28-71-98,0675-001-004,1,**CONFIDENTIAL**,,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.14,CLEAR / SUNNY
36-42-77-74,0676-001-001,1,**CONFIDENTIAL**,,4,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
36-42-77-74,0676-001-001,2,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
71-23-90-01,0677-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
19-05-54-21,0678-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.07,PARTLY CLOUDY / PARTLY SUNNY
06-03-24-91,0678-001-002,1,**CONFIDENTIAL**,,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
53-82-24-71,0679-001-001,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
90-00-57-86,0681-001-002,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,1.12,CLEAR / SUNNY
53-66-73-80,0682-001-002,1,**CONFIDENTIAL**,,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
53-66-73-80,0682-001-002,2,**CONFIDENTIAL**,,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
57-93-70-27,0683-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.41,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
68-79-28-80,0683-001-009,1,**CONFIDENTIAL**,,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
81-82-35-91,0683-002-002,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.19,COMPLETELY CLOUDY
10-61-49-52,0684-001-002,1,**CONFIDENTIAL**,,0.5,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.03,PARTLY CLOUDY / PARTLY SUNNY
34-20-14-19,0684-001-004,1,**CONFIDENTIAL**,,0.3,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.05,PARTLY CLOUDY / PARTLY SUNNY
61-41-06-82,0684-005-001,1,**CONFIDENTIAL**,,2,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,3,YES,3,,,,1.75,CLEAR / SUNNY
62-07-47-27,0684-005-002,1,**CONFIDENTIAL**,,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
11-48-68-26,0685-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.35,PARTLY CLOUDY / PARTLY SUNNY
70-12-37-49,0686-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
92-90-26-11,0687-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
60-98-45-79,0687-001-004,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
98-48-13-81,0687-006-001,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
04-78-48-50,0687-006-002,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
04-78-48-50,0687-006-002,2,**CONFIDENTIAL**,,3,,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
56-57-53-73,0688-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.18,PARTLY CLOUDY / PARTLY SUNNY
23-06-93-51,0689-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.03,PARTLY CLOUDY / PARTLY SUNNY
23-06-93-51,0689-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M2,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
23-06-93-51,0689-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,,M3,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
75-21-34-64,0689-001-008,1,**CONFIDENTIAL**,,0.8,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.85,PARTLY CLOUDY / PARTLY SUNNY
95-06-93-41,0690-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
72-15-33-17,0692-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,M1,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
72-15-33-17,0692-002-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
27-84-62-21,0694-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.3,CLEAR / SUNNY
91-33-85-80,0695-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.8,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
53-85-16-71,0695-004-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1.5,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,1,,,,2.05,PARTLY CLOUDY / PARTLY SUNNY
64-88-46-60,0695-004-003,1,**CONFIDENTIAL**,,0.5,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.23,PARTLY CLOUDY / PARTLY SUNNY
64-88-46-60,0695-004-003,2,**CONFIDENTIAL**,,0.2,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.23,PARTLY CLOUDY / PARTLY SUNNY
78-20-87-66,0696-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,12,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,2,PARTLY CLOUDY / PARTLY SUNNY
78-20-87-66,0696-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
60-53-18-73,0696-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,2,,,0.43,CLEAR / SUNNY
96-88-18-26,0696-004-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,2,,,0.08,PARTLY CLOUDY / PARTLY SUNNY
54-36-89-43,0697-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.23,RAINY
71-47-26-16,0698-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.21,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
71-47-26-16,0698-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.15,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
84-43-61-13,0698-003-002,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
84-43-61-13,0698-003-002,2,**CONFIDENTIAL**,**CONFIDENTIAL**,2,,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
04-80-76-28,0698-009-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,3,YES,3,,,,0.44,PARTLY CLOUDY / PARTLY SUNNY
17-83-92-95,0699-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
10-70-45-48,0700-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.94,COMPLETELY CLOUDY
42-34-18-97,0701-003-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.4,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.11,RAINY
08-00-32-44,0703-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
08-00-32-44,0703-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.11,MOSTLY CLEAR / MOSTLY SUNNY
44-09-39-44,0705-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
91-91-85-71,0706-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.62,PARTLY CLOUDY / PARTLY SUNNY
91-91-85-71,0706-002-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.08,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
08-56-40-01,0707-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.15,CLEAR / SUNNY
08-56-40-01,0707-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,3,M2,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
01-47-09-22,0707-001-003,1,**CONFIDENTIAL**,,1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
62-92-31-44,0707-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
08-63-44-83,0708-002-001,1,**CONFIDENTIAL**,,0.1,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.1,COMPLETELY CLOUDY
93-58-10-12,0709-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1.7,M1,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.81,CLEAR / SUNNY
93-58-10-12,0709-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,NO,,,,,0.09,CLEAR / SUNNY
97-10-65-58,0710-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
97-10-65-58,0710-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,4,YES,1,2,,,0.22,PARTLY CLOUDY / PARTLY SUNNY
97-10-65-58,0710-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
97-10-65-58,0710-001-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.16,CLEAR / SUNNY
86-12-47-47,0710-003-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.6,MOSTLY CLEAR / MOSTLY SUNNY
86-12-47-47,0710-003-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M2,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.7,PARTLY CLOUDY / PARTLY SUNNY
10-28-30-33,0710-003-003,1,**CONFIDENTIAL**,,1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,1.21,COMPLETELY CLOUDY
27-62-11-86,0710-004-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,1,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,1,MOSTLY CLEAR / MOSTLY SUNNY
27-62-11-86,0710-004-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,M2,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.65,PARTLY CLOUDY / PARTLY SUNNY
27-62-11-86,0710-004-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,,M3,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
27-62-11-86,0710-004-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.2,CLEAR / SUNNY
95-04-11-03,0711-001-003,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,10,YES,10,,,,0.18,PARTLY CLOUDY / PARTLY SUNNY
23-44-89-46,0714-001-002,1,**CONFIDENTIAL**,,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
23-15-28-86,0715-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,NO,,,,,0.7,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
55-95-90-52,0715-004-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M1,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,3.9,PARTLY CLOUDY / PARTLY SUNNY
