interview__key,sdd_hhid,cropid,ag5a_01,ag5a_02,ag5a_03,ag5a_04_1,ag5a_04_2,ag5a_05,ag5a_06,ag5a_07_1,ag5a_07_2,ag5a_08,ag5a_09_1,ag5a_09_2,ag5a_10_1,ag5a_10_2,ag5a_11a,ag5a_11_1,ag5a_11_2,ag5a_12,ag5a_13,ag5a_14_1,ag5a_14_2,ag5a_15,ag5a_16_1,ag5a_16_2,ag5a_17_1,ag5a_17_2,ag5a_18,ag5a_19,ag5a_20,ag5a_21,ag5a_22,ag5a_23,ag5a_24,ag5a_25,ag5a_26,ag5a_27,ag5a_28,ag5a_29,ag5a_30,ag5a_31,ag5a_32,ag5a_32a,ag5a_32b,ag5a_32c,ag5a_32d,ag5a_32e,ag5a_33,ag5a_34,ag5a_35,ag5a_36_1a,ag5a_36_1b,ag5a_36_2a,ag5a_36_2b
68-78-67-09,0393-002-001,20,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,15,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
07-50-77-12,0395-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,360,20,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
07-50-77-12,0395-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,30,15,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
07-50-77-12,0395-001-001,26,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
36-58-37-13,0395-001-006,1,YES,240,48000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,240,48000,NOVEMBER,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,460,40,0,200,0,RESIDUE WAS LEFT IN FIELD,,,,,,
36-58-37-13,0395-001-006,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,10,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
41-77-08-50,0397-001-001,1,YES,1000,300000,M/BIASHARA BINAFSI,KARIBU NA MJI,1000,300000,AUGUST,2018,3,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,400,CEILING,NO,,FOOD FOR HOUSEHOLD,NO,,,,550,0,0,50,0,RESIDUE WAS LEFT IN FIELD,,,,,,
41-77-08-50,0397-001-001,2,YES,750,960000,M/BIASHARA BINAFSI,KARIBU NA MJI,750,960000,JULY,2018,3,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
41-77-08-50,0397-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,50,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
41-77-08-50,0397-001-001,75,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,100,0,0,50,0,CROP PRODUCES NO  RESIDUE,,,,,,
26-73-74-39,0398-001-001,1,YES,100,20000,NDUGU,NDANI YA KIJIJI/MJI,100,20000,AUGUST,2018,2,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,160,SACKS / OPEN DRUM,YES,SPRAYING,TO SELL AT HIGHER PRICE,NO,,,,40,20,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-73-74-39,0398-001-001,17,YES,20,40000,SOKO,NDANI YA KIJIJI/MJI,20,40000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,10,10,0,0,0,MULCHED,,,,,,
72-00-98-96,0398-001-002,1,YES,1400,168000,SOKO,NDANI YA KIJIJI/MJI,1400,168000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,YES,5,1,MOTORCYCLE,7000,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
72-00-98-96,0398-001-002,28,YES,340,100800,SOKO,NDANI YA KIJIJI/MJI,340,100800,MARCH,2018,4,1,2,1,2,HAPANA,,,,,,,,,,,,YES,5,4,MOTORCYCLE,0,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
46-80-56-01,0398-001-003,1,YES,6,210000,KIWANDA,KARIBU NA MJI,6,210000,NOVEMBER,2018,1,6,,6,,HAPANA,,,,,,,,,,,,YES,10,1,CAR,30000,YES,120,OTHER (SPECIFY),YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,500,80,0,300,0,RESIDUE WAS LEFT IN FIELD,,,,,,
46-80-56-01,0398-001-003,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
05-84-71-82,0398-001-005,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,80,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,1000,16,0,200,0,RESIDUE WAS LEFT IN FIELD,,,,,,
75-52-50-40,0399-001-001,1,YES,3500,1050000,M/BIASHARA BINAFSI,KARIBU NA MJI,3500,1050000,AUGUST,2018,4,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,150,SACKS / OPEN DRUM,NO,,FOOD FOR HOUSEHOLD,NO,,,,400,0,0,50,0,RESIDUE WAS LEFT IN FIELD,,,,,,
75-52-50-40,0399-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,70,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
75-52-50-40,0399-001-001,75,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,60,0,0,0,0,CROP PRODUCES NO  RESIDUE,,,,,,
80-55-95-04,0400-001-001,1,YES,360,90000,JIRANI,WILAYA NYINGINE,360,90000,AUGUST,2018,1,2,,2,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,275,5,0,80,0,RESIDUE WAS LEFT IN FIELD,,,,,,
65-75-62-15,0401-001-001,1,YES,108,45000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,108,45000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,120,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,562,30,0,60,0,RESIDUE WAS LEFT IN FIELD,,,,,,
65-75-62-15,0401-001-001,17,YES,20,20000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,20,20000,APRIL,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,30,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
96-25-62-36,0402-001-002,1,YES,478,132000,SOKO,NDANI YA KIJIJI/MJI,478,132000,JULY,2018,4,2,,2,,HAPANA,,,,,,,,,,,,YES,2,4,MOTORCYCLE,4000,YES,168,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,380,12,0,42,0,RESIDUE WAS LEFT IN FIELD,,,,,,
96-25-62-36,0402-001-002,26,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,0,2,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
96-25-62-36,0402-001-002,75,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,YES,ROTTING,1,10000,160,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
75-24-28-19,0403-001-001,1,YES,900,198000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,900,198000,OCTOBER,2018,3,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,360,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,290,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
23-48-39-75,0404-001-001,1,YES,240,48000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,240,48000,AUGUST,2018,2,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,120,SACKS / OPEN DRUM,NO,,FOOD FOR HOUSEHOLD,NO,,,,120,20,0,100,0,RESIDUE WAS LEFT IN FIELD,,,,,,
23-48-39-75,0404-001-001,26,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,84,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
23-48-39-75,0404-001-001,28,YES,464,48000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,464,48000,JUNE,2018,2,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,20,0,0,20,0,RESIDUE WAS LEFT IN FIELD,,,,,,
23-48-39-75,0404-001-001,32,YES,50,46000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,50,46000,AUGUST,2018,2,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,34,SACKS / OPEN DRUM,NO,,TO SELL AT HIGHER PRICE,NO,,,,10,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
71-97-65-36,0405-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,420,0,0,60,0,RESIDUE WAS LEFT IN FIELD,,,,,,
71-97-65-36,0405-001-001,5,YES,100,400000,M/BIASHARA BINAFSI,KARIBU NA MJI,100,400000,AUGUST,2018,4,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,10,0,0,0,CROP PRODUCES NO  RESIDUE,,,,,,
05-05-31-11,0405-003-001,1,YES,2000,440000,M/BIASHARA BINAFSI,WILAYA NYINGINE,2000,440000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,30,OTHER (SPECIFY),NO,,FOOD FOR HOUSEHOLD,NO,,,,70,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
75-14-26-71,0406-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,480,SACKS / OPEN DRUM,NO,,FOOD FOR HOUSEHOLD,NO,,,,280,0,0,40,0,RESIDUE WAS LEFT IN FIELD,,,,,,
90-30-68-35,0407-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,500,40,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
90-30-68-35,0407-001-001,27,YES,300,570000,M/BIASHARA BINAFSI,KARIBU NA MJI,300,570000,JUNE,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,13,7,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
51-68-01-74,0408-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,540,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
51-68-01-74,0408-001-001,27,YES,630,1197000,M/BIASHARA BINAFSI,KARIBU NA MJI,630,1197000,JUNE,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,YES,25,1,CAR,56000,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
45-60-97-69,0409-001-001,1,YES,3600,300000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,3600,300000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,1050,30,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
45-60-97-69,0409-001-001,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,80,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
45-60-97-69,0409-001-001,27,YES,90,162000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,90,162000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
45-60-97-69,0409-001-001,32,YES,120,84000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,120,84000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
17-95-98-51,0412-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,YES,OTHER (SPECIFY),7,160000,40,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
17-95-98-51,0412-001-001,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,YES,OTHER (SPECIFY),8,126900,12,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
17-95-98-51,0412-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,YES,OTHER (SPECIFY),9,60000,4,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
17-95-98-51,0412-001-001,27,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,YES,OTHER (SPECIFY),10,342000,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
20-06-16-32,0414-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,720,0,0,120,0,RESIDUE WAS LEFT IN FIELD,,,,,,
20-06-16-32,0414-001-001,27,YES,360,400000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,360,400000,JUNE,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,2,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
99-47-44-47,0415-002-001,27,YES,270,513000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,270,513000,AUGUST,2018,1,1,3,1,3,HAPANA,,,,,,,,,,,,YES,2,1,MOTORCYCLE,4500,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
32-54-64-43,0416-001-001,1,YES,324,90000,M/BIASHARA BINAFSI,MKOA MWINGINE,324,90000,AUGUST,2018,3,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,580,40,0,176,0,RESIDUE WAS LEFT IN FIELD,,,,,,
32-54-64-43,0416-001-001,17,YES,200,260000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,200,260000,JUNE,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,50,20,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
32-54-64-43,0416-001-001,27,YES,180,342000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,180,342000,JUNE,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,8,12,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
61-37-92-17,0418-001-001,1,YES,450,150000,MKATABA BIASHARA,NDANI YA KIJIJI/MJI,450,150000,AUGUST,2018,5,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,500,40,0,180,0,RESIDUE WAS LEFT IN FIELD,,,,,,
61-37-92-17,0418-001-001,5,YES,140,238000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,140,138000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,30,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
61-37-92-17,0418-001-001,27,YES,60,114000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,60,114000,APRIL,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-99-70-78,0419-001-001,1,YES,1100,374000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,1100,374000,OCTOBER,2018,3,1,2,1,2,HAPANA,,,,,,,,,,,,YES,5,3,CAR,30000,YES,200,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,600,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
29-39-31-65,0420-001-001,1,YES,60,30000,GULIO,NDANI YA KIJIJI/MJI,60,30000,AUGUST,2018,2,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,YES,15,OTHER (SPECIFY),NO,,FOOD FOR HOUSEHOLD,NO,,,,48,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
53-51-88-47,0421-001-001,1,YES,3240,750000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,3240,750000,SEPTEMBER,2018,2,1,,1,7,HAPANA,,,,,,,,,,,,YES,2,2,MOTORCYCLE,30000,YES,838,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,648,50,150,324,50,OTHER (SPECIFY),,,,,,
53-51-88-47,0421-001-001,26,YES,180,135000,TAASISI YA DINI,KARIBU NA KIJIJI,180,135000,DECEMBER,2018,1,1,7,1,7,HAPANA,,,,,,,,,,,,YES,4,1,MOTORCYCLE,3000,NO,,,,,,NO,,,,116,4,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
53-51-88-47,0421-001-001,32,YES,165,180000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,165,180000,JUNE,2018,1,1,7,1,7,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,35,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
52-26-67-08,0421-001-002,1,YES,420,120000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,420,120000,SEPTEMBER,2018,1,2,,1,2,HAPANA,,,,,,,,,,,,NO,,,,,YES,60,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,270,10,0,40,0,RESIDUE WAS LEFT IN FIELD,,,,,,
52-26-67-08,0421-001-002,32,YES,116,43500,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,116,43500,JULY,2018,1,2,,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,16,0,0,0,MULCHED,,,,,,
64-07-55-27,0422-106-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,100,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
64-07-55-27,0422-106-001,75,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,300,0,0,1000,0,FOR GRAZING OWN ANIMALS,,,,,,
64-07-55-27,0422-106-001,83,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
56-15-63-11,0424-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
56-15-63-11,0424-001-001,83,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,18,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
79-86-35-12,0425-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,120,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
56-01-92-97,0426-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,100,4,0,10,0,FEEDING OWN ANIMALS,,,,,,
56-01-92-97,0426-001-001,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,80,20,0,25,0,RESIDUE WAS LEFT IN FIELD,,,,,,
56-01-92-97,0426-001-001,28,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,10,8,0,0,0,FEEDING OWN ANIMALS,,,,,,
73-36-66-15,0427-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,120,10,0,20,0,RESIDUE WAS LEFT IN FIELD,,,,,,
73-36-66-15,0427-001-001,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,50,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
46-28-63-44,0430-002-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
32-32-47-74,0431-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,OTHER (SPECIFY),,,,,,
20-19-96-28,0432-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,94,4,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
20-19-96-28,0432-001-001,2,YES,160,90000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,160,90000,JULY,2018,1,2,3,2,3,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,120,40,0,30,0,RESIDUE WAS LEFT IN FIELD,,,,,,
89-59-90-58,0436-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,150,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
89-59-90-58,0436-001-001,28,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,48,2,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
60-87-75-28,0436-002-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
60-87-75-28,0436-002-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,90,0,0,10,0,FOR GRAZING OWN ANIMALS,,,,,,
03-49-85-68,0437-001-001,1,YES,36,4000,M/BIASHARA BINAFSI,WILAYA NYINGINE,36,4000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,20,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,246,20,0,20,0,RESIDUE WAS LEFT IN FIELD,,,,,,
40-38-17-08,0438-001-002,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,345,15,0,40,0,RESIDUE WAS LEFT IN FIELD,,,,,,
40-38-17-08,0438-001-002,12,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,90,30,0,30,0,RESIDUE WAS LEFT IN FIELD,,,,,,
32-43-99-10,0438-002-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
39-42-81-55,0439-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,480,20,0,220,0,RESIDUE WAS LEFT IN FIELD,,,,,,
31-07-58-53,0441-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,342,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
05-88-93-30,0443-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,140,20,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
50-82-03-42,0444-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,252,18,0,18,0,RESIDUE WAS LEFT IN FIELD,,,,,,
50-82-03-42,0444-001-001,12,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,54,0,0,18,0,RESIDUE WAS LEFT IN FIELD,,,,,,
65-60-88-82,0444-002-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,35,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
65-60-88-82,0444-002-001,71,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,12,0,0,0,0,MULCHED,,,,,,
73-77-71-52,0445-001-002,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,144,OTHER (SPECIFY),NO,,FOOD FOR HOUSEHOLD,NO,,,,810,18,0,36,0,RESIDUE WAS LEFT IN FIELD,,,,,,
86-47-16-30,0447-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,60,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,100,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
86-47-16-30,0447-001-001,17,YES,20,35000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,20,35000,DECEMBER,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,10,0,RESIDUE WAS LEFT IN FIELD,,,,,,
86-47-16-30,0447-001-001,18,YES,38,50000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,38,50000,NOVEMBER,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,2,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-69-67-98,0449-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,140,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,180,20,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-69-67-98,0449-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,8,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-69-67-98,0449-001-001,26,YES,40,12000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,40,12000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,YES,20,SACKS / OPEN DRUM,NO,,TO SELL AT HIGHER PRICE,NO,,,,10,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
10-67-74-98,0451-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,210,0,0,40,0,RESIDUE WAS LEFT IN FIELD,,,,,,
80-39-97-04,0455-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,260,0,0,60,0,RESIDUE WAS LEFT IN FIELD,,,,,,
80-39-97-04,0455-001-001,26,YES,80,25000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,80,25000,AUGUST,2018,1,3,,3,,HAPANA,,,,,,,,,,,,YES,1,1,BICYCLE,0,NO,,,,,,NO,,,,200,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
