interview__key,sdd_hhid,hh_i01,hh_i02,hh_i03,hh_i04,hh_i05,hh_i06,hh_i07_1,hh_i07_2,hh_i08,hh_i09,hh_i10,hh_i11,hh_i12,hh_i12a,hh_i12b,hh_i12c,hh_i12d_1,hh_i12d_2,hh_i12d_3,hh_i13,hh_i14,hh_i15,hh_i16,hh_i16_1,hh_i17,hh_i18,hh_i19,hh_i20,hh_i21,hh_i22,hh_i23,hh_i24_1,hh_i24_2,hh_i25,hh_i26,hh_i27,hh_i28,hh_i29,hh_i30,hh_i31,hh_i32,hh_i33,hh_i34_1,hh_i34_2,hh_i35,hh_i36
70-81-65-41,0654-001-002,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,4,2,MUD ONLY,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,60,3,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
18-25-55-05,0654-004-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,5000,0,388000,5,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,NO TOILET,,,,,,,,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,45,5,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
43-17-73-10,0655-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,3,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,35,5,USE A WATER FILTER,LET IT STAND AND SETTLE,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
45-08-66-74,0657-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,60000,0,0,4,1,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,LET IT STAND AND SETTLE,,RAINWATER COLLECTION,0,NO,CONVENIENCE,PROTECTED DUGWELL,ELSWHERE,2,270,240,LET IT STAND AND SETTLE,,PROTECTED DUGWELL,0
80-11-06-01,0658-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,100000,0,0,5,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,LET IT STAND AND SETTLE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,4,50,20,LET IT STAND AND SETTLE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
26-98-49-23,0658-001-002,RENTED,,30000,,0,0,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,1,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,RAINWATER COLLECTION,0,NO,CONVENIENCE,CART WITH SMALL TANK/DRUM,ELSWHERE,2,2,1,BOIL,,CART WITH SMALL TANK/DRUM,28000
55-09-04-44,0658-001-003,RENTED,,50000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,3,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,2250,YES,,,,,,,,,,
08-56-07-13,0661-002-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,0,0,6,0,"POLES (INCLUDING BAMBOO), BRANCHES, GRASS",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,RAINWATER COLLECTION,0,NO,AVAILABILITY,TUBEWELL/BOREHOLE,ELSWHERE,2,30,2,BOIL,,TUBEWELL/BOREHOLE,0
51-15-35-70,0662-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,3,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,UNPROTECTED DUGWELL,ELSWHERE,2,120,5,NONE,,UNPROTECTED DUGWELL,125
28-98-23-75,0662-002-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,5000,0,0,3,0,MUD BRICKS,"GRASS, LEAVES, BAMBOO",EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN NEIGHBOR'S COMPOUND,1,3,2,BOIL,,RAINWATER COLLECTION,0,NO,CONVENIENCE,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,1,60,30,BOIL,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
10-37-19-93,0662-002-002,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,4,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,TUBEWELL/BOREHOLE,ELSWHERE,2,62,2,BOIL,,TUBEWELL/BOREHOLE,0,YES,,,,,,,,,,
74-94-37-74,0663-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,25000,45000,0,6,4,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,RAINWATER COLLECTION,0,NO,CONVENIENCE,PROTECTED SPRING,ELSWHERE,6,15,5,LET IT STAND AND SETTLE,,PROTECTED SPRING,0
66-20-63-52,0663-001-002,RENTED,,20000,,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,1,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,OTHER (SPECIFY),IN OWN YARD/PLOT,,,,BOIL,,OTHER (SPECIFY),6250,YES,,,,,,,,,,
69-75-97-36,0663-003-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,100000,70000,5,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,CART WITH SMALL TANK/DRUM,ELSWHERE,2,2,1,NONE,,CART WITH SMALL TANK/DRUM,3750
05-21-74-76,0664-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,6000,0,0,3,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,32,2,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
59-72-44-58,0665-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,3,1,MUD BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,CONVENIENCE,UNPROTECTED DUGWELL,ELSWHERE,2,25,5,NONE,,UNPROTECTED DUGWELL,0
99-47-56-63,0666-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,0,0,0,6,1,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,RAINWATER COLLECTION,0,NO,AVAILABILITY,PROTECTED DUGWELL,ELSWHERE,3,30,10,NONE,,UNPROTECTED DUGWELL,0
65-31-48-21,0666-003-001,OWNER OCCUPIED,LAND SALE AGREEMENT,,15000,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,BURIED ELSEWHERE,PIT LATRINE WITH SLAB (WASHABLE),IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,TUBEWELL/BOREHOLE,IN NEIGHBOR'S COMPOUND,3,10,4,NONE,,TUBEWELL/BOREHOLE,1000,NO,CONVENIENCE,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,3,50,30,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0
96-55-31-90,0667-001-001,RENTED,,50000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,6,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,1250,YES,,,,,,,,,,
20-29-28-71,0668-001-001,FREE,,,200000,0,0,3,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,2000,YES,,,,,,,,,,
56-93-51-26,0668-001-002,RENTED,,40000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,2,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,TANKER-TRUCK,IN NEIGHBOR'S COMPOUND,1,10,5,BOIL,,TANKER-TRUCK,3500,YES,,,,,,,,,,
67-65-05-37,0668-002-001,RENTED,,200000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,3000,YES,,,,,,,,,,
76-81-55-22,0669-001-001,RENTED,,25000,,0,0,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,ECOSAN,PIT LATRINE,DON'T KNOW,,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,RAINWATER COLLECTION,0,NO,AVAILABILITY,PIPED WATER,ELSWHERE,2,5,1,BOIL,,PIPED WATER,5000
01-21-40-66,0671-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,150000,0,700000,5,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",TAKEN TO GOVT/MUNICIPAL BIN,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,NO CHILDREN,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,1250,YES,,,,,,,,,,
55-25-66-63,0671-003-001,RENTED,,50000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,10,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,2100,YES,,,,,,,,,,
31-38-25-42,0672-001-001,FREE,,,30000,0,0,3,0,MUD BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,RAINWATER COLLECTION,0,NO,CONVENIENCE,UNPROTECTED SPRING,ELSWHERE,2,30,2,BOIL,,UNPROTECTED SPRING,0
28-61-27-79,0674-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,120000,0,0,4,2,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",TAKEN TO GOVT/MUNICIPAL BIN,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PROTECTED SPRING,IN OWN YARD/PLOT,,,,USE A WATER FILTER,,PROTECTED SPRING,0,YES,,,,,,,,,,
31-50-67-22,0675-001-001,RENTED,,15000,,0,0,1,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,2,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PROTECTED SPRING,IN NEIGHBOR'S COMPOUND,2,20,2,BOIL,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
22-28-71-98,0675-001-004,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,50000,0,500000,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,2000,YES,,,,,,,,,,
36-42-77-74,0676-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,50000,0,0,2,2,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,MANUFACTURED STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,RAINWATER COLLECTION,0,YES,,,,,,,,,,
71-23-90-01,0677-001-001,RENTED,,50000,,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,1,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,1750,YES,,,,,,,,,,
19-05-54-21,0678-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,30000,200000,0,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,YES,2,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,PROTECTED DUGWELL,0,NO,AVAILABILITY,PIPED WATER,IN NEIGHBOR'S COMPOUND,3,60,30,NONE,,PIPED WATER,4000
06-03-24-91,0678-001-002,FREE,,,50000,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,3,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,PROTECTED DUGWELL,500,NO,AVAILABILITY,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,12,5,BOIL,,PROTECTED DUGWELL,0
53-82-24-71,0679-001-001,RENTED,,40000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,500,YES,,,,,,,,,,
76-36-87-78,0680-001-001,RENTED,,20000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,PIT LATRINE WITH SLAB (WASHABLE),IN OWN SEPTIC TANK,"YES, EMPTIED: WITHIN LAST 5 YEARS",DON'T KNOW,NO,YES,NO,YES,6,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PROTECTED SPRING,ELSWHERE,1,10,3,BOIL,,PROTECTED SPRING,0,YES,,,,,,,,,,
90-00-57-86,0681-001-002,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,10000,0,0,4,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,BURIED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,USE A WATER FILTER,,RAINWATER COLLECTION,0,NO,AVAILABILITY,PROTECTED SPRING,ELSWHERE,2,15,5,USE A WATER FILTER,,PROTECTED SPRING,0
53-66-73-80,0682-001-002,FREE,,,40000,0,0,2,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,2,CHILD USED TOILET OR LATRINE,GAS,,GAS,,PROTECTED SPRING,ELSWHERE,1,10,8,BOIL,,PROTECTED SPRING,0,YES,,,,,,,,,,
57-93-70-27,0683-001-001,OWNER OCCUPIED,INHERITANCE LETTER,,200000,150000,0,5,3,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,4,20,0,BOIL,USE A WATER FILTER,PIPED WATER,3500,YES,,,,,,,,,,
68-79-28-80,0683-001-009,RENTED,,15000,,0,0,1,0,MUD BRICKS,METAL SHEETS (GCI),OTHER (SPECIFY),BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,3,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,TORCH,,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,PROTECTED DUGWELL,0,NO,AVAILABILITY,PROTECTED DUGWELL,ELSWHERE,2,15,1,BOIL,,PROTECTED DUGWELL,0
81-82-35-91,0683-002-002,FREE,,,45000,0,0,4,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"YES, EMPTIED: DON'T KNOW WHEN",DON'T KNOW,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,OTHER SELF-BUILT STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,1200,NO,AVAILABILITY,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,5,1,NONE,,PIPED WATER,1800
10-61-49-52,0684-001-002,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,15000,3000,0,1,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",ELSWHERE,2,20,2,NONE,,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",0,YES,,,,,,,,,,
34-20-14-19,0684-001-004,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,60000,0,0,3,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,GAS,,SOLAR,SOLAR PANELS,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,USE A WATER FILTER,PIPED WATER,1250,YES,,,,,,,,,,
