interview__key,sdd_hhid,shock_id,hh_r01,hh_r02,hh_r03,hh_r04_1,hh_r04_2
42-21-63-58,0717-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
42-21-63-58,0717-001-001,DEATH OF OTHER FAMILY MEMBER,YES,SECOND MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
42-21-63-58,0717-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
42-21-63-58,0717-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
42-21-63-58,0717-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
42-21-63-58,0717-001-001,OTHER (SPECIFY),NO,,,,
83-10-26-19,0718-001-001,DROUGHT OR FLOODS,NO,,,,
83-10-26-19,0718-001-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
83-10-26-19,0718-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
83-10-26-19,0718-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
83-10-26-19,0718-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
83-10-26-19,0718-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
83-10-26-19,0718-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
83-10-26-19,0718-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
83-10-26-19,0718-001-001,SEVERE WATER SHORTAGE,NO,,,,
83-10-26-19,0718-001-001,LOSS OF LAND,NO,,,,
83-10-26-19,0718-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
83-10-26-19,0718-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
83-10-26-19,0718-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
83-10-26-19,0718-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
83-10-26-19,0718-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
83-10-26-19,0718-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
83-10-26-19,0718-001-001,OTHER (SPECIFY),NO,,,,
88-78-07-94,0719-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,DID NOT DO ANYTHING,
88-78-07-94,0719-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
88-78-07-94,0719-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
88-78-07-94,0719-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
88-78-07-94,0719-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
88-78-07-94,0719-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
88-78-07-94,0719-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
88-78-07-94,0719-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
88-78-07-94,0719-001-001,SEVERE WATER SHORTAGE,YES,SECOND MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
88-78-07-94,0719-001-001,LOSS OF LAND,NO,,,,
88-78-07-94,0719-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
88-78-07-94,0719-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
88-78-07-94,0719-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
88-78-07-94,0719-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
88-78-07-94,0719-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
88-78-07-94,0719-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
88-78-07-94,0719-001-001,OTHER (SPECIFY),NO,,,,
02-98-67-18,0720-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,
02-98-67-18,0720-001-001,CROP DISEASE OR CROP PESTS,YES,SECOND MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,
02-98-67-18,0720-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
02-98-67-18,0720-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
02-98-67-18,0720-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
02-98-67-18,0720-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
02-98-67-18,0720-001-001,LARGE RISE IN PRICE OF FOOD,YES,THIRD MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
02-98-67-18,0720-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
02-98-67-18,0720-001-001,SEVERE WATER SHORTAGE,NO,,,,
02-98-67-18,0720-001-001,LOSS OF LAND,NO,,,,
02-98-67-18,0720-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
02-98-67-18,0720-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
02-98-67-18,0720-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
02-98-67-18,0720-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
02-98-67-18,0720-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
02-98-67-18,0720-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
02-98-67-18,0720-001-001,OTHER (SPECIFY),NO,,,,
01-38-32-24,0720-001-011,DROUGHT OR FLOODS,NO,,,,
01-38-32-24,0720-001-011,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,LOSS OF BOTH,RELIED ON OWN-SAVINGS,
01-38-32-24,0720-001-011,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
01-38-32-24,0720-001-011,HOUSEHOLD BUSINESS FAILURE,NO,,,,
01-38-32-24,0720-001-011,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
01-38-32-24,0720-001-011,LARGE FALL IN SALE PRICES FOR CROPS,YES,SECOND MOST SEVERE,INCOME LOSS,OTHER (SPECIFY),
01-38-32-24,0720-001-011,LARGE RISE IN PRICE OF FOOD,YES,THIRD MOST SEVERE,NEITHER,RELIED ON OWN-SAVINGS,
01-38-32-24,0720-001-011,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
01-38-32-24,0720-001-011,SEVERE WATER SHORTAGE,NO,,,,
01-38-32-24,0720-001-011,LOSS OF LAND,NO,,,,
01-38-32-24,0720-001-011,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
01-38-32-24,0720-001-011,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
01-38-32-24,0720-001-011,DEATH OF OTHER FAMILY MEMBER,NO,,,,
01-38-32-24,0720-001-011,BREAK-UP OF THE HOUSEHOLD,NO,,,,
01-38-32-24,0720-001-011,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
01-38-32-24,0720-001-011,"DWELLING DAMAGED, DESTROYED",NO,,,,
01-38-32-24,0720-001-011,OTHER (SPECIFY),NO,,,,
35-71-36-18,0720-010-001,DROUGHT OR FLOODS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
35-71-36-18,0720-010-001,CROP DISEASE OR CROP PESTS,NO,,,,
35-71-36-18,0720-010-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
35-71-36-18,0720-010-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
35-71-36-18,0720-010-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
35-71-36-18,0720-010-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
35-71-36-18,0720-010-001,LARGE RISE IN PRICE OF FOOD,YES,SECOND MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
35-71-36-18,0720-010-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
35-71-36-18,0720-010-001,SEVERE WATER SHORTAGE,NO,,,,
35-71-36-18,0720-010-001,LOSS OF LAND,NO,,,,
35-71-36-18,0720-010-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
35-71-36-18,0720-010-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
35-71-36-18,0720-010-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
35-71-36-18,0720-010-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
35-71-36-18,0720-010-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
35-71-36-18,0720-010-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
35-71-36-18,0720-010-001,OTHER (SPECIFY),NO,,,,
89-74-22-66,0720-010-006,DROUGHT OR FLOODS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
89-74-22-66,0720-010-006,CROP DISEASE OR CROP PESTS,NO,,,,
89-74-22-66,0720-010-006,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
89-74-22-66,0720-010-006,HOUSEHOLD BUSINESS FAILURE,NO,,,,
89-74-22-66,0720-010-006,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
89-74-22-66,0720-010-006,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
89-74-22-66,0720-010-006,LARGE RISE IN PRICE OF FOOD,YES,SECOND MOST SEVERE,INCOME LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,SOLD LIVESTOCK
89-74-22-66,0720-010-006,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
89-74-22-66,0720-010-006,SEVERE WATER SHORTAGE,NO,,,,
89-74-22-66,0720-010-006,LOSS OF LAND,NO,,,,
89-74-22-66,0720-010-006,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
89-74-22-66,0720-010-006,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
89-74-22-66,0720-010-006,DEATH OF OTHER FAMILY MEMBER,NO,,,,
89-74-22-66,0720-010-006,BREAK-UP OF THE HOUSEHOLD,NO,,,,
89-74-22-66,0720-010-006,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
89-74-22-66,0720-010-006,"DWELLING DAMAGED, DESTROYED",NO,,,,
89-74-22-66,0720-010-006,OTHER (SPECIFY),NO,,,,
36-91-51-52,0720-015-004,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
36-91-51-52,0720-015-004,CROP DISEASE OR CROP PESTS,NO,,,,
36-91-51-52,0720-015-004,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
36-91-51-52,0720-015-004,HOUSEHOLD BUSINESS FAILURE,NO,,,,
36-91-51-52,0720-015-004,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
36-91-51-52,0720-015-004,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
36-91-51-52,0720-015-004,LARGE RISE IN PRICE OF FOOD,NO,,,,
36-91-51-52,0720-015-004,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
36-91-51-52,0720-015-004,SEVERE WATER SHORTAGE,NO,,,,
36-91-51-52,0720-015-004,LOSS OF LAND,NO,,,,
36-91-51-52,0720-015-004,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
36-91-51-52,0720-015-004,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
36-91-51-52,0720-015-004,DEATH OF OTHER FAMILY MEMBER,YES,SECOND MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
36-91-51-52,0720-015-004,BREAK-UP OF THE HOUSEHOLD,NO,,,,
36-91-51-52,0720-015-004,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
36-91-51-52,0720-015-004,"DWELLING DAMAGED, DESTROYED",NO,,,,
36-91-51-52,0720-015-004,OTHER (SPECIFY),NO,,,,
29-58-22-46,0721-002-001,DROUGHT OR FLOODS,NO,,,,
29-58-22-46,0721-002-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,LOSS OF BOTH,DID NOT DO ANYTHING,
29-58-22-46,0721-002-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
29-58-22-46,0721-002-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
29-58-22-46,0721-002-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
29-58-22-46,0721-002-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
29-58-22-46,0721-002-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
29-58-22-46,0721-002-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
29-58-22-46,0721-002-001,SEVERE WATER SHORTAGE,NO,,,,
29-58-22-46,0721-002-001,LOSS OF LAND,NO,,,,
29-58-22-46,0721-002-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
29-58-22-46,0721-002-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
29-58-22-46,0721-002-001,DEATH OF OTHER FAMILY MEMBER,YES,SECOND MOST SEVERE,LOSS OF BOTH,DID NOT DO ANYTHING,
29-58-22-46,0721-002-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
29-58-22-46,0721-002-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
29-58-22-46,0721-002-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
29-58-22-46,0721-002-001,OTHER (SPECIFY),NO,,,,
19-95-64-63,0722-001-001,DROUGHT OR FLOODS,NO,,,,
19-95-64-63,0722-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
19-95-64-63,0722-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
19-95-64-63,0722-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
19-95-64-63,0722-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
19-95-64-63,0722-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
19-95-64-63,0722-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
19-95-64-63,0722-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
19-95-64-63,0722-001-001,SEVERE WATER SHORTAGE,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
19-95-64-63,0722-001-001,LOSS OF LAND,NO,,,,
19-95-64-63,0722-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
19-95-64-63,0722-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
19-95-64-63,0722-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
19-95-64-63,0722-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
19-95-64-63,0722-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
19-95-64-63,0722-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
19-95-64-63,0722-001-001,OTHER (SPECIFY),NO,,,,
00-12-69-11,0723-001-001,DROUGHT OR FLOODS,NO,,,,
00-12-69-11,0723-001-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
00-12-69-11,0723-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
00-12-69-11,0723-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
00-12-69-11,0723-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
00-12-69-11,0723-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
00-12-69-11,0723-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
00-12-69-11,0723-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
00-12-69-11,0723-001-001,SEVERE WATER SHORTAGE,YES,SECOND MOST SEVERE,LOSS OF BOTH,DID NOT DO ANYTHING,
00-12-69-11,0723-001-001,LOSS OF LAND,NO,,,,
00-12-69-11,0723-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
00-12-69-11,0723-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
00-12-69-11,0723-001-001,DEATH OF OTHER FAMILY MEMBER,YES,THIRD MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
00-12-69-11,0723-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
00-12-69-11,0723-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
00-12-69-11,0723-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
00-12-69-11,0723-001-001,OTHER (SPECIFY),NO,,,,
73-62-20-14,0724-001-001,DROUGHT OR FLOODS,NO,,,,
73-62-20-14,0724-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
73-62-20-14,0724-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
73-62-20-14,0724-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
73-62-20-14,0724-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
73-62-20-14,0724-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,
73-62-20-14,0724-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
73-62-20-14,0724-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
73-62-20-14,0724-001-001,SEVERE WATER SHORTAGE,YES,SECOND MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
73-62-20-14,0724-001-001,LOSS OF LAND,NO,,,,
73-62-20-14,0724-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
73-62-20-14,0724-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
73-62-20-14,0724-001-001,DEATH OF OTHER FAMILY MEMBER,YES,THIRD MOST SEVERE,ASSET LOSS,RELIED ON OWN-SAVINGS,
73-62-20-14,0724-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
73-62-20-14,0724-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
73-62-20-14,0724-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
73-62-20-14,0724-001-001,OTHER (SPECIFY),NO,,,,
47-46-81-24,0724-002-001,DROUGHT OR FLOODS,NO,,,,
47-46-81-24,0724-002-001,CROP DISEASE OR CROP PESTS,NO,,,,
47-46-81-24,0724-002-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
47-46-81-24,0724-002-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
47-46-81-24,0724-002-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
47-46-81-24,0724-002-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
47-46-81-24,0724-002-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
47-46-81-24,0724-002-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
47-46-81-24,0724-002-001,SEVERE WATER SHORTAGE,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
47-46-81-24,0724-002-001,LOSS OF LAND,NO,,,,
47-46-81-24,0724-002-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
47-46-81-24,0724-002-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
47-46-81-24,0724-002-001,DEATH OF OTHER FAMILY MEMBER,YES,SECOND MOST SEVERE,ASSET LOSS,ENGAGED IN SPIRITUAL EFFORTS,
47-46-81-24,0724-002-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
47-46-81-24,0724-002-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
47-46-81-24,0724-002-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
47-46-81-24,0724-002-001,OTHER (SPECIFY),NO,,,,
23-09-64-22,0725-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,INCOME LOSS,EMPLOYED HOUSEHOLD MEMBERS TOOK ON MORE EMPLOYMENT,
23-09-64-22,0725-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
23-09-64-22,0725-001-001,LIVESTOCK DIED OR WERE STOLEN,YES,SECOND MOST SEVERE,LOSS OF BOTH,DID NOT DO ANYTHING,
23-09-64-22,0725-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
23-09-64-22,0725-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
23-09-64-22,0725-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,THIRD MOST SEVERE,INCOME LOSS,EMPLOYED HOUSEHOLD MEMBERS TOOK ON MORE EMPLOYMENT,
23-09-64-22,0725-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
23-09-64-22,0725-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
23-09-64-22,0725-001-001,SEVERE WATER SHORTAGE,NO,,,,
23-09-64-22,0725-001-001,LOSS OF LAND,NO,,,,
23-09-64-22,0725-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
23-09-64-22,0725-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
23-09-64-22,0725-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
23-09-64-22,0725-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
23-09-64-22,0725-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
23-09-64-22,0725-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
23-09-64-22,0725-001-001,OTHER (SPECIFY),NO,,,,
47-68-48-21,0725-004-001,DROUGHT OR FLOODS,NO,,,,
47-68-48-21,0725-004-001,CROP DISEASE OR CROP PESTS,NO,,,,
47-68-48-21,0725-004-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
47-68-48-21,0725-004-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
47-68-48-21,0725-004-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
47-68-48-21,0725-004-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
47-68-48-21,0725-004-001,LARGE RISE IN PRICE OF FOOD,YES,MOST SEVERE,INCOME LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
47-68-48-21,0725-004-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
47-68-48-21,0725-004-001,SEVERE WATER SHORTAGE,YES,SECOND MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
47-68-48-21,0725-004-001,LOSS OF LAND,NO,,,,
47-68-48-21,0725-004-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
47-68-48-21,0725-004-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
47-68-48-21,0725-004-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
47-68-48-21,0725-004-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
47-68-48-21,0725-004-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,YES,THIRD MOST SEVERE,LOSS OF BOTH,DID NOT DO ANYTHING,
47-68-48-21,0725-004-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
47-68-48-21,0725-004-001,OTHER (SPECIFY),NO,,,,
83-43-91-36,0726-001-001,DROUGHT OR FLOODS,NO,,,,
83-43-91-36,0726-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
83-43-91-36,0726-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
83-43-91-36,0726-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
83-43-91-36,0726-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
83-43-91-36,0726-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
83-43-91-36,0726-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
83-43-91-36,0726-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
83-43-91-36,0726-001-001,SEVERE WATER SHORTAGE,NO,,,,
83-43-91-36,0726-001-001,LOSS OF LAND,NO,,,,
83-43-91-36,0726-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,YES,MOST SEVERE,INCOME LOSS,RELIED ON OWN-SAVINGS,ENGAGED IN SPIRITUAL EFFORTS
83-43-91-36,0726-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
83-43-91-36,0726-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
83-43-91-36,0726-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
83-43-91-36,0726-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
83-43-91-36,0726-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
83-43-91-36,0726-001-001,OTHER (SPECIFY),NO,,,,
52-19-00-24,0726-004-001,DROUGHT OR FLOODS,NO,,,,
52-19-00-24,0726-004-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,INCOME LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
52-19-00-24,0726-004-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
52-19-00-24,0726-004-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
52-19-00-24,0726-004-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
52-19-00-24,0726-004-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
52-19-00-24,0726-004-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
52-19-00-24,0726-004-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
52-19-00-24,0726-004-001,SEVERE WATER SHORTAGE,YES,THIRD MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
52-19-00-24,0726-004-001,LOSS OF LAND,NO,,,,
52-19-00-24,0726-004-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
52-19-00-24,0726-004-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
52-19-00-24,0726-004-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
52-19-00-24,0726-004-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
52-19-00-24,0726-004-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
52-19-00-24,0726-004-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
52-19-00-24,0726-004-001,OTHER (SPECIFY),NO,,,,
71-44-85-61,0727-001-001,DROUGHT OR FLOODS,YES,MOST SEVERE,LOSS OF BOTH,DID NOT DO ANYTHING,
71-44-85-61,0727-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
71-44-85-61,0727-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
71-44-85-61,0727-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
71-44-85-61,0727-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
