interview__key,sdd_hhid,plotnum,cropid,ag6a_02,ag6a_03,ag6a_04,ag6a_05,ag6a_06,ag6a_06a,ag6a_07_1,ag6a_07_2,ag6a_07_3,ag6a_07_4,ag6a_08_1,ag6a_08_2,ag6a_09,ag6a_10,ag6a_11
57-69-67-98,0449-001-001,2,56,2,2014,0,NO,,NO,,,,,,,,,
57-69-67-98,0449-001-001,2,57,3,2014,0,NO,,YES,2018,NOVEMBER,2018,DECEMBER,1,2,3,YES,THEFT
57-69-67-98,0449-001-001,2,64,1,2014,0,NO,,NO,,,,,,,,,
08-66-17-10,0456-001-001,1,57,1,2001,0,NO,,NO,,,,,,,,,
08-66-17-10,0456-001-001,1,58,1,2006,0,NO,,YES,2018,JUNE,2019,MAY,1,,30,NO,
08-66-17-10,0456-001-001,1,60,1,2001,0,NO,,YES,2018,JUNE,2018,JULY,1,,25,NO,
74-23-57-59,0457-001-001,1,55,10,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,2,80,NO,
74-23-57-59,0457-001-001,1,56,1,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
74-23-57-59,0457-001-001,1,57,4,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,FEBRUARY,1,2,150,NO,
74-23-57-59,0457-001-001,1,64,1,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,MAY,1,2,20,NO,
19-61-19-60,0460-001-001,1,55,15,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,FEBRUARY,2,,18,NO,
19-61-19-60,0460-001-001,1,57,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
19-61-19-60,0460-001-001,1,58,4,2019,4,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
10-58-95-87,0461-001-001,1,55,3,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,JUNE,1,,15,NO,
10-58-95-87,0461-001-001,1,56,1,2006,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2018,SEPTEMBER,1,,30,NO,
10-58-95-87,0461-001-001,1,57,1,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
10-58-95-87,0461-001-001,1,60,1,2006,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MARCH,2018,JULY,1,,70,NO,
10-58-95-87,0461-001-001,1,64,1,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,FEBRUARY,2019,MAY,1,,60,YES,BIRDS
28-80-80-37,0463-001-001,2,55,2,2008,0,NO,,YES,2019,JANUARY,2019,APRIL,2,,30,NO,
28-80-80-37,0463-001-001,2,56,2,2009,0,NO,,YES,2018,JUNE,2018,JUNE,2,,20,YES,DISEASES
28-80-80-37,0463-001-001,2,57,1,2017,0,NO,,NO,,,,,,,,,
28-80-80-37,0463-001-001,2,85,1,2015,0,NO,,NO,,,,,,,,,
28-80-80-37,0463-001-001,2,88,1,2017,0,NO,,NO,,,,,,,,,
54-47-99-19,0465-001-002,1,57,1,1999,0,NO,,NO,,,,,,,,,
54-47-99-19,0465-001-002,1,64,1,1999,0,NO,,YES,2019,FEBRUARY,2019,FEBRUARY,1,,20,YES,THEFT
00-59-19-34,0466-001-001,4,55,5,2017,0,NO,,YES,2018,JUNE,2019,MAY,1,2,45,NO,
00-59-19-34,0466-001-001,4,56,1,2017,0,NO,,NO,,,,,,,,,
00-59-19-34,0466-001-001,4,57,1,2015,0,NO,,YES,2018,NOVEMBER,2018,DECEMBER,1,2,20,NO,
64-34-17-13,0467-001-003,1,55,5,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,MAY,3,,18,NO,
64-34-17-13,0467-001-003,1,56,2,2009,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,3,,75,NO,
64-34-17-13,0467-001-003,1,57,2,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
64-34-17-13,0467-001-003,1,58,6,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,3,,13,NO,
35-25-01-93,0468-001-001,1,55,16,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,2,15,NO,
35-25-01-93,0468-001-001,1,56,5,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
35-25-01-93,0468-001-001,1,57,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
35-25-01-93,0468-001-001,1,64,1,2005,1,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,2,80,YES,BIRDS
35-25-01-93,0468-001-001,1,102,1,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,2,,90,NO,
28-12-55-49,0469-001-001,1,54,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,FEBRUARY,2018,OCTOBER,1,2,15,NO,
28-12-55-49,0469-001-001,1,55,9,2015,4,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2018,DECEMBER,1,2,50,NO,
28-12-55-49,0469-001-001,1,56,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
28-12-55-49,0469-001-001,1,57,13,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,MARCH,1,2,280,YES,THEFT
28-12-55-49,0469-001-001,1,58,3,2019,3,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
28-12-55-49,0469-001-001,1,60,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2018,NOVEMBER,1,2,12,YES,BIRDS
28-12-55-49,0469-001-001,1,63,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2018,NOVEMBER,1,2,8,YES,BIRDS
42-91-86-83,0469-001-003,1,55,180,2004,18,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JANUARY,2019,DECEMBER,1,,600,NO,
42-91-86-83,0469-001-003,1,56,4,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,AUGUST,2019,SEPTEMBER,1,,560,NO,
42-91-86-83,0469-001-003,1,57,2,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,NOVEMBER,2020,JANUARY,1,2,30,NO,
42-91-86-83,0469-001-003,3,57,2,1900,0,NO,,NO,,,,,,,,,
42-91-86-83,0469-001-003,4,55,59,2006,10,NO,,YES,2019,JANUARY,2019,DECEMBER,1,,60,NO,
99-52-82-56,0470-001-001,1,56,3,2011,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
99-52-82-56,0470-001-001,1,57,6,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,FEBRUARY,1,2,40,NO,
99-52-82-56,0470-001-001,1,68,1,2011,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
01-20-50-14,0471-001-001,1,55,8,2018,5,NO,,NO,,,,,,,,,
05-32-96-07,0474-001-001,11,56,10,2018,10,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
05-32-96-07,0474-001-001,11,68,2,2006,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,2,50,NO,
05-32-96-07,0474-001-001,11,103,4,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,JULY,1,2,20,NO,
65-14-41-78,0475-001-002,1,58,6,2017,0,NO,,YES,2019,JANUARY,2019,OCTOBER,1,,40,YES,THEFT
78-45-68-39,0476-001-001,1,68,2,1998,0,NO,,YES,2018,NOVEMBER,2019,JANUARY,1,,50,YES,BIRDS
94-04-57-79,0478-001-001,6,56,8,2017,8,NO,,NO,,,,,,,,,
94-62-16-61,0479-001-001,1,60,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
44-86-40-50,0481-001-001,3,55,20,2016,0,NO,,YES,2018,AUGUST,2019,JULY,1,2,90,NO,
44-86-40-50,0481-001-001,3,56,8,2014,0,NO,,YES,2018,AUGUST,2019,JULY,1,2,60,NO,
66-18-09-29,0489-001-001,4,55,15,2016,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,,70,NO,
24-04-32-53,0490-001-001,2,68,2,1900,0,NO,,YES,2019,JANUARY,2019,MARCH,1,2,160,NO,
61-73-23-72,0491-001-001,2,56,7,1900,0,NO,,YES,2018,DECEMBER,2019,MARCH,1,,900,NO,
61-73-23-72,0491-001-001,2,68,8,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2018,DECEMBER,1,,300,NO,
53-31-43-03,0491-001-002,1,56,2,2004,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,APRIL,1,2,360,NO,
53-31-43-03,0491-001-002,1,89,1,2002,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,FEBRUARY,1,2,60,NO,
68-73-60-31,0491-003-001,1,55,9,2018,5,NO,,NO,,,,,,,,,
68-73-60-31,0491-003-001,5,68,2,1900,0,NO,,YES,2018,DECEMBER,2019,FEBRUARY,1,2,250,YES,THEFT
20-63-33-06,0492-001-001,4,55,16,2017,0,NO,,YES,2018,NOVEMBER,2019,OCTOBER,1,,90,NO,
69-69-83-72,0493-001-001,1,57,1,1,0,NO,,YES,2018,DECEMBER,2019,JANUARY,1,,40,NO,
47-92-40-90,0494-001-001,3,57,2,1900,0,NO,,YES,2019,FEBRUARY,2019,MARCH,1,,180,YES,ANIMALS
86-35-99-27,0498-001-001,1,57,2,1900,0,NO,,YES,2019,FEBRUARY,2019,MARCH,1,,250,YES,ANIMALS
31-15-31-20,0499-001-001,1,55,150,2010,3,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,FEBRUARY,2019,MARCH,1,2,160,NO,
31-15-31-20,0499-001-001,1,56,1,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2018,JULY,1,2,60,YES,THEFT
31-15-31-20,0499-001-001,1,57,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,FEBRUARY,1,2,100,NO,
31-15-31-20,0499-001-001,2,57,4,1900,0,NO,,YES,2018,DECEMBER,2019,FEBRUARY,1,2,400,YES,INSECTS
51-60-75-13,0499-001-004,1,55,6,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MARCH,1,2,32,NO,
51-60-75-13,0499-001-004,1,57,4,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,JANUARY,1,2,400,NO,
51-60-75-13,0499-001-004,1,64,2,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,FEBRUARY,2019,MARCH,1,2,20,NO,
98-78-01-38,0499-004-002,1,57,2,1995,0,NO,,YES,2018,DECEMBER,2019,JANUARY,1,,200,YES,INSECTS
98-78-01-38,0499-004-002,1,58,1,2017,0,NO,,YES,2018,NOVEMBER,2019,FEBRUARY,1,2,24,NO,
98-78-01-38,0499-004-002,2,57,10,1900,0,NO,,NO,,,,,,,,,
98-78-01-38,0499-004-002,3,57,8,1900,0,NO,,NO,,,,,,,,,
66-76-23-69,0500-001-001,1,55,22,2018,6,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
66-76-23-69,0500-001-001,1,57,1,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
29-85-19-31,0513-001-001,1,58,1,2016,0,NO,,YES,2018,JUNE,2019,MAY,1,2,30,NO,
55-47-18-86,0517-001-001,2,53,1,2018,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
55-47-18-86,0517-001-001,2,54,1,2019,1,YES,OTHER (SPECIFY),NO,,,,,,,,,
55-47-18-86,0517-001-001,2,55,10,2018,8,YES,OTHER (SPECIFY),YES,2018,NOVEMBER,2019,OCTOBER,1,,14,NO,
55-47-18-86,0517-001-001,2,57,6,2014,0,YES,OTHER (SPECIFY),YES,2019,JUNE,2019,AUGUST,1,,20,NO,
55-47-18-86,0517-001-001,2,58,2,2018,0,YES,OTHER (SPECIFY),YES,2018,NOVEMBER,2019,OCTOBER,1,,10,NO,
55-47-18-86,0517-001-001,2,60,2,2018,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
57-94-84-68,0519-001-002,1,55,8,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,MARCH,1,2,14,NO,
57-94-84-68,0519-001-002,1,57,5,2004,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,JANUARY,1,2,350,NO,
57-94-84-68,0519-001-002,1,58,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2018,AUGUST,1,2,30,NO,
85-65-43-35,0521-001-003,1,55,1,2019,1,YES,OTHER (SPECIFY),NO,,,,,,,,,
85-65-43-35,0521-001-003,1,58,3,2018,1,YES,OTHER (SPECIFY),YES,2019,JANUARY,2019,DECEMBER,1,2,50,NO,
85-65-43-35,0521-001-003,1,60,2,2017,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
85-65-43-35,0521-001-003,1,63,1,2017,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
85-65-43-35,0521-001-003,1,102,1,2017,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
85-65-43-35,0521-001-003,1,103,1,2017,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
75-59-73-61,0522-001-001,3,57,4,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,2,600,NO,
75-59-73-61,0522-001-001,3,58,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JANUARY,2019,JANUARY,1,2,100,NO,
75-59-73-61,0522-001-001,3,103,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,SEPTEMBER,2019,AUGUST,1,2,200,NO,
81-44-06-49,0525-001-001,1,57,7,1993,0,NO,,YES,2018,NOVEMBER,2018,DECEMBER,1,2,850,NO,
81-44-06-49,0525-001-001,3,57,5,1900,0,NO,,YES,2018,NOVEMBER,2018,DECEMBER,1,2,300,NO,
81-44-06-49,0525-001-001,5,57,1,1900,0,NO,,YES,2018,NOVEMBER,2018,DECEMBER,1,,100,NO,
81-44-06-49,0525-001-001,8,57,3,1900,0,NO,,YES,2018,NOVEMBER,2018,DECEMBER,1,2,450,NO,
36-34-79-20,0525-004-001,3,57,1,1900,0,NO,,YES,2018,DECEMBER,2019,JANUARY,1,,38,YES,ANIMALS
36-34-79-20,0525-004-001,4,57,1,1900,0,YES,OTHER (SPECIFY),YES,2018,DECEMBER,2019,JANUARY,1,,24,YES,ANIMALS
36-34-79-20,0525-004-001,4,58,2,2016,0,YES,OTHER (SPECIFY),YES,2018,SEPTEMBER,2019,AUGUST,1,,23,YES,ANIMALS
96-26-27-84,0525-005-001,1,55,20,2012,0,NO,,YES,2018,SEPTEMBER,2019,AUGUST,1,2,30,NO,
96-26-27-84,0525-005-001,1,57,3,1900,0,NO,,YES,2018,NOVEMBER,2019,JANUARY,1,2,300,NO,
21-20-05-63,0526-001-001,1,57,1,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,JANUARY,1,2,20,NO,
21-20-05-63,0526-001-001,1,58,1,2015,1,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2018,SEPTEMBER,1,2,30,NO,
84-63-95-42,0528-001-001,1,55,6,2015,0,YES,OTHER (SPECIFY),YES,2018,AUGUST,2019,SEPTEMBER,1,,24,NO,
84-63-95-42,0528-001-001,1,58,2,2017,0,YES,OTHER (SPECIFY),YES,2018,AUGUST,2019,SEPTEMBER,1,,30,YES,BIRDS
84-63-95-42,0528-001-001,1,102,2,2015,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
16-41-04-04,0529-001-001,1,55,2,2019,2,YES,OTHER (SPECIFY),NO,,,,,,,,,
16-41-04-04,0529-001-001,1,57,7,1990,0,YES,OTHER (SPECIFY),YES,2018,DECEMBER,2019,FEBRUARY,1,,400,YES,ANIMALS
16-41-04-04,0529-001-001,1,60,5,1990,0,YES,OTHER (SPECIFY),YES,2019,MAY,2019,AUGUST,1,,200,NO,
16-41-04-04,0529-001-001,3,55,5,2019,5,YES,OTHER (SPECIFY),NO,,,,,,,,,
16-41-04-04,0529-001-001,3,57,4,2010,0,YES,OTHER (SPECIFY),YES,2018,NOVEMBER,2019,FEBRUARY,1,,300,YES,ANIMALS
04-32-04-23,0529-001-003,1,55,6,2019,6,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
04-32-04-23,0529-001-003,1,57,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2018,DECEMBER,1,2,50,YES,ANIMALS
26-24-72-45,0530-001-001,3,55,12,2017,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
26-24-72-45,0530-001-001,3,57,3,1900,1,YES,OTHER (SPECIFY),YES,2018,DECEMBER,2019,JANUARY,1,,480,YES,INSECTS
26-24-72-45,0530-001-001,3,58,6,2017,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
79-87-34-06,0531-001-001,3,57,10,1900,0,NO,,YES,2018,DECEMBER,2019,JANUARY,1,,500,NO,
08-64-64-36,0534-001-001,1,57,18,1996,0,NO,,YES,2018,OCTOBER,2018,DECEMBER,1,2,500,YES,OTHER (SPECIFY)
08-64-64-36,0534-001-001,2,57,2,1900,0,NO,,YES,2018,OCTOBER,2018,DECEMBER,1,2,100,NO,
30-98-08-59,0535-001-001,1,55,3,2019,3,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
30-98-08-59,0535-001-001,1,57,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2018,DECEMBER,1,,200,YES,ANIMALS
98-57-18-93,0537-001-001,1,57,3,2004,0,NO,,YES,2018,DECEMBER,2019,FEBRUARY,1,2,120,NO,
98-57-18-93,0537-001-001,4,57,7,2015,0,NO,,NO,,,,,,,,,
30-80-71-86,0542-001-002,1,57,12,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,2,,800,YES,INSECTS
30-80-71-86,0542-001-002,1,58,1,2018,1,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
30-80-71-86,0542-001-002,1,64,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JANUARY,2019,MARCH,2,,75,YES,INSECTS
30-80-71-86,0542-001-002,1,102,1,2003,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,MARCH,2,,50,NO,
20-78-49-50,0547-001-001,1,55,25,2017,8,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2018,OCTOBER,1,,5,NO,
20-78-49-50,0547-001-001,1,57,6,2000,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2018,DECEMBER,1,,500,YES,BIRDS
20-78-49-50,0547-001-001,1,64,2,2000,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2018,NOVEMBER,1,,15,YES,THEFT
20-78-49-50,0547-001-001,1,65,1,2000,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2018,NOVEMBER,1,,2,NO,
20-78-49-50,0547-001-001,1,88,1,2000,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,MARCH,1,,4,YES,THEFT
20-78-49-50,0547-001-001,1,102,2,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,APRIL,1,,5,NO,
20-78-49-50,0547-001-001,1,103,1,2000,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
26-14-17-11,0548-001-001,1,54,1,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,APRIL,2,,1,NO,
26-14-17-11,0548-001-001,1,55,4,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2018,AUGUST,2,,48,NO,
26-14-17-11,0548-001-001,1,56,1,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,FEBRUARY,2019,MARCH,2,,90,NO,
26-14-17-11,0548-001-001,1,57,2,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,2,,300,YES,INSECTS
26-14-17-11,0548-001-001,1,102,3,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,APRIL,2,,250,NO,
22-35-45-21,0551-001-001,1,57,2,1997,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,FEBRUARY,1,2,120,NO,
22-35-45-21,0551-001-001,1,102,1,2002,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,APRIL,1,2,60,NO,
12-86-07-37,0554-003-001,1,55,18,2017,4,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,FEBRUARY,2019,APRIL,1,,36,NO,
12-86-07-37,0554-003-001,1,56,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
12-86-07-37,0554-003-001,1,57,2,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
12-86-07-37,0554-003-001,1,58,1,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,APRIL,1,,20,NO,
12-86-07-37,0554-003-001,1,60,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
12-86-07-37,0554-003-001,1,102,2,2008,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,APRIL,1,,120,NO,
67-80-33-73,0559-001-001,2,55,4,2013,0,NO,,YES,2018,MAY,2019,APRIL,2,,48,NO,
67-80-33-73,0559-001-001,2,56,2,2010,0,NO,,NO,,,,,,,,,
08-79-34-76,0565-001-001,2,55,15,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JANUARY,2018,NOVEMBER,1,2,140,YES,INSECTS
08-79-34-76,0565-001-001,2,64,5,1986,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2018,JUNE,1,2,40,YES,INSECTS
28-88-07-10,0567-001-001,2,64,2,2007,0,NO,,YES,2018,MAY,2018,MAY,1,2,30,YES,BIRDS
83-04-78-20,0569-001-001,1,55,9,2002,30,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,FEBRUARY,2,,240,YES,BIRDS
83-04-78-20,0569-001-001,1,56,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,SEPTEMBER,2019,MARCH,2,3,14,YES,INSECTS
90-97-25-55,0572-001-003,3,55,20,1900,0,NO,,NO,,,,,,,,,
49-17-08-99,0573-001-003,1,55,13,2016,8,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JANUARY,2018,DECEMBER,3,4,18,NO,
06-06-62-86,0573-006-001,1,55,40,2010,0,NO,,YES,2018,APRIL,2019,MARCH,1,2,120,NO,
41-81-57-58,0573-006-003,1,55,12,2017,6,NO,,YES,2019,APRIL,2019,MAY,1,2,15,NO,
89-23-01-64,0574-001-001,2,55,63,1992,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,FEBRUARY,2019,MARCH,1,2,117,NO,
89-23-01-64,0574-001-001,2,57,2,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JANUARY,2018,FEBRUARY,1,2,75,YES,INSECTS
89-23-01-64,0574-001-001,2,64,3,1990,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JANUARY,2018,MAY,1,2,60,YES,BIRDS
37-88-75-54,0576-001-001,3,64,1,2014,0,NO,,YES,2018,JUNE,2018,AUGUST,1,3,5,NO,
37-88-75-54,0576-001-001,3,102,1,2014,0,NO,,YES,2018,AUGUST,2018,DECEMBER,1,3,6,NO,
71-32-15-08,0576-001-002,3,57,6,2007,0,NO,,NO,,,,,,,,,
34-75-80-11,0577-001-002,3,57,1,1990,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,FEBRUARY,2,,240,YES,BIRDS
41-29-51-24,0580-001-001,1,57,1,2007,1,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
21-37-46-84,0584-001-001,1,57,3,2013,0,NO,,YES,2018,AUGUST,2018,DECEMBER,1,2,80,YES,INSECTS
96-39-75-25,0586-001-001,1,57,1,1900,0,YES,OTHER (SPECIFY),YES,2018,OCTOBER,2018,DECEMBER,2,,40,YES,THEFT
96-39-75-25,0586-001-001,1,64,5,2000,0,YES,OTHER (SPECIFY),YES,2018,MARCH,2018,MAY,2,,35,YES,BIRDS
96-39-75-25,0586-001-001,3,57,2,1900,0,NO,,YES,2018,OCTOBER,2018,DECEMBER,2,,20,NO,
61-66-15-53,0588-001-001,2,60,1,1999,0,NO,,YES,2018,JUNE,2018,AUGUST,1,2,20,NO,
61-66-15-53,0588-001-001,2,102,1,2015,0,NO,,NO,,,,,,,,,
08-69-28-04,0589-001-001,1,57,1,1900,0,NO,,YES,2018,OCTOBER,2018,DECEMBER,1,,20,YES,THEFT
48-55-92-72,0591-001-001,4,55,8,2018,8,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
48-55-92-72,0591-001-001,4,57,7,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
48-55-92-72,0591-001-001,4,58,2,2017,1,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
87-24-38-48,0593-001-001,2,55,2,2018,2,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
87-24-38-48,0593-001-001,2,57,1,2018,1,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
23-51-18-38,0593-002-001,2,55,3,2018,3,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
99-53-65-08,0593-004-001,1,55,30,2016,0,NO,,YES,2019,MAY,2019,MAY,1,2,20,NO,
27-02-40-45,0593-005-001,1,55,100,1986,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,2,90,NO,
27-02-40-45,0593-005-001,1,57,3,1982,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,2,300,NO,
27-02-40-45,0593-005-001,1,60,1,1983,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,MAY,1,2,20,NO,
27-02-40-45,0593-005-001,1,64,1,1988,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,MAY,1,2,20,YES,BIRDS
65-21-27-08,0593-005-008,1,55,25,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JUNE,2019,JUNE,1,2,6,NO,
