interview__key,sdd_hhid,itemcode,hh_j08
59-72-44-58,0665-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",6
59-72-44-58,0665-001-001,F. FRUITS,1
59-72-44-58,0665-001-001,G. MILK/MILK PRODUCTS,0
59-72-44-58,0665-001-001,H. FATS/OIL,7
59-72-44-58,0665-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,4
59-72-44-58,0665-001-001,J. SPICES/CONDIMENTS,7
99-47-56-63,0666-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
99-47-56-63,0666-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
99-47-56-63,0666-001-001,C. NUTS AND PULSES,7
99-47-56-63,0666-001-001,D. VEGETABLES,7
99-47-56-63,0666-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
99-47-56-63,0666-001-001,F. FRUITS,0
99-47-56-63,0666-001-001,G. MILK/MILK PRODUCTS,0
99-47-56-63,0666-001-001,H. FATS/OIL,2
99-47-56-63,0666-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
99-47-56-63,0666-001-001,J. SPICES/CONDIMENTS,7
65-31-48-21,0666-003-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
65-31-48-21,0666-003-001,"B. ROOTS, TUBERS, AND PLANTAINS",1
65-31-48-21,0666-003-001,C. NUTS AND PULSES,7
65-31-48-21,0666-003-001,D. VEGETABLES,7
65-31-48-21,0666-003-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
65-31-48-21,0666-003-001,F. FRUITS,0
65-31-48-21,0666-003-001,G. MILK/MILK PRODUCTS,0
65-31-48-21,0666-003-001,H. FATS/OIL,7
65-31-48-21,0666-003-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
65-31-48-21,0666-003-001,J. SPICES/CONDIMENTS,7
96-55-31-90,0667-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
96-55-31-90,0667-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",6
96-55-31-90,0667-001-001,C. NUTS AND PULSES,2
96-55-31-90,0667-001-001,D. VEGETABLES,7
96-55-31-90,0667-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",6
96-55-31-90,0667-001-001,F. FRUITS,0
96-55-31-90,0667-001-001,G. MILK/MILK PRODUCTS,0
96-55-31-90,0667-001-001,H. FATS/OIL,7
96-55-31-90,0667-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
96-55-31-90,0667-001-001,J. SPICES/CONDIMENTS,7
20-29-28-71,0668-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",3
20-29-28-71,0668-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
20-29-28-71,0668-001-001,C. NUTS AND PULSES,7
20-29-28-71,0668-001-001,D. VEGETABLES,7
20-29-28-71,0668-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
20-29-28-71,0668-001-001,F. FRUITS,7
20-29-28-71,0668-001-001,G. MILK/MILK PRODUCTS,7
20-29-28-71,0668-001-001,H. FATS/OIL,7
20-29-28-71,0668-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
20-29-28-71,0668-001-001,J. SPICES/CONDIMENTS,7
56-93-51-26,0668-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
56-93-51-26,0668-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",4
56-93-51-26,0668-001-002,C. NUTS AND PULSES,1
56-93-51-26,0668-001-002,D. VEGETABLES,7
56-93-51-26,0668-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
56-93-51-26,0668-001-002,F. FRUITS,2
56-93-51-26,0668-001-002,G. MILK/MILK PRODUCTS,7
56-93-51-26,0668-001-002,H. FATS/OIL,7
56-93-51-26,0668-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,7
56-93-51-26,0668-001-002,J. SPICES/CONDIMENTS,7
67-65-05-37,0668-002-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
67-65-05-37,0668-002-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
67-65-05-37,0668-002-001,C. NUTS AND PULSES,2
67-65-05-37,0668-002-001,D. VEGETABLES,7
67-65-05-37,0668-002-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
67-65-05-37,0668-002-001,F. FRUITS,7
67-65-05-37,0668-002-001,G. MILK/MILK PRODUCTS,4
67-65-05-37,0668-002-001,H. FATS/OIL,7
67-65-05-37,0668-002-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
67-65-05-37,0668-002-001,J. SPICES/CONDIMENTS,7
76-81-55-22,0669-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
76-81-55-22,0669-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
76-81-55-22,0669-001-001,C. NUTS AND PULSES,5
76-81-55-22,0669-001-001,D. VEGETABLES,7
76-81-55-22,0669-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
76-81-55-22,0669-001-001,F. FRUITS,2
76-81-55-22,0669-001-001,G. MILK/MILK PRODUCTS,7
76-81-55-22,0669-001-001,H. FATS/OIL,7
76-81-55-22,0669-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
76-81-55-22,0669-001-001,J. SPICES/CONDIMENTS,7
01-21-40-66,0671-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
01-21-40-66,0671-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
01-21-40-66,0671-001-001,C. NUTS AND PULSES,4
01-21-40-66,0671-001-001,D. VEGETABLES,7
01-21-40-66,0671-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
01-21-40-66,0671-001-001,F. FRUITS,4
01-21-40-66,0671-001-001,G. MILK/MILK PRODUCTS,0
01-21-40-66,0671-001-001,H. FATS/OIL,7
01-21-40-66,0671-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
01-21-40-66,0671-001-001,J. SPICES/CONDIMENTS,7
55-25-66-63,0671-003-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
55-25-66-63,0671-003-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
55-25-66-63,0671-003-001,C. NUTS AND PULSES,3
55-25-66-63,0671-003-001,D. VEGETABLES,7
55-25-66-63,0671-003-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
55-25-66-63,0671-003-001,F. FRUITS,0
55-25-66-63,0671-003-001,G. MILK/MILK PRODUCTS,0
55-25-66-63,0671-003-001,H. FATS/OIL,7
55-25-66-63,0671-003-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
55-25-66-63,0671-003-001,J. SPICES/CONDIMENTS,7
31-38-25-42,0672-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",3
31-38-25-42,0672-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
31-38-25-42,0672-001-001,C. NUTS AND PULSES,4
31-38-25-42,0672-001-001,D. VEGETABLES,7
31-38-25-42,0672-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
31-38-25-42,0672-001-001,F. FRUITS,3
31-38-25-42,0672-001-001,G. MILK/MILK PRODUCTS,0
31-38-25-42,0672-001-001,H. FATS/OIL,7
31-38-25-42,0672-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
31-38-25-42,0672-001-001,J. SPICES/CONDIMENTS,7
28-61-27-79,0674-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
28-61-27-79,0674-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
28-61-27-79,0674-001-001,C. NUTS AND PULSES,7
28-61-27-79,0674-001-001,D. VEGETABLES,7
28-61-27-79,0674-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
28-61-27-79,0674-001-001,F. FRUITS,0
28-61-27-79,0674-001-001,G. MILK/MILK PRODUCTS,0
28-61-27-79,0674-001-001,H. FATS/OIL,3
28-61-27-79,0674-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
28-61-27-79,0674-001-001,J. SPICES/CONDIMENTS,7
31-50-67-22,0675-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",2
31-50-67-22,0675-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
31-50-67-22,0675-001-001,C. NUTS AND PULSES,0
31-50-67-22,0675-001-001,D. VEGETABLES,7
31-50-67-22,0675-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
31-50-67-22,0675-001-001,F. FRUITS,0
31-50-67-22,0675-001-001,G. MILK/MILK PRODUCTS,0
31-50-67-22,0675-001-001,H. FATS/OIL,7
31-50-67-22,0675-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
31-50-67-22,0675-001-001,J. SPICES/CONDIMENTS,7
22-28-71-98,0675-001-004,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
22-28-71-98,0675-001-004,"B. ROOTS, TUBERS, AND PLANTAINS",5
22-28-71-98,0675-001-004,C. NUTS AND PULSES,3
22-28-71-98,0675-001-004,D. VEGETABLES,7
22-28-71-98,0675-001-004,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
22-28-71-98,0675-001-004,F. FRUITS,5
22-28-71-98,0675-001-004,G. MILK/MILK PRODUCTS,0
22-28-71-98,0675-001-004,H. FATS/OIL,7
22-28-71-98,0675-001-004,I. SUGAR/SUGAR PRODUCTS/HONEY,7
22-28-71-98,0675-001-004,J. SPICES/CONDIMENTS,7
36-42-77-74,0676-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
36-42-77-74,0676-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
36-42-77-74,0676-001-001,C. NUTS AND PULSES,0
36-42-77-74,0676-001-001,D. VEGETABLES,7
36-42-77-74,0676-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
36-42-77-74,0676-001-001,F. FRUITS,4
36-42-77-74,0676-001-001,G. MILK/MILK PRODUCTS,0
36-42-77-74,0676-001-001,H. FATS/OIL,7
36-42-77-74,0676-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
36-42-77-74,0676-001-001,J. SPICES/CONDIMENTS,7
71-23-90-01,0677-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
71-23-90-01,0677-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",5
71-23-90-01,0677-001-001,C. NUTS AND PULSES,2
71-23-90-01,0677-001-001,D. VEGETABLES,7
71-23-90-01,0677-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
71-23-90-01,0677-001-001,F. FRUITS,0
71-23-90-01,0677-001-001,G. MILK/MILK PRODUCTS,2
71-23-90-01,0677-001-001,H. FATS/OIL,7
71-23-90-01,0677-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
71-23-90-01,0677-001-001,J. SPICES/CONDIMENTS,7
19-05-54-21,0678-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
19-05-54-21,0678-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
19-05-54-21,0678-001-001,C. NUTS AND PULSES,7
19-05-54-21,0678-001-001,D. VEGETABLES,7
19-05-54-21,0678-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",6
19-05-54-21,0678-001-001,F. FRUITS,3
19-05-54-21,0678-001-001,G. MILK/MILK PRODUCTS,7
19-05-54-21,0678-001-001,H. FATS/OIL,7
19-05-54-21,0678-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
19-05-54-21,0678-001-001,J. SPICES/CONDIMENTS,7
06-03-24-91,0678-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
06-03-24-91,0678-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",5
06-03-24-91,0678-001-002,C. NUTS AND PULSES,4
06-03-24-91,0678-001-002,D. VEGETABLES,7
06-03-24-91,0678-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
06-03-24-91,0678-001-002,F. FRUITS,5
06-03-24-91,0678-001-002,G. MILK/MILK PRODUCTS,4
06-03-24-91,0678-001-002,H. FATS/OIL,7
06-03-24-91,0678-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,7
06-03-24-91,0678-001-002,J. SPICES/CONDIMENTS,7
53-82-24-71,0679-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
53-82-24-71,0679-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
53-82-24-71,0679-001-001,C. NUTS AND PULSES,0
53-82-24-71,0679-001-001,D. VEGETABLES,0
53-82-24-71,0679-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
53-82-24-71,0679-001-001,F. FRUITS,0
53-82-24-71,0679-001-001,G. MILK/MILK PRODUCTS,0
53-82-24-71,0679-001-001,H. FATS/OIL,0
53-82-24-71,0679-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
53-82-24-71,0679-001-001,J. SPICES/CONDIMENTS,0
76-36-87-78,0680-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",1
76-36-87-78,0680-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",1
76-36-87-78,0680-001-001,C. NUTS AND PULSES,0
76-36-87-78,0680-001-001,D. VEGETABLES,1
76-36-87-78,0680-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
76-36-87-78,0680-001-001,F. FRUITS,0
76-36-87-78,0680-001-001,G. MILK/MILK PRODUCTS,0
76-36-87-78,0680-001-001,H. FATS/OIL,1
76-36-87-78,0680-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,1
76-36-87-78,0680-001-001,J. SPICES/CONDIMENTS,1
90-00-57-86,0681-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
90-00-57-86,0681-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",7
90-00-57-86,0681-001-002,C. NUTS AND PULSES,6
90-00-57-86,0681-001-002,D. VEGETABLES,0
90-00-57-86,0681-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",6
90-00-57-86,0681-001-002,F. FRUITS,5
90-00-57-86,0681-001-002,G. MILK/MILK PRODUCTS,0
90-00-57-86,0681-001-002,H. FATS/OIL,5
90-00-57-86,0681-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,0
90-00-57-86,0681-001-002,J. SPICES/CONDIMENTS,7
53-66-73-80,0682-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
53-66-73-80,0682-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",6
53-66-73-80,0682-001-002,C. NUTS AND PULSES,4
53-66-73-80,0682-001-002,D. VEGETABLES,7
53-66-73-80,0682-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",6
53-66-73-80,0682-001-002,F. FRUITS,6
53-66-73-80,0682-001-002,G. MILK/MILK PRODUCTS,4
53-66-73-80,0682-001-002,H. FATS/OIL,7
53-66-73-80,0682-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,7
53-66-73-80,0682-001-002,J. SPICES/CONDIMENTS,7
57-93-70-27,0683-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
57-93-70-27,0683-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",5
57-93-70-27,0683-001-001,C. NUTS AND PULSES,3
57-93-70-27,0683-001-001,D. VEGETABLES,7
57-93-70-27,0683-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
57-93-70-27,0683-001-001,F. FRUITS,5
57-93-70-27,0683-001-001,G. MILK/MILK PRODUCTS,7
57-93-70-27,0683-001-001,H. FATS/OIL,7
57-93-70-27,0683-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
57-93-70-27,0683-001-001,J. SPICES/CONDIMENTS,7
68-79-28-80,0683-001-009,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",2
68-79-28-80,0683-001-009,"B. ROOTS, TUBERS, AND PLANTAINS",6
68-79-28-80,0683-001-009,C. NUTS AND PULSES,3
68-79-28-80,0683-001-009,D. VEGETABLES,4
68-79-28-80,0683-001-009,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
68-79-28-80,0683-001-009,F. FRUITS,0
68-79-28-80,0683-001-009,G. MILK/MILK PRODUCTS,0
68-79-28-80,0683-001-009,H. FATS/OIL,5
68-79-28-80,0683-001-009,I. SUGAR/SUGAR PRODUCTS/HONEY,0
68-79-28-80,0683-001-009,J. SPICES/CONDIMENTS,7
81-82-35-91,0683-002-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",5
81-82-35-91,0683-002-002,"B. ROOTS, TUBERS, AND PLANTAINS",4
81-82-35-91,0683-002-002,C. NUTS AND PULSES,3
81-82-35-91,0683-002-002,D. VEGETABLES,5
81-82-35-91,0683-002-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
81-82-35-91,0683-002-002,F. FRUITS,3
81-82-35-91,0683-002-002,G. MILK/MILK PRODUCTS,0
81-82-35-91,0683-002-002,H. FATS/OIL,4
81-82-35-91,0683-002-002,I. SUGAR/SUGAR PRODUCTS/HONEY,5
81-82-35-91,0683-002-002,J. SPICES/CONDIMENTS,7
10-61-49-52,0684-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
10-61-49-52,0684-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",2
10-61-49-52,0684-001-002,C. NUTS AND PULSES,5
10-61-49-52,0684-001-002,D. VEGETABLES,7
10-61-49-52,0684-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
10-61-49-52,0684-001-002,F. FRUITS,2
10-61-49-52,0684-001-002,G. MILK/MILK PRODUCTS,5
10-61-49-52,0684-001-002,H. FATS/OIL,7
10-61-49-52,0684-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,7
10-61-49-52,0684-001-002,J. SPICES/CONDIMENTS,7
34-20-14-19,0684-001-004,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
34-20-14-19,0684-001-004,"B. ROOTS, TUBERS, AND PLANTAINS",7
34-20-14-19,0684-001-004,C. NUTS AND PULSES,7
34-20-14-19,0684-001-004,D. VEGETABLES,7
34-20-14-19,0684-001-004,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
34-20-14-19,0684-001-004,F. FRUITS,7
34-20-14-19,0684-001-004,G. MILK/MILK PRODUCTS,7
34-20-14-19,0684-001-004,H. FATS/OIL,7
34-20-14-19,0684-001-004,I. SUGAR/SUGAR PRODUCTS/HONEY,7
34-20-14-19,0684-001-004,J. SPICES/CONDIMENTS,7
61-41-06-82,0684-005-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
61-41-06-82,0684-005-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
61-41-06-82,0684-005-001,C. NUTS AND PULSES,4
61-41-06-82,0684-005-001,D. VEGETABLES,7
61-41-06-82,0684-005-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
61-41-06-82,0684-005-001,F. FRUITS,7
61-41-06-82,0684-005-001,G. MILK/MILK PRODUCTS,0
61-41-06-82,0684-005-001,H. FATS/OIL,3
61-41-06-82,0684-005-001,I. SUGAR/SUGAR PRODUCTS/HONEY,6
61-41-06-82,0684-005-001,J. SPICES/CONDIMENTS,7
62-07-47-27,0684-005-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
62-07-47-27,0684-005-002,"B. ROOTS, TUBERS, AND PLANTAINS",0
62-07-47-27,0684-005-002,C. NUTS AND PULSES,0
62-07-47-27,0684-005-002,D. VEGETABLES,0
62-07-47-27,0684-005-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
62-07-47-27,0684-005-002,F. FRUITS,0
62-07-47-27,0684-005-002,G. MILK/MILK PRODUCTS,0
62-07-47-27,0684-005-002,H. FATS/OIL,0
62-07-47-27,0684-005-002,I. SUGAR/SUGAR PRODUCTS/HONEY,0
62-07-47-27,0684-005-002,J. SPICES/CONDIMENTS,0
11-48-68-26,0685-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",5
11-48-68-26,0685-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",5
11-48-68-26,0685-001-001,C. NUTS AND PULSES,6
11-48-68-26,0685-001-001,D. VEGETABLES,7
11-48-68-26,0685-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
11-48-68-26,0685-001-001,F. FRUITS,4
11-48-68-26,0685-001-001,G. MILK/MILK PRODUCTS,0
11-48-68-26,0685-001-001,H. FATS/OIL,7
11-48-68-26,0685-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
11-48-68-26,0685-001-001,J. SPICES/CONDIMENTS,7
70-12-37-49,0686-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
70-12-37-49,0686-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
70-12-37-49,0686-001-001,C. NUTS AND PULSES,4
70-12-37-49,0686-001-001,D. VEGETABLES,7
70-12-37-49,0686-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
70-12-37-49,0686-001-001,F. FRUITS,2
70-12-37-49,0686-001-001,G. MILK/MILK PRODUCTS,7
70-12-37-49,0686-001-001,H. FATS/OIL,7
70-12-37-49,0686-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
70-12-37-49,0686-001-001,J. SPICES/CONDIMENTS,7
92-90-26-11,0687-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
92-90-26-11,0687-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",5
92-90-26-11,0687-001-001,C. NUTS AND PULSES,6
92-90-26-11,0687-001-001,D. VEGETABLES,7
92-90-26-11,0687-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
92-90-26-11,0687-001-001,F. FRUITS,0
92-90-26-11,0687-001-001,G. MILK/MILK PRODUCTS,2
92-90-26-11,0687-001-001,H. FATS/OIL,7
92-90-26-11,0687-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
92-90-26-11,0687-001-001,J. SPICES/CONDIMENTS,7
60-98-45-79,0687-001-004,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
60-98-45-79,0687-001-004,"B. ROOTS, TUBERS, AND PLANTAINS",0
60-98-45-79,0687-001-004,C. NUTS AND PULSES,0
60-98-45-79,0687-001-004,D. VEGETABLES,0
60-98-45-79,0687-001-004,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
60-98-45-79,0687-001-004,F. FRUITS,0
60-98-45-79,0687-001-004,G. MILK/MILK PRODUCTS,0
60-98-45-79,0687-001-004,H. FATS/OIL,0
60-98-45-79,0687-001-004,I. SUGAR/SUGAR PRODUCTS/HONEY,0
60-98-45-79,0687-001-004,J. SPICES/CONDIMENTS,0
98-48-13-81,0687-006-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
98-48-13-81,0687-006-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
98-48-13-81,0687-006-001,C. NUTS AND PULSES,1
98-48-13-81,0687-006-001,D. VEGETABLES,0
98-48-13-81,0687-006-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
98-48-13-81,0687-006-001,F. FRUITS,1
98-48-13-81,0687-006-001,G. MILK/MILK PRODUCTS,0
98-48-13-81,0687-006-001,H. FATS/OIL,7
98-48-13-81,0687-006-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
98-48-13-81,0687-006-001,J. SPICES/CONDIMENTS,7
04-78-48-50,0687-006-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",1
04-78-48-50,0687-006-002,"B. ROOTS, TUBERS, AND PLANTAINS",1
04-78-48-50,0687-006-002,C. NUTS AND PULSES,0
04-78-48-50,0687-006-002,D. VEGETABLES,1
04-78-48-50,0687-006-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
04-78-48-50,0687-006-002,F. FRUITS,0
04-78-48-50,0687-006-002,G. MILK/MILK PRODUCTS,1
04-78-48-50,0687-006-002,H. FATS/OIL,1
04-78-48-50,0687-006-002,I. SUGAR/SUGAR PRODUCTS/HONEY,1
04-78-48-50,0687-006-002,J. SPICES/CONDIMENTS,1
56-57-53-73,0688-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
56-57-53-73,0688-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
56-57-53-73,0688-001-001,C. NUTS AND PULSES,4
56-57-53-73,0688-001-001,D. VEGETABLES,7
56-57-53-73,0688-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
56-57-53-73,0688-001-001,F. FRUITS,2
56-57-53-73,0688-001-001,G. MILK/MILK PRODUCTS,7
56-57-53-73,0688-001-001,H. FATS/OIL,7
56-57-53-73,0688-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
56-57-53-73,0688-001-001,J. SPICES/CONDIMENTS,7
23-06-93-51,0689-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",4
23-06-93-51,0689-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",6
23-06-93-51,0689-001-001,C. NUTS AND PULSES,4
23-06-93-51,0689-001-001,D. VEGETABLES,7
23-06-93-51,0689-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
23-06-93-51,0689-001-001,F. FRUITS,4
23-06-93-51,0689-001-001,G. MILK/MILK PRODUCTS,0
23-06-93-51,0689-001-001,H. FATS/OIL,7
23-06-93-51,0689-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
23-06-93-51,0689-001-001,J. SPICES/CONDIMENTS,7
75-21-34-64,0689-001-008,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
75-21-34-64,0689-001-008,"B. ROOTS, TUBERS, AND PLANTAINS",7
75-21-34-64,0689-001-008,C. NUTS AND PULSES,6
75-21-34-64,0689-001-008,D. VEGETABLES,7
75-21-34-64,0689-001-008,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
75-21-34-64,0689-001-008,F. FRUITS,4
75-21-34-64,0689-001-008,G. MILK/MILK PRODUCTS,0
75-21-34-64,0689-001-008,H. FATS/OIL,7
75-21-34-64,0689-001-008,I. SUGAR/SUGAR PRODUCTS/HONEY,0
75-21-34-64,0689-001-008,J. SPICES/CONDIMENTS,7
95-06-93-41,0690-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",2
95-06-93-41,0690-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
95-06-93-41,0690-001-001,C. NUTS AND PULSES,5
95-06-93-41,0690-001-001,D. VEGETABLES,7
95-06-93-41,0690-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
95-06-93-41,0690-001-001,F. FRUITS,1
95-06-93-41,0690-001-001,G. MILK/MILK PRODUCTS,0
95-06-93-41,0690-001-001,H. FATS/OIL,3
95-06-93-41,0690-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
95-06-93-41,0690-001-001,J. SPICES/CONDIMENTS,7
72-15-33-17,0692-002-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
72-15-33-17,0692-002-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
72-15-33-17,0692-002-001,C. NUTS AND PULSES,2
72-15-33-17,0692-002-001,D. VEGETABLES,7
72-15-33-17,0692-002-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",6
72-15-33-17,0692-002-001,F. FRUITS,6
72-15-33-17,0692-002-001,G. MILK/MILK PRODUCTS,4
72-15-33-17,0692-002-001,H. FATS/OIL,7
72-15-33-17,0692-002-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
72-15-33-17,0692-002-001,J. SPICES/CONDIMENTS,7
27-84-62-21,0694-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",6
