interview__key,sdd_hhid,lvstckid,lf02_01,lf02_02,lf02_03,lf02_04_1,lf02_04_2,lf02_05,lf02_06,lf02_07,lf02_08,lf02_09,lf02_10,lf02_11,lf02_12,lf02_13,lf02_14,lf02_15,lf02_16,lf02_17,lf02_18,lf02_19,lf02_20,lf02_21,lf02_22,lf02_23,lf02_24,lf02_25,lf02_26,lf02_27_1,lf02_27_2,lf02_28a,lf02_28b,lf02_29,lf02_30,lf02_31,lf02_32,lf02_33,lf02_34a,lf02_34b,lf02_35_1,lf02_35_2
72-23-86-21,0614-001-001,MALE CALVES,YES,2,3,3,0,1,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
72-23-86-21,0614-001-001,FEMALE CALVES,YES,0,1,1,0,0,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
72-23-86-21,0614-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-23-86-21,0614-001-001,SHEEP,YES,6,6,6,0,0,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
72-23-86-21,0614-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-23-86-21,0614-001-001,CHICKENS,YES,22,17,12,0,7,NO,,,NO,,,NO,,,YES,7,21000,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
72-23-86-21,0614-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-23-86-21,0614-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-23-86-21,0614-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-23-86-21,0614-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-23-86-21,0614-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-23-86-21,0614-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-71-68-21,0614-005-001,BULLS,YES,1,1,1,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
09-71-68-21,0614-005-001,COWS,YES,2,2,2,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
09-71-68-21,0614-005-001,STEERS,YES,2,1,1,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,1,400000,1,,MFANYA BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,,,,
09-71-68-21,0614-005-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-71-68-21,0614-005-001,MALE CALVES,YES,1,1,1,1,1,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
09-71-68-21,0614-005-001,FEMALE CALVES,YES,0,1,1,0,1,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
09-71-68-21,0614-005-001,GOATS,YES,8,8,7,0,2,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,1,30000,1,,MFANYA BIASHARA BINAFSI,KARIBU NA KIJIJI,YES,1,18,NONE,,,,,
09-71-68-21,0614-005-001,SHEEP,YES,3,4,3,0,1,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,1,30000,1,,MFANYA BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,,,,
09-71-68-21,0614-005-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-71-68-21,0614-005-001,CHICKENS,YES,10,29,8,0,35,NO,,,NO,,,NO,,,YES,15,45000,NO,,,NO,,,YES,3,21000,4,,RAFIKI,NDANI YA KIJIJI/MJI,YES,3,1,NONE,,,,,
09-71-68-21,0614-005-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-71-68-21,0614-005-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-71-68-21,0614-005-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-71-68-21,0614-005-001,DONKEYS,YES,3,4,4,,1,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
09-71-68-21,0614-005-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-71-68-21,0614-005-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,COWS,YES,2,2,2,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
81-97-59-95,0614-005-007,STEERS,YES,2,4,2,0,,YES,2,400000,NO,,,NO,,,YES,2,400000,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
81-97-59-95,0614-005-007,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,MALE CALVES,YES,0,2,2,0,2,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
81-97-59-95,0614-005-007,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,CHICKENS,YES,8,42,20,0,15,NO,,,NO,,,NO,,,YES,6,12000,NO,,,NO,,,NO,,,,,,,YES,5,1,10,80000,SOKO,NDANI YA KIJIJI/MJI,1,2
81-97-59-95,0614-005-007,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,BULLS,YES,2,2,2,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
59-27-17-97,0615-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,CHICKENS,YES,13,10,7,0,5,NO,,,NO,,,NO,,,YES,5,45000,NO,,,NO,,,YES,3,27000,1,2,SOKO,KARIBU NA MJI,NO,,,,,,,,
59-27-17-97,0615-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,DOGS,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-59-40-79,0615-001-005,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,BULLS,YES,0,15,10,10,,NO,,,YES,15,FRIENDS/RELATIVE,NO,,,YES,1,250000,NO,,,NO,,,YES,5,1250000,1,,NDUGU,KARIBU NA KIJIJI,NO,,,,,,,,
72-37-27-09,0615-005-001,COWS,YES,4,4,4,4,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
72-37-27-09,0615-005-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,HEIFERS,YES,6,6,6,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
72-37-27-09,0615-005-001,MALE CALVES,YES,0,2,0,0,2,NO,,,NO,,,NO,,,YES,2,200000,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
72-37-27-09,0615-005-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,CHICKENS,YES,10,10,0,0,0,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,10,50000,1,,JIRANI,NDANI YA KIJIJI/MJI,NO,,,,,,,,
72-37-27-09,0615-005-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,DOGS,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-72-82-97,0616-001-001,BULLS,YES,2,4,2,0,,NO,,,NO,,,NO,,,YES,1,100000,NO,,,YES,1,120000,NO,,,,,,,NO,,,,,,,,
95-72-82-97,0616-001-001,COWS,YES,6,6,4,0,,NO,,,NO,,,NO,,,YES,1,150000,NO,,,NO,,,YES,1,240000,1,2,GULIO,KARIBU NA KIJIJI,NO,,,,,,,,
95-72-82-97,0616-001-001,STEERS,YES,4,4,4,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
95-72-82-97,0616-001-001,HEIFERS,YES,4,7,7,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
95-72-82-97,0616-001-001,MALE CALVES,YES,2,2,2,0,2,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
95-72-82-97,0616-001-001,FEMALE CALVES,YES,4,1,1,0,1,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
95-72-82-97,0616-001-001,GOATS,YES,20,19,21,0,5,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,YES,3,20,NONE,,,,,
95-72-82-97,0616-001-001,SHEEP,YES,13,17,13,0,1,NO,,,NO,,,NO,,,YES,2,70000,NO,,,NO,,,NO,,,,,,,YES,2,20,NONE,,,,,
95-72-82-97,0616-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-72-82-97,0616-001-001,CHICKENS,YES,25,75,20,0,40,NO,,,NO,,,NO,,,YES,45,135000,NO,,,YES,10,35000,YES,5,37000,1,2,JIRANI,NDANI YA KIJIJI/MJI,YES,3,2,NONE,,,,,
95-72-82-97,0616-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-72-82-97,0616-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-72-82-97,0616-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-72-82-97,0616-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-72-82-97,0616-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-72-82-97,0616-001-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-22-09-73,0617-001-001,BULLS,YES,4,7,7,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
34-22-09-73,0617-001-001,COWS,YES,7,11,10,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,YES,1,100,NONE,,,,,
34-22-09-73,0617-001-001,STEERS,YES,4,4,4,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
34-22-09-73,0617-001-001,HEIFERS,YES,4,6,6,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
34-22-09-73,0617-001-001,MALE CALVES,YES,3,2,2,0,2,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
34-22-09-73,0617-001-001,FEMALE CALVES,YES,5,4,3,0,4,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,1,170000,1,2,GULIO,KARIBU NA MJI,NO,,,,,,,,
34-22-09-73,0617-001-001,GOATS,YES,20,37,30,0,15,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,5,150000,1,2,GULIO,KARIBU NA MJI,YES,2,9,NONE,,,,,
34-22-09-73,0617-001-001,SHEEP,YES,10,16,15,0,6,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,YES,1,12,NONE,,,,,
34-22-09-73,0617-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-22-09-73,0617-001-001,CHICKENS,YES,30,105,50,0,80,NO,,,NO,,,NO,,,YES,6,90000,NO,,,YES,50,100000,NO,,,,,,,YES,5,1,NONE,,,,,
34-22-09-73,0617-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-22-09-73,0617-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-22-09-73,0617-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-22-09-73,0617-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-22-09-73,0617-001-001,DOGS,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-22-09-73,0617-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,HEIFERS,YES,0,5,5,0,,NO,,,YES,5,FRIENDS/RELATIVE,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
28-99-90-15,0618-001-001,MALE CALVES,YES,0,2,2,0,0,NO,,,YES,2,FRIENDS/RELATIVE,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
28-99-90-15,0618-001-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,GOATS,YES,2,2,2,0,2,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
28-99-90-15,0618-001-001,SHEEP,YES,0,2,2,0,0,YES,2,40000,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
28-99-90-15,0618-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,CHICKENS,YES,30,48,2,0,40,NO,,,NO,,,NO,,,YES,5,30000,NO,,,YES,25,50000,YES,10,60000,8,,MFANYA BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,YES,6,1,NONE,,,,,
28-99-90-15,0618-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,STEERS,YES,4,3,3,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
63-53-63-51,0618-006-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,GOATS,YES,7,8,5,0,3,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
63-53-63-51,0618-006-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,CHICKENS,YES,12,11,8,0,0,NO,,,NO,,,NO,,,YES,3,12000,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
63-53-63-51,0618-006-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,DOGS,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,CHICKENS,YES,0,1,1,0,0,YES,1,2000,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
12-53-83-49,0619-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-98-90-37,0619-106-001,BULLS,YES,2,5,5,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
37-98-90-37,0619-106-001,COWS,YES,2,2,2,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
37-98-90-37,0619-106-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-98-90-37,0619-106-001,HEIFERS,YES,2,1,1,0,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
37-98-90-37,0619-106-001,MALE CALVES,YES,2,1,0,0,1,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
37-98-90-37,0619-106-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-98-90-37,0619-106-001,GOATS,YES,10,10,6,0,1,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,YES,4,120000,1,,RAFIKI,NDANI YA KIJIJI/MJI,NO,,,,,,,,
37-98-90-37,0619-106-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-98-90-37,0619-106-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-98-90-37,0619-106-001,CHICKENS,YES,1,13,3,0,5,NO,,,NO,,,NO,,,YES,5,25000,NO,,,YES,5,25000,NO,,,,,,,NO,,,,,,,,
37-98-90-37,0619-106-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-98-90-37,0619-106-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-98-90-37,0619-106-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-98-90-37,0619-106-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-98-90-37,0619-106-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-98-90-37,0619-106-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-92-67-52,0620-001-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-92-67-52,0620-001-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
