interview__key,y5_hhid,y4_hhid,indidy5,male,age,relation_head,head,father_educ,mother_educ,over_12,cur_married,household_num,rural,clusterid,region_name,district_name,satisfy_school_age,read_wri_kiswa,school_exp,never_attend_reason,start_school_age,cur_school,absent_reason,school_lyear,educ_attain,primary,secondary,university,cur_grade,cur_prim,cur_second,cur_univ,public,board,transportation,time_to_school,free_meal_school,miss_school_lasttwo,absent_reason_2w,access_textbook,homework_hour_week_fir,problem_school,problem_school_sec,psle,pass_psle,school_fee,book_mat,uniform_fee,transport_fee,extra_tuition,others,meal_cost,eduction_expendit_12m,adult_literacy_prog
15-29-25-83,7405-001-01,7405-001,7,0,3,SON/DAUGHTER,0,,,0,,7405,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-05-07-63,7406-001-01,7406-001,1,1,48,head,1,,,1,1,7406,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,8,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
39-05-07-63,7406-001-01,7406-001,2,0,49,spouse,0,0,0,1,1,7406,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,marriage,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
39-05-07-63,7406-001-01,7406-001,3,1,25,SON/DAUGHTER,0,,,1,0,7406,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
39-05-07-63,7406-001-01,7406-001,4,1,22,SON/DAUGHTER,0,,,1,0,7406,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
39-05-07-63,7406-001-01,7406-001,5,0,19,SON/DAUGHTER,0,,,1,0,7406,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
39-05-07-63,7406-001-01,7406-001,6,0,17,SON/DAUGHTER,0,,,1,0,7406,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
39-05-07-63,7406-001-01,7406-001,7,1,15,SON/DAUGHTER,0,,,1,0,7406,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,0,0,3,0,yes,PUBLIC HOLIDAY,1,none,0,,1,1,,,,,,,,50000,0
39-05-07-63,7406-001-01,7406-001,8,1,12,SON/DAUGHTER,0,,,1,0,7406,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,2,0,yes,PUBLIC HOLIDAY,1,none,0,,,,,,,,,,,40000,
39-05-07-63,7406-001-01,7406-001,9,0,9,SON/DAUGHTER,0,,,0,,7406,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,3,0,yes,PUBLIC HOLIDAY,1,none,0,,,,,,,,,,,50000,
39-05-07-63,7406-001-01,7406-001,10,0,7,grandchild,0,,,0,,7406,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,5,0,yes,PUBLIC HOLIDAY,1,none,0,,,,,,,,,,,40000,
99-17-36-09,7408-001-01,7408-001,1,1,52,head,1,0,0,1,1,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
99-17-36-09,7408-001-01,7408-001,2,0,52,spouse,0,0,0,1,1,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
99-17-36-09,7408-001-01,7408-001,3,1,22,SON/DAUGHTER,0,,,1,0,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,refusal,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
99-17-36-09,7408-001-01,7408-001,4,1,20,SON/DAUGHTER,0,,,1,0,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,refusal,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
99-17-36-09,7408-001-01,7408-001,6,0,14,SON/DAUGHTER,0,,,1,0,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,30,0,yes,PUBLIC HOLIDAY,1,2,1,,0,,,,,,,,,60000,0
99-17-36-09,7408-001-01,7408-001,7,1,10,SON/DAUGHTER,0,,,0,,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,8,1,,,,,,,Primary,1,0,0,1,0,0,30,0,yes,PUBLIC HOLIDAY,1,1,1,,,,,,,,,,,45000,
99-17-36-09,7408-001-01,7408-001,8,1,9,SON/DAUGHTER,0,,,0,,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,8,1,,,,,,,Primary,1,0,0,1,0,0,30,0,yes,PUBLIC HOLIDAY,1,1,1,,,,,,,,,,,25000,
99-17-36-09,7408-001-01,7408-001,9,0,6,SON/DAUGHTER,0,,,0,,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,6,1,,,,,,,Others,0,0,0,0,0,0,15,0,yes,PUBLIC HOLIDAY,0,none,1,,,,,,,,,,,30000,
99-17-36-09,7408-001-01,7408-001,10,1,22,STEP SON / DAUGHTER,0,0,1,1,0,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
50-64-27-17,7408-001-04,7408-001,1,1,46,head,1,,,1,1,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
50-64-27-17,7408-001-04,7408-001,2,0,24,spouse,0,0,0,1,1,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
50-64-27-17,7408-001-04,7408-001,3,1,3,SON/DAUGHTER,0,,,0,,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-64-27-17,7408-001-04,7408-001,4,1,2,SON/DAUGHTER,0,,,0,,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-64-27-17,7408-001-04,7408-001,5,1,0,SON/DAUGHTER,0,,,0,,7408,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-44-95-91,7409-001-01,7409-001,1,1,46,head,1,0,0,1,1,7409,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,0,1,,10,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
30-44-95-91,7409-001-01,7409-001,2,0,37,spouse,0,0,0,1,1,7409,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
30-44-95-91,7409-001-01,7409-001,3,1,21,SON/DAUGHTER,0,,,1,0,7409,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,expulsion,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
30-44-95-91,7409-001-01,7409-001,4,1,17,SON/DAUGHTER,0,,,1,0,7409,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
30-44-95-91,7409-001-01,7409-001,5,1,15,SON/DAUGHTER,0,,,1,0,7409,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,refusal,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
30-44-95-91,7409-001-01,7409-001,6,1,11,SON/DAUGHTER,0,,,0,,7409,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,4,1,,,,,,,Primary,1,0,0,1,0,0,15,0,yes,PUBLIC HOLIDAY,0,none,0,,,,none,none,25000,none,none,none,none,,
30-44-95-91,7409-001-01,7409-001,7,0,8,SON/DAUGHTER,0,,,0,,7409,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,3,1,,,,,,,Others,0,0,0,0,0,0,30,0,yes,PUBLIC HOLIDAY,0,none,0,,,,144000,10000,none,none,none,none,none,,
30-44-95-91,7409-001-01,7409-001,8,1,23,SON/DAUGHTER,0,1,0,1,0,7409,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
10-37-60-67,7410-001-01,7410-001,1,0,42,spouse,0,0,0,1,1,7410,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,8,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
10-37-60-67,7410-001-01,7410-001,2,0,21,SON/DAUGHTER,0,0,,1,1,7410,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,marriage,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
10-37-60-67,7410-001-01,7410-001,3,0,20,SON/DAUGHTER,0,1,,1,0,7410,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
10-37-60-67,7410-001-01,7410-001,4,1,15,SON/DAUGHTER,0,0,,1,0,7410,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
10-37-60-67,7410-001-01,7410-001,5,0,12,SON/DAUGHTER,0,1,,1,0,7410,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,20,0,yes,PUBLIC HOLIDAY,1,none,0,,,,,,,,,,,30000,
10-37-60-67,7410-001-01,7410-001,6,0,6,SON/DAUGHTER,0,,,0,,7410,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,0,1,,5,1,,,,,,,Others,0,0,0,1,0,0,30,0,yes,PUBLIC HOLIDAY,1,none,0,,,,,,,,,,,20000,
10-37-60-67,7410-001-01,7410-001,7,0,2,SON/DAUGHTER,0,,,0,,7410,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-37-60-67,7410-001-01,7410-001,8,1,0,SON/DAUGHTER,0,,,0,,7410,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-37-60-67,7410-001-01,7410-001,9,1,57,head,1,0,0,1,1,7410,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,8,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
10-37-60-67,7410-001-01,7410-001,10,1,2,grandchild,0,1,,0,,7410,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-42-88-73,7411-001-01,7411-001,1,0,76,head,1,0,0,1,0,7411,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
62-42-88-73,7411-001-01,7411-001,2,1,41,SON/DAUGHTER,0,1,,1,0,7411,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,10,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
62-42-88-73,7411-001-01,7411-001,4,1,3,grandchild,0,,1,0,,7411,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-27-23-54,7411-001-03,7411-001,1,1,30,head,1,,1,1,1,7411,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,10,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
99-27-23-54,7411-001-03,7411-001,2,0,18,spouse,0,1,1,1,1,7411,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,ILLNESS/SICKNESS,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
99-27-23-54,7411-001-03,7411-001,3,0,3,STEP SON / DAUGHTER,0,1,,0,,7411,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-27-23-54,7411-001-03,7411-001,4,0,0,SON/DAUGHTER,0,,,0,,7411,0,530123303303,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-53-17-05,7422-001-01,7422-001,1,1,43,head,1,,,1,1,7422,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
33-53-17-05,7422-001-01,7422-001,2,0,32,spouse,0,0,0,1,1,7422,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
33-53-17-05,7422-001-01,7422-001,3,0,14,SON/DAUGHTER,0,,,1,0,7422,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,0,0,30,0,no,,1,none,0,,1,1,,,,,,,,28000,0
33-53-17-05,7422-001-01,7422-001,4,0,10,SON/DAUGHTER,0,,,0,,7422,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,none,0,,,,,,,,,,,40000,
33-53-17-05,7422-001-01,7422-001,5,0,8,SON/DAUGHTER,0,,,0,,7422,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,10,0,no,,1,none,0,,,,,,,,,,,16000,
33-53-17-05,7422-001-01,7422-001,6,0,1,SON/DAUGHTER,0,,,0,,7422,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-33-88-59,7423-001-01,7423-001,1,1,64,head,1,0,0,1,1,7423,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
59-33-88-59,7423-001-01,7423-001,2,0,59,spouse,0,0,0,1,1,7423,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
59-33-88-59,7423-001-01,7423-001,5,1,13,grandchild,0,1,,1,0,7423,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,4,1,,,,,,,Secondary,0,1,0,1,0,1,15,0,no,,1,2,1,,,,none,43000,50000,33600,none,none,none,,
59-33-88-59,7423-001-01,7423-001,6,1,10,grandchild,0,1,,0,,7423,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,4,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,none,0,,,,none,15000,50000,none,none,none,none,,
59-33-88-59,7423-001-01,7423-001,8,0,37,SON/DAUGHTER,0,,,1,1,7423,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,University,0,0,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
59-33-88-59,7423-001-01,7423-001,11,1,43,STEP SON / DAUGHTER,0,0,,1,1,7423,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,University,0,0,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
12-04-08-93,7423-001-03,7423-001,1,1,46,head,1,1,1,1,1,7423,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,University,0,0,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
12-04-08-93,7423-001-03,7423-001,2,0,44,spouse,0,,,1,1,7423,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,8,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
12-04-08-93,7423-001-03,7423-001,3,0,20,SON/DAUGHTER,0,,1,1,0,7423,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,5,1,,,,,,,University,0,0,1,1,1,,,0,no,,1,3,0,,1,1,1200000,none,none,none,none,none,none,,0
12-04-08-93,7423-001-03,7423-001,4,0,17,SON/DAUGHTER,0,,1,1,0,7423,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Secondary,0,1,0,0,0,,30,0,no,,1,2,0,,1,1,480000,24000,none,120000,none,none,none,,0
12-04-08-93,7423-001-03,7423-001,5,1,12,STEP SON / DAUGHTER,0,1,,1,0,7423,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,1,30,0,no,,1,1,0,,,,none,none,35000,none,none,none,none,,
27-47-47-25,7424-001-02,7424-001,1,1,40,head,1,1,1,1,1,7424,0,530124205009,MJINI MAGHARIBI UNGUJA,mjini,1,1,1,,7,0,satisfied,0,University,0,0,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
27-47-47-25,7424-001-02,7424-001,2,0,30,spouse,0,1,1,1,1,7424,0,530124205009,MJINI MAGHARIBI UNGUJA,mjini,1,1,1,,5,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
27-47-47-25,7424-001-02,7424-001,3,0,24,OTHER RELATIVE (SPECIFY),0,1,1,1,0,7424,0,530124205009,MJINI MAGHARIBI UNGUJA,mjini,1,1,1,,4,1,,,,,,,University,0,0,1,1,0,1,30,0,no,,1,3,0,,1,1,1000000,none,none,none,none,none,none,,0
27-47-47-25,7424-001-02,7424-001,4,0,7,STEP SON / DAUGHTER,0,1,,0,,7424,0,530124205009,MJINI MAGHARIBI UNGUJA,mjini,1,0,1,,4,1,,,,,,,Primary,1,0,0,0,0,1,15,1,no,,0,1,0,,,,1200000,none,none,140000,none,none,200000,,
27-47-47-25,7424-001-02,7424-001,5,0,3,SON/DAUGHTER,0,,,0,,7424,0,530124205009,MJINI MAGHARIBI UNGUJA,mjini,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-31-85-79,7425-001-01,7425-001,1,1,28,head,1,,,1,0,7425,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
66-59-88-81,7425-001-02,7425-001,1,1,38,head,1,1,1,1,1,7425,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,marriage,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
66-59-88-81,7425-001-02,7425-001,2,0,30,spouse,0,1,1,1,1,7425,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,marriage,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
66-59-88-81,7425-001-02,7425-001,3,0,1,SON/DAUGHTER,0,,,0,,7425,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-88-91-41,7426-001-02,7426-001,2,0,61,head,1,,1,1,0,7426,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,8,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
17-88-91-41,7426-001-02,7426-001,3,0,34,SON/DAUGHTER,0,,,1,0,7426,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,8,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
17-88-91-41,7426-001-02,7426-001,4,0,31,SON/DAUGHTER,0,,,1,0,7426,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,University,0,0,1,0,1,,,0,no,,0,none,0,,1,1,,,,,,,,2000000,0
17-88-91-41,7426-001-02,7426-001,5,1,16,SON/DAUGHTER,0,,,1,0,7426,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,0,1,30,0,no,,1,4,0,,1,1,,,,,,,,150000,0
62-84-76-64,7427-001-01,7427-001,1,1,36,head,1,1,1,1,1,7427,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
62-84-76-64,7427-001-01,7427-001,2,0,32,spouse,0,1,1,1,1,7427,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
62-84-76-64,7427-001-01,7427-001,3,0,18,STEP SON / DAUGHTER,0,1,1,1,0,7427,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,0,1,30,0,no,,1,2,0,,1,1,none,35000,60000,none,none,none,none,,0
62-84-76-64,7427-001-01,7427-001,4,1,13,SON/DAUGHTER,0,,,1,0,7427,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,20,0,no,,1,none,0,,,,none,5000,25000,none,none,none,none,,
62-84-76-64,7427-001-01,7427-001,5,0,11,SON/DAUGHTER,0,,,0,,7427,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,none,0,,,,none,3500,20000,none,none,none,none,,
62-84-76-64,7427-001-01,7427-001,6,0,8,SON/DAUGHTER,0,,,0,,7427,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,0,none,0,,,,none,none,18000,none,none,none,none,,
62-84-76-64,7427-001-01,7427-001,7,1,3,SON/DAUGHTER,0,,,0,,7427,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-91-54-76,7428-001-01,7428-001,1,0,49,head,1,0,0,1,0,7428,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
79-91-54-76,7428-001-01,7428-001,3,1,26,SON/DAUGHTER,0,1,,1,0,7428,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
79-91-54-76,7428-001-01,7428-001,4,0,17,SON/DAUGHTER,0,1,,1,0,7428,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,satisfied,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,80000,0
79-91-54-76,7428-001-01,7428-001,5,1,16,SON/DAUGHTER,0,,,1,0,7428,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,0,0,18,0,no,,1,2,0,,1,1,,,,,,,,80000,0
79-91-54-76,7428-001-01,7428-001,6,0,13,SON/DAUGHTER,0,1,,1,0,7428,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,8,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,3,0,,,,,,,,,,,40000,
79-91-54-76,7428-001-01,7428-001,7,1,9,SON/DAUGHTER,0,1,,0,,7428,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,2,0,,,,,,,,,,,45000,
79-91-54-76,7428-001-01,7428-001,8,1,6,SON/DAUGHTER,0,,,0,,7428,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,5,1,,,,,,,Others,0,0,0,1,0,0,10,0,no,,1,2,0,,,,,,,,,,,40000,
93-26-34-85,7428-001-02,7428-001,1,1,29,head,1,,,1,1,7428,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
93-26-34-85,7428-001-02,7428-001,2,0,25,spouse,0,,,1,1,7428,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,7,0,marriage,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
52-89-52-12,7429-001-01,7429-001,1,1,41,head,1,,0,1,1,7429,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,9,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
52-89-52-12,7429-001-01,7429-001,2,0,36,spouse,0,0,0,1,1,7429,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,8,0,satisfied,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
52-89-52-12,7429-001-01,7429-001,3,1,10,SON/DAUGHTER,0,,,0,,7429,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,none,0,,,,,,,,,,,30000,
52-89-52-12,7429-001-01,7429-001,4,1,8,SON/DAUGHTER,0,,,0,,7429,0,530124205009,MJINI MAGHARIBI UNGUJA,magharibi,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,5,0,no,,1,none,0,,,,,,,,,,,25000,
