interview__key,sdd_hhid,sdd_indid,hh_c01,hh_c01_1,hh_c01_2,hh_c02,hh_c03,hh_c03_1,hh_c04,hh_c05,hh_c05a,hh_c06,hh_c07,hh_c08,hh_c09,hh_c10,hh_c11,hh_c12,hh_c13,hh_c14,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19,hh_c20_1,hh_c20_2,hh_c21_1,hh_c21_2,hh_c22,hh_c23,hh_c24,hh_c25,hh_c26,hh_c27,hh_c28_0,hh_c28_1,hh_c28_2,hh_c28_3,hh_c28_4,hh_c28_5,hh_c28_6,hh_c28_7,hh_c28_8,hh_c29,hh_c30,hh_c01_3
71-47-26-16,0698-001-001,7,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D1,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,7,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,3000,26000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
71-47-26-16,0698-001-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-43-61-13,0698-003-002,2,YES,YES,,KISWAHILI,YES,,6,NO,LACK OF MONEY,NO,D7,2007,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
84-43-61-13,0698-003-002,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-43-61-13,0698-003-002,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-43-61-13,0698-003-002,6,YES,YES,,KISWAHILI,YES,,10,NO,TOO OLD TO ATTEND,NO,D7,1983,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
04-80-76-28,0698-009-001,1,YES,YES,,KISWAHILI,YES,,9,NO,DOMESTIC OBLIGATION,NO,D7,1999,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
04-80-76-28,0698-009-001,3,YES,YES,,NO,YES,,7,NO,DOMESTIC OBLIGATION,NO,D3,2006,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
04-80-76-28,0698-009-001,4,YES,NO,1,NO,NO,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
04-80-76-28,0698-009-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-80-76-28,0698-009-001,6,YES,NO,1,NO,YES,,8,YES,,,,,D1,D1,YES,LOCAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,BREAKDOWN,NONE,5200,NONE,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
04-80-76-28,0698-009-001,7,YES,NO,1,NO,YES,,6,YES,,,,,PP,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,2400,NONE,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
17-83-92-95,0699-001-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,LACK OF MONEY,NO,PREFORM 1,1992,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
17-83-92-95,0699-001-001,3,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,YES,,,,,U1,F6,YES,CENTRAL GOVERNMENT,YES,,,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,TOO EXPENSIVE,,YES,PASS,,,,,TOTAL,,,,,,,,800000,NEVER ATTENDED,,
17-83-92-95,0699-001-001,4,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F3,F2,YES,PRIVATE ORG,YES,,,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",15,NONE,TOO EXPENSIVE,,YES,PASS,,,,,TOTAL,,,,,,,,2500000,NEVER ATTENDED,,
10-70-45-48,0700-001-001,1,YES,NO,2,KISWAHILI & ENGLISH,YES,,9,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,F4,1995,,,NO,,,,,,,,,,,,,NO,,"YES, FORM 4",1995,NOT FOUND,DON'T KNOW,,,,,,,,,,NEVER ATTENDED,,
10-70-45-48,0700-001-001,2,YES,YES,,KISWAHILI,YES,,10,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1994,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
10-70-45-48,0700-001-001,4,YES,NO,2,KISWAHILI & ENGLISH,YES,,6,YES,,,,,F4,F3,YES,RELIGIOUS,YES,,,NO,NO,,SOME OWNED BY HOUSEHOLD,NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,350000,NEVER ATTENDED,,
10-70-45-48,0700-001-001,5,YES,NO,2,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F4,F3,YES,RELIGIOUS,YES,,,NO,NO,,SOME OWNED BY HOUSEHOLD,NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,350000,NEVER ATTENDED,,
10-70-45-48,0700-001-001,6,YES,NO,2,KISWAHILI & ENGLISH,YES,,6,YES,,,,,F1,D7,YES,CENTRAL GOVERNMENT,YES,,,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,BREAKDOWN,NONE,25000,30000,NONE,40000,NONE,NONE,,NEVER ATTENDED,,
42-34-18-97,0701-003-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,U5&+,2014,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 6",2006,"YES, IT WAS SHOWN",DIVISION 2,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
42-34-18-97,0701-003-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,9,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,U3,2015,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 6",2009,"YES, IT WAS SHOWN",DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
42-34-18-97,0701-003-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-34-18-97,0701-003-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-19-56-08,0702-001-001,1,YES,NO,2,KISWAHILI,YES,,9,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1992,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
72-19-56-08,0702-001-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,9,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,F4,2008,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",1998,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WATOTO
72-19-56-08,0702-001-001,3,YES,NO,2,KISWAHILI,YES,,6,YES,,,,,D3,D2,YES,CENTRAL GOVERNMENT,NO,ON FOOT,20,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,BREAKDOWN,NONE,10000,25000,NONE,NONE,10000,NONE,,NEVER ATTENDED,,
72-19-56-08,0702-001-001,4,YES,YES,,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F3,F2,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",2,NONE,INADEQUATE TEACHERS,OVERCROWDED CLASSROOMS,YES,PASS,,,,,BREAKDOWN,NONE,40000,52000,NONE,60000,NONE,NONE,,NEVER ATTENDED,,UWEPO WA WANAWAKE
72-19-56-08,0702-001-001,5,YES,YES,,KISWAHILI,YES,,6,YES,,,,,D6,D5,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,POOR ATTENDANCE OF TEACHERS,OVERCROWDED CLASSROOMS,NO,,,,,,BREAKDOWN,NONE,9000,44000,NONE,45000,5000,NONE,,NEVER ATTENDED,,UWEPO WA WANAWAKE
08-00-32-44,0703-001-001,1,YES,NO,2,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,D7,1974,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,
08-00-32-44,0703-001-001,2,YES,YES,,KISWAHILI,YES,,8,NO,TOO OLD TO ATTEND,NO,D7,1974,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
08-00-32-44,0703-001-001,5,YES,NO,2,KISWAHILI,YES,,7,YES,,,,,D5,D4,YES,LOCAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,10,NONE,INADEQUATE BOOKS/TOOLS,OVERCROWDED CLASSROOMS,NO,,,,,,BREAKDOWN,NONE,6000,NONE,NONE,NONE,10000,NONE,,NEVER ATTENDED,,
44-09-39-44,0705-002-001,1,YES,YES,,KISWAHILI,YES,,12,NO,TOO OLD TO ATTEND,NO,D1,1945,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
44-09-39-44,0705-002-001,2,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
44-09-39-44,0705-002-001,7,YES,NO,2,KISWAHILI,YES,,8,YES,,,,,D7,D6,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,14,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,150000,NEVER ATTENDED,,
44-09-39-44,0705-002-001,8,YES,NO,2,KISWAHILI & ENGLISH,YES,,6,YES,,,,,F2,F1,YES,CENTRAL GOVERNMENT,YES,,,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,14,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,200000,NEVER ATTENDED,,
44-09-39-44,0705-002-001,9,YES,NO,2,KISWAHILI,YES,,6,YES,,,,,D5,D4,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,14,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,150000,NEVER ATTENDED,,
44-09-39-44,0705-002-001,10,YES,NO,2,KISWAHILI & ENGLISH,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,F4,2011,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2011,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,
44-09-39-44,0705-002-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44-09-39-44,0705-002-001,12,YES,NO,2,KISWAHILI,YES,,8,YES,,,,,D1,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,14,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,80000,NEVER ATTENDED,,
44-09-39-44,0705-002-001,13,YES,NO,2,KISWAHILI & ENGLISH,YES,,7,NO,MARITAL OBLIGATION,NO,F1,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,
44-09-39-44,0705-002-001,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-91-85-71,0706-002-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,8,NO,DOMESTIC OBLIGATION,NO,'O'+COURSE,1997,,,NO,,,,,,,,,,,,,YES,FAIL,"NO, DID NOT TAKE",,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
91-91-85-71,0706-002-001,2,YES,NO,1,NO,YES,,6,NO,SICKNESS,NO,D7,2002,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,
91-91-85-71,0706-002-001,4,YES,NO,1,KISWAHILI,YES,,7,NO,OTHER (SPECIFY),YES,,,,D6,NO,,,,,,,,,,,,,YES,DON'T KNOW,,,,,BREAKDOWN,1400000,45000,47000,NONE,NONE,80000,NONE,,NEVER ATTENDED,,
91-91-85-71,0706-002-001,6,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D6,D5,YES,LOCAL GOVERNMENT,NO,BY PRIVATE CAR/VEHICLE,10,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",15,30,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,700000,35000,25000,200000,NONE,10000,NONE,,NEVER ATTENDED,,
08-56-40-01,0707-001-001,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
08-56-40-01,0707-001-001,2,YES,YES,,KISWAHILI,YES,,6,NO,SEPARATION OF PARENTS,NO,D4,2005,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
08-56-40-01,0707-001-001,4,YES,NO,2,NO,YES,,12,YES,,,,,D2,D1,YES,LOCAL GOVERNMENT,NO,BY PRIVATE CAR/VEHICLE,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,POOR TEACHING,,NO,,,,,,TOTAL,,,,,,,,NONE,NEVER ATTENDED,,
08-56-40-01,0707-001-001,5,YES,NO,2,KISWAHILI,YES,,6,YES,,,,,F1,D7,YES,CENTRAL GOVERNMENT,NO,ON FOOT,45,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,2,30,INADEQUATE BOOKS/TOOLS,INADEQUATE TEACHERS,YES,PASS,,,,,BREAKDOWN,NONE,15000,38000,NONE,NONE,10000,35000,,NEVER ATTENDED,,
08-56-40-01,0707-001-001,6,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D4,D3,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,INADEQUATE TEACHERS,NO,,,,,,BREAKDOWN,NONE,7000,15000,NONE,NONE,5000,NONE,,NEVER ATTENDED,,
08-56-40-01,0707-001-001,7,YES,YES,,KISWAHILI,YES,,6,YES,,,,,D6,D5,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,INADEQUATE TEACHERS,NO,,,,,,BREAKDOWN,NONE,12000,10000,NONE,NONE,15000,NONE,,NEVER ATTENDED,,UWEPO WA WATU WAZIMA WALIOCHANGANYIKA JINSI NA WATOTO
08-56-40-01,0707-001-001,8,YES,YES,,KISWAHILI,YES,,6,YES,,,,,D4,D3,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,INADEQUATE TEACHERS,NO,,,,,,BREAKDOWN,NONE,10000,18000,NONE,NONE,5000,NONE,,NEVER ATTENDED,,UWEPO WA WATOTO
08-56-40-01,0707-001-001,9,YES,NO,2,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
08-56-40-01,0707-001-001,10,YES,NO,2,NO,YES,,5,YES,,,,,PP,NOT YET STARTED,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,YES,SCHOOL CLOSED (IN BREAK),NO TEXTBOOKS USED,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,10000,NEVER ATTENDED,,
08-56-40-01,0707-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-56-40-01,0707-001-001,12,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-47-09-22,0707-001-003,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,JOB/WORK,NO,'O'+COURSE,2016,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 4",2013,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
62-92-31-44,0707-002-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,9,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,'O'+COURSE,2013,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2010,"YES, IT WAS SHOWN",DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
08-63-44-83,0708-002-001,1,YES,YES,,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
08-63-44-83,0708-002-001,2,YES,YES,,KISWAHILI,YES,,10,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1985,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
93-58-10-12,0709-001-001,1,YES,YES,,KISWAHILI,YES,,8,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1985,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
93-58-10-12,0709-001-001,3,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,F4,2017,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2017,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WANAWAKE
93-58-10-12,0709-001-001,4,YES,YES,,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F4,F3,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",4,30,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,BREAKDOWN,NONE,15000,10000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,UWEPO WA WANAWAKE
97-33-73-50,0709-001-002,1,YES,YES,,KISWAHILI,YES,,8,NO,DEATH OF PARENTS,NO,D3,DON'T KNOW,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WATU WAZIMA WALIOCHANGANYIKA JINSI NA WATOTO
97-33-73-50,0709-001-002,2,YES,YES,,KISWAHILI & ENGLISH,YES,,6,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,F4,2012,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2014,"NOT SHOWN, HOUSEHOLD HAS BUT REFUSED",DIVISION 4,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WATU WAZIMA WALIOCHANGANYIKA JINSI NA WATOTO
97-33-73-50,0709-001-002,3,YES,NO,2,NO,YES,,5,YES,,,,,PP,PP,YES,CENTRAL GOVERNMENT,NO,ON FOOT,30,NO,YES,SCHOOL CLOSED (IN BREAK),NO TEXTBOOKS USED,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,3000,15000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
97-33-73-50,0709-001-002,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97-33-73-50,0709-001-002,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97-10-65-58,0710-001-001,1,YES,YES,,KISWAHILI,YES,,12,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1967,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
97-10-65-58,0710-001-001,2,YES,YES,,KISWAHILI,YES,,10,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1988,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WATU WAZIMA MCHANGANYIKO WA JINSI
97-10-65-58,0710-001-001,3,YES,YES,,KISWAHILI & ENGLISH,YES,,9,YES,,,,,F4,F3,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",12,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,45000,NEVER ATTENDED,,UWEPO WA WATU WAZIMA MCHANGANYIKO WA JINSI
97-10-65-58,0710-001-001,4,YES,YES,,KISWAHILI,YES,,8,YES,,,,,F3,F2,YES,CENTRAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",4,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,BREAKDOWN,NONE,30000,2000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,UWEPO WA WATU WAZIMA MCHANGANYIKO WA JINSI
97-10-65-58,0710-001-001,5,YES,NO,2,KISWAHILI,YES,,5,YES,,,,,D2,D1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,20,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE TEACHERS,OVERCROWDED CLASSROOMS,NO,,,,,,BREAKDOWN,NONE,3500,34000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
86-12-47-47,0710-003-001,1,YES,YES,,KISWAHILI,YES,,7,NO,JOB/WORK,NO,D7,1978,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
86-12-47-47,0710-003-001,2,YES,YES,,KISWAHILI,YES,,7,NO,JOB/WORK,NO,D7,1988,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
86-12-47-47,0710-003-001,4,YES,NO,1,KISWAHILI,NO,WORKING (AT HOME OR AT A JOB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
86-12-47-47,0710-003-001,5,YES,NO,1,NO,YES,,7,NO,JOB/WORK,NO,D2,DON'T KNOW,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,
86-12-47-47,0710-003-001,6,YES,NO,1,KISWAHILI & ENGLISH,YES,,7,YES,,,,,D7,D6,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,3,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,20000,NEVER ATTENDED,,
86-12-47-47,0710-003-001,7,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D4,D3,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,2,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,15000,NEVER ATTENDED,,
86-12-47-47,0710-003-001,8,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D2,D1,YES,CENTRAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,12000,NEVER ATTENDED,,
86-12-47-47,0710-003-001,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-12-47-47,0710-003-001,10,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-12-47-47,0710-003-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-28-30-33,0710-003-003,1,YES,YES,,KISWAHILI,YES,,8,NO,LACK OF MONEY,NO,D5,DON'T KNOW,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WATOTO
10-28-30-33,0710-003-003,2,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,2007,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WANAWAKE
10-28-30-33,0710-003-003,3,YES,YES,,KISWAHILI,YES,,9,NO,LACK OF MONEY,NO,F2,2013,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,UWEPO WA WATU WAZIMA MCHANGANYIKO WA JINSI
10-28-30-33,0710-003-003,4,YES,NO,1,KISWAHILI,YES,,6,YES,,,,,D5,D4,YES,CENTRAL GOVERNMENT,NO,ON FOOT,25,NO,YES,SCHOOL CLOSED (IN BREAK),"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,7500,15000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
27-62-11-86,0710-004-001,1,YES,NO,2,NO,NO,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,
27-62-11-86,0710-004-001,2,YES,YES,,KISWAHILI,YES,,10,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,1983,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
27-62-11-86,0710-004-001,3,YES,YES,,KISWAHILI,YES,,10,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2012,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
95-04-11-03,0711-001-003,5,YES,YES,,KISWAHILI & ENGLISH,YES,,8,NO,SEPARATION OF PARENTS,NO,F3,2007,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
95-04-11-03,0711-001-003,6,YES,YES,,KISWAHILI,YES,,9,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2009,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
